as_of,engine,rank,team,confederation,attack,defence,rating,opp_rating
2026-06-19,dc,1,Argentina,CONMEBOL,1.4195,-1.7757,3.1952,1.6248
2026-06-19,dc,2,Spain,UEFA,1.5604,-1.3986,2.959,1.8289
2026-06-19,dc,3,England,UEFA,1.3775,-1.4288,2.8063,1.5633
2026-06-19,dc,4,Brazil,CONMEBOL,1.5381,-1.2294,2.7675,1.9843
2026-06-19,dc,5,France,UEFA,1.4665,-1.2371,2.7036,1.8833
2026-06-19,dc,6,Portugal,UEFA,1.4444,-1.2077,2.6521,1.6504
2026-06-19,dc,7,Colombia,CONMEBOL,1.4126,-1.1941,2.6067,1.8895
2026-06-19,dc,8,Morocco,CAF,1.025,-1.5193,2.5443,1.0789
2026-06-19,dc,9,Netherlands,UEFA,1.4385,-1.1026,2.5411,1.7038
2026-06-19,dc,10,Germany,UEFA,1.5356,-1.0042,2.5399,1.7646
2026-06-19,dc,11,Belgium,UEFA,1.3885,-1.1075,2.496,1.5045
2026-06-19,dc,12,Denmark,UEFA,1.2032,-1.2131,2.4163,1.6528
2026-06-19,dc,13,Japan,AFC,1.1948,-1.1696,2.3644,1.2226
2026-06-19,dc,14,Norway,UEFA,1.3642,-0.9946,2.3588,1.4631
2026-06-19,dc,15,Ecuador,CONMEBOL,0.8985,-1.3975,2.296,1.82
2026-06-19,dc,16,Switzerland,UEFA,1.2956,-0.9912,2.2868,1.7245
2026-06-19,dc,17,Uruguay,CONMEBOL,0.977,-1.3004,2.2774,1.8118
2026-06-19,dc,18,Italy,UEFA,1.1969,-1.0792,2.2762,1.6702
2026-06-19,dc,19,Austria,UEFA,1.1369,-1.0754,2.2123,1.3787
2026-06-19,dc,20,Croatia,UEFA,1.2046,-1.0016,2.2063,1.7467
2026-06-19,dc,21,Senegal,CAF,1.0597,-1.0224,2.0821,1.1026
2026-06-19,dc,22,Algeria,CAF,1.1234,-0.9228,2.0462,0.9672
2026-06-19,dc,23,Mexico,CONCACAF,0.981,-1.0452,2.0262,1.4564
2026-06-19,dc,24,Australia,AFC,0.9427,-1.0665,2.0091,1.1737
2026-06-19,dc,25,Greece,UEFA,0.9462,-1.0177,1.9639,1.546
2026-06-19,dc,26,Russia,UEFA,0.8827,-1.0585,1.9413,0.9988
2026-06-19,dc,27,Turkey,UEFA,1.1836,-0.7487,1.9323,1.5453
2026-06-19,dc,28,Sweden,UEFA,1.2311,-0.675,1.9062,1.6025
2026-06-19,dc,29,Canada,CONCACAF,0.9115,-0.9893,1.9008,1.2476
2026-06-19,dc,30,Ivory Coast,CAF,0.8338,-1.0622,1.896,0.9837
2026-06-19,dc,31,Iran,AFC,1.0097,-0.848,1.8577,0.9023
2026-06-19,dc,32,Ukraine,UEFA,1.0479,-0.7562,1.8041,1.6288
2026-06-19,dc,33,Scotland,UEFA,0.9747,-0.8231,1.7978,1.5887
2026-06-19,dc,34,Chile,CONMEBOL,0.9987,-0.7922,1.7909,1.8609
2026-06-19,dc,35,Paraguay,CONMEBOL,0.8302,-0.957,1.7871,1.9318
