as_of,engine,rank,team,confederation,attack,defence,rating,opp_rating
2026-06-26,dc,1,Argentina,CONMEBOL,1.4346,-1.8094,3.244,1.6483
2026-06-26,dc,2,Spain,UEFA,1.576,-1.4196,2.9956,1.8141
2026-06-26,dc,3,Brazil,CONMEBOL,1.5443,-1.2745,2.8188,1.9503
2026-06-26,dc,4,England,UEFA,1.35,-1.4503,2.8003,1.5556
2026-06-26,dc,5,France,UEFA,1.476,-1.2537,2.7298,1.8646
2026-06-26,dc,6,Portugal,UEFA,1.4806,-1.2279,2.7084,1.645
2026-06-26,dc,7,Colombia,CONMEBOL,1.4091,-1.214,2.6231,1.8884
2026-06-26,dc,8,Netherlands,UEFA,1.4811,-1.0992,2.5803,1.7007
2026-06-26,dc,9,Germany,UEFA,1.5476,-0.9797,2.5273,1.7957
2026-06-26,dc,10,Morocco,CAF,1.0433,-1.4707,2.5141,1.0918
2026-06-26,dc,11,Belgium,UEFA,1.3656,-1.1388,2.5044,1.5155
2026-06-26,dc,12,Denmark,UEFA,1.2016,-1.2134,2.415,1.6512
2026-06-26,dc,13,Japan,AFC,1.212,-1.1913,2.4033,1.2404
2026-06-26,dc,14,Norway,UEFA,1.379,-0.9669,2.3459,1.4764
2026-06-26,dc,15,Switzerland,UEFA,1.3025,-0.9975,2.3,1.7294
2026-06-26,dc,16,Ecuador,CONMEBOL,0.8721,-1.4235,2.2956,1.809
2026-06-26,dc,17,Italy,UEFA,1.1978,-1.0826,2.2805,1.6751
2026-06-26,dc,18,Uruguay,CONMEBOL,0.9982,-1.2443,2.2425,1.8031
2026-06-26,dc,19,Croatia,UEFA,1.1864,-1.0228,2.2093,1.7317
2026-06-26,dc,20,Austria,UEFA,1.1273,-1.058,2.1853,1.4358
2026-06-26,dc,21,Mexico,CONCACAF,1.0042,-1.0689,2.0731,1.4675
2026-06-26,dc,22,Senegal,CAF,1.0747,-0.9741,2.0489,1.1388
2026-06-26,dc,23,Algeria,CAF,1.1224,-0.9231,2.0455,0.9723
2026-06-26,dc,24,Australia,AFC,0.8953,-1.0668,1.9621,1.2032
2026-06-26,dc,25,Greece,UEFA,0.9461,-1.0154,1.9615,1.5441
2026-06-26,dc,26,Russia,UEFA,0.8824,-1.0565,1.9389,0.9982
2026-06-26,dc,27,Turkey,UEFA,1.1881,-0.7462,1.9343,1.5621
2026-06-26,dc,28,Ivory Coast,CAF,0.8351,-1.0655,1.9007,1.0077
2026-06-26,dc,29,Iran,AFC,0.9788,-0.912,1.8908,0.928
2026-06-26,dc,30,Canada,CONCACAF,0.9113,-0.9753,1.8866,1.281
2026-06-26,dc,31,Sweden,UEFA,1.2255,-0.6366,1.8621,1.6524
2026-06-26,dc,32,Paraguay,CONMEBOL,0.8065,-1.0228,1.8293,1.9435
2026-06-26,dc,33,Chile,CONMEBOL,1.0058,-0.7972,1.803,1.8746
2026-06-26,dc,34,Ukraine,UEFA,1.0457,-0.755,1.8007,1.6266
2026-06-26,dc,35,United States,CONCACAF,1.0326,-0.7342,1.7668,1.4721
2026-06-26,dc,36,Scotland,UEFA,0.952,-0.8106,1.7626,1.6584
2026-06-26,dc,37,Egypt,CAF,0.7427,-1.0096,1.7523,1.0732
2026-06-26,dc,38,Poland,UEFA,0.9885,-0.735,1.7235,1.5212
2026-06-26,dc,39,South Korea,AFC,0.9131,-0.8021,1.7151,1.1052
2026-06-26,dc,40,Nigeria,CAF,0.9341,-0.762,1.6961,1.0841
2026-06-26,dc,41,Mali,CAF,0.6453,-1.0438,1.6892,0.8874
2026-06-26,dc,42,Czech Republic,UEFA,0.9806,-0.7035,1.684,1.3169
2026-06-26,dc,43,Serbia,UEFA,0.9144,-0.7636,1.6781,1.5898
2026-06-26,dc,44,Venezuela,CONMEBOL,0.9026,-0.7738,1.6765,1.8323
2026-06-26,dc,45,Hungary,UEFA,0.8219,-0.8085,1.6304,1.5473
2026-06-26,dc,46,DR Congo,CAF,0.5349,-1.0602,1.5951,1.0824
2026-06-26,dc,47,Kosovo,UEFA,0.8402,-0.7374,1.5776,1.2565
2026-06-26,dc,48,Slovenia,UEFA,0.6126,-0.9614,1.5739,1.4415
2026-06-26,dc,49,Peru,CONMEBOL,0.6249,-0.9242,1.5491,1.8994
2026-06-26,dc,50,Republic of Ireland,UEFA,0.6276,-0.9159,1.5435,1.4327
2026-06-26,dc,51,Romania,UEFA,0.768,-0.7693,1.5372,1.143
2026-06-26,dc,52,Slovakia,UEFA,0.768,-0.7619,1.53,1.3122
2026-06-26,dc,53,Georgia,UEFA,0.87,-0.6584,1.5284,1.3644
2026-06-26,dc,54,Wales,UEFA,0.755,-0.7715,1.5265,1.3472
2026-06-26,dc,55,Cameroon,CAF,0.6264,-0.8599,1.4863,1.0121
2026-06-26,dc,56,Israel,UEFA,1.0255,-0.4262,1.4518,1.4395
2026-06-26,dc,57,Northern Ireland,UEFA,0.6108,-0.7958,1.4066,1.4171
2026-06-26,dc,58,Tunisia,CAF,0.6818,-0.7169,1.3986,1.1472
2026-06-26,dc,59,Uzbekistan,AFC,0.6257,-0.7135,1.3391,1.0302
2026-06-26,dc,60,Iceland,UEFA,0.8373,-0.4722,1.3095,1.4957
2026-06-26,dc,61,Burkina Faso,CAF,0.8138,-0.4906,1.3044,0.8853
2026-06-26,dc,62,Albania,UEFA,0.4062,-0.8768,1.283,1.2027
2026-06-26,dc,63,Ghana,CAF,0.5981,-0.676,1.2742,1.185
2026-06-26,dc,64,South Africa,CAF,0.556,-0.7069,1.2629,0.8612
2026-06-26,dc,65,Zanzibar,CAF,0.2287,-1.0186,1.2474,0.8201
2026-06-26,dc,66,Bosnia and Herzegovina,UEFA,0.6653,-0.5714,1.2367,1.3568
2026-06-26,dc,67,Finland,UEFA,0.6185,-0.5803,1.1987,1.3929
2026-06-26,dc,68,Jordan,AFC,0.7546,-0.3953,1.1499,0.9917
2026-06-26,dc,69,Cape Verde,CAF,0.5245,-0.601,1.1255,0.9383
2026-06-26,dc,70,Saudi Arabia,AFC,0.4859,-0.6323,1.1182,1.1176
2026-06-26,dc,71,Panama,CONCACAF,0.6575,-0.451,1.1085,0.9639
2026-06-26,dc,72,Angola,CAF,0.4285,-0.6688,1.0972,0.8474
2026-06-26,dc,73,Iraq,AFC,0.4362,-0.6079,1.0441,0.8726
2026-06-26,dc,74,North Macedonia,UEFA,0.4973,-0.5399,1.0373,1.0902
2026-06-26,dc,75,Guinea,CAF,0.5307,-0.5012,1.0319,0.7997
2026-06-26,dc,76,Costa Rica,CONCACAF,0.5927,-0.4226,1.0152,0.9602
2026-06-26,dc,77,United Arab Emirates,AFC,0.5483,-0.4494,0.9976,0.7522
2026-06-26,dc,78,Bolivia,CONMEBOL,0.5794,-0.3867,0.9661,1.8083
2026-06-26,dc,79,Belarus,UEFA,0.58,-0.3338,0.9139,1.1555
2026-06-26,dc,80,New Zealand,OFC,0.3515,-0.5142,0.8657,0.7726
2026-06-26,dc,81,Montenegro,UEFA,0.484,-0.3614,0.8454,1.0724
2026-06-26,dc,82,Gambia,CAF,0.668,-0.1606,0.8286,0.7217
2026-06-26,dc,83,Benin,CAF,0.4575,-0.3663,0.8238,1.0343
2026-06-26,dc,84,Haiti,CONCACAF,0.6075,-0.2159,0.8235,0.4429
2026-06-26,dc,85,Togo,CAF,0.4285,-0.3753,0.8038,0.8225
2026-06-26,dc,86,Gabon,CAF,0.5916,-0.1988,0.7903,0.8063
2026-06-26,dc,87,Libya,CAF,0.3587,-0.4237,0.7824,0.6926
2026-06-26,dc,88,Zambia,CAF,0.5237,-0.2572,0.7809,1.0462
2026-06-26,dc,89,Bulgaria,UEFA,0.4409,-0.3138,0.7547,1.1819
2026-06-26,dc,90,Qatar,AFC,0.5583,-0.1571,0.7154,0.889
2026-06-26,dc,91,Zimbabwe,CAF,0.3251,-0.3708,0.696,0.8656
2026-06-26,dc,92,Rwanda,CAF,0.0577,-0.6289,0.6866,0.8727
2026-06-26,dc,93,Oman,AFC,0.1943,-0.4861,0.6805,0.6131
2026-06-26,dc,94,Réunion,,0.1345,-0.5419,0.6764,0.1403
2026-06-26,dc,95,Niger,CAF,0.4608,-0.2153,0.6762,0.822
2026-06-26,dc,96,Honduras,CONCACAF,0.2867,-0.382,0.6687,0.761
2026-06-26,dc,97,Mayotte,,-0.4124,-1.0686,0.6562,0.1171
2026-06-26,dc,98,Uganda,CAF,0.3065,-0.318,0.6245,0.785
2026-06-26,dc,99,Jamaica,CONCACAF,0.1896,-0.4255,0.6151,0.4745
2026-06-26,dc,100,Comoros,CAF,0.3717,-0.2376,0.6093,0.769
2026-06-26,dc,101,Madagascar,CAF,0.5189,-0.0898,0.6087,0.7261
2026-06-26,dc,102,Kazakhstan,UEFA,0.3268,-0.2797,0.6065,1.0312
2026-06-26,dc,103,Luxembourg,UEFA,0.0872,-0.5055,0.5927,1.4118
2026-06-26,dc,104,Faroe Islands,UEFA,0.1503,-0.435,0.5853,0.8389
2026-06-26,dc,105,Syria,AFC,0.3235,-0.2601,0.5837,0.4026
2026-06-26,dc,106,Bahrain,AFC,0.296,-0.2792,0.5752,0.6746
2026-06-26,dc,107,Palestine,AFC,0.1368,-0.4236,0.5604,0.5617
