as_of,engine,rank,team,confederation,attack,defence,rating,opp_rating,elo
2026-06-17,elo,1,Argentina,CONMEBOL,0.646,-0.5547,1.2007,0.5223,2121.3
2026-06-17,elo,2,Spain,UEFA,0.6012,-0.5098,1.111,0.4813,2077.6
2026-06-17,elo,3,France,UEFA,0.5883,-0.4969,1.0852,0.4948,2060.4
2026-06-17,elo,4,Colombia,CONMEBOL,0.5333,-0.4419,0.9752,0.6673,2006.5
2026-06-17,elo,5,Brazil,CONMEBOL,0.5322,-0.4409,0.9731,0.6771,1995.3
2026-06-17,elo,6,England,UEFA,0.5178,-0.4265,0.9442,0.3318,1987.5
2026-06-17,elo,7,Morocco,CAF,0.4893,-0.398,0.8873,0.225,1964.2
2026-06-17,elo,8,Japan,AFC,0.4884,-0.3971,0.8855,0.3961,1962.6
2026-06-17,elo,9,Germany,UEFA,0.4805,-0.3892,0.8697,0.4619,1949.0
2026-06-17,elo,10,Mexico,CONCACAF,0.4754,-0.384,0.8594,0.524,1945.0
2026-06-17,elo,11,Portugal,UEFA,0.4727,-0.3813,0.854,0.4027,1938.9
2026-06-17,elo,12,Australia,AFC,0.4635,-0.3721,0.8356,0.4008,1936.9
2026-06-17,elo,13,Netherlands,UEFA,0.466,-0.3746,0.8406,0.4132,1933.2
2026-06-17,elo,14,Ecuador,CONMEBOL,0.4459,-0.3545,0.8004,0.6394,1918.8
2026-06-17,elo,15,Norway,UEFA,0.4195,-0.3281,0.7476,0.2574,1899.1
2026-06-17,elo,16,Uruguay,CONMEBOL,0.427,-0.3357,0.7626,0.633,1890.4
2026-06-17,elo,17,Iran,AFC,0.4111,-0.3198,0.7309,0.2698,1875.1
2026-06-17,elo,18,South Korea,AFC,0.4064,-0.3151,0.7215,0.3405,1874.4
2026-06-17,elo,19,Belgium,UEFA,0.4163,-0.325,0.7413,0.3214,1874.4
2026-06-17,elo,20,Croatia,UEFA,0.4063,-0.315,0.7213,0.4019,1871.6
2026-06-17,elo,21,Senegal,CAF,0.3951,-0.3037,0.6988,0.2247,1861.4
2026-06-17,elo,22,Nigeria,CAF,0.3797,-0.2884,0.6681,0.2198,1851.9
2026-06-17,elo,23,Switzerland,UEFA,0.3859,-0.2945,0.6804,0.4337,1850.4
2026-06-17,elo,24,Austria,UEFA,0.374,-0.2826,0.6566,0.2222,1847.0
2026-06-17,elo,25,Ivory Coast,CAF,0.3678,-0.2764,0.6442,0.1995,1838.6
2026-06-17,elo,26,Canada,CONCACAF,0.367,-0.2757,0.6427,0.4474,1831.2
2026-06-17,elo,27,United States,CONCACAF,0.3653,-0.274,0.6394,0.5394,1830.5
2026-06-17,elo,28,Algeria,CAF,0.3657,-0.2744,0.6401,0.1734,1830.3
2026-06-17,elo,29,Denmark,UEFA,0.3661,-0.2748,0.6409,0.3618,1829.5
2026-06-17,elo,30,Turkey,UEFA,0.3573,-0.2659,0.6232,0.3139,1827.7
2026-06-17,elo,31,Panama,CONCACAF,0.357,-0.2657,0.6227,0.357,1825.6
2026-06-17,elo,32,Italy,UEFA,0.3612,-0.2699,0.6311,0.3628,1820.0
2026-06-17,elo,33,Uzbekistan,AFC,0.3499,-0.2586,0.6085,0.2873,1818.8
2026-06-17,elo,34,Paraguay,CONMEBOL,0.3324,-0.241,0.5734,0.6624,1800.9
2026-06-17,elo,35,Jersey,,0.3202,-0.2288,0.549,0.1312,1785.3
2026-06-17,elo,36,Russia,UEFA,0.3177,-0.2263,0.544,0.2381,1783.5
