as_of,engine,rank,team,confederation,attack,defence,rating,opp_rating,elo
2026-06-22,elo,70,Wales,UEFA,0.1976,-0.1011,0.2987,0.2217,1651.0
2026-06-22,elo,71,South Africa,CAF,0.1923,-0.0957,0.288,0.1373,1649.5
2026-06-22,elo,72,Burkina Faso,CAF,0.1891,-0.0925,0.2816,0.0997,1644.8
2026-06-22,elo,73,Slovenia,UEFA,0.1817,-0.0851,0.2668,0.2244,1643.8
2026-06-22,elo,74,Tunisia,CAF,0.1923,-0.0957,0.288,0.2513,1642.6
2026-06-22,elo,75,Slovakia,UEFA,0.1805,-0.084,0.2645,0.1534,1635.8
2026-06-22,elo,76,Guatemala,CONCACAF,0.1767,-0.0802,0.2569,0.2494,1633.7
2026-06-22,elo,77,Abkhazia,,0.1743,-0.0778,0.2521,0.0882,1632.3
2026-06-22,elo,78,Ynys Môn,,0.1598,-0.0633,0.2231,0.1258,1621.5
2026-06-22,elo,79,Georgia,UEFA,0.1539,-0.0574,0.2113,0.2399,1617.0
2026-06-22,elo,80,Syria,AFC,0.1607,-0.0641,0.2248,0.0805,1616.9
2026-06-22,elo,81,Curaçao,CONCACAF,0.1551,-0.0586,0.2137,0.1157,1616.7
2026-06-22,elo,82,Kárpátalja,,0.1499,-0.0534,0.2033,0.1422,1611.2
2026-06-22,elo,83,New Caledonia,OFC,0.1535,-0.057,0.2105,-0.1184,1611.1
2026-06-22,elo,84,Romania,UEFA,0.1493,-0.0528,0.2021,0.0651,1603.0
2026-06-22,elo,85,Palestine,AFC,0.1453,-0.0487,0.194,0.1598,1602.1
2026-06-22,elo,86,Réunion,,0.1477,-0.0511,0.1988,-0.2162,1600.2
2026-06-22,elo,87,Israel,UEFA,0.1359,-0.0393,0.1752,0.2188,1595.1
2026-06-22,elo,88,Suriname,CONCACAF,0.1343,-0.0378,0.1721,0.1342,1593.8
2026-06-22,elo,89,Tamil Eelam,,0.1326,-0.036,0.1686,-0.3382,1591.9
2026-06-22,elo,90,Panjab,,0.1317,-0.0352,0.1669,0.048,1587.0
2026-06-22,elo,91,Oman,AFC,0.1354,-0.0389,0.1743,0.1598,1585.6
2026-06-22,elo,92,Angola,CAF,0.1234,-0.0268,0.1502,0.109,1584.0
2026-06-22,elo,93,Albania,UEFA,0.1254,-0.0288,0.1542,0.1249,1583.7
2026-06-22,elo,94,Qatar,AFC,0.1267,-0.0301,0.1568,0.2545,1574.4
2026-06-22,elo,95,Thailand,AFC,0.1184,-0.0219,0.1403,-0.1171,1573.2
2026-06-22,elo,96,Guinea,CAF,0.1178,-0.0213,0.1391,0.0838,1573.0
2026-06-22,elo,97,Northern Ireland,UEFA,0.116,-0.0194,0.1354,0.2261,1570.7
2026-06-22,elo,98,Ellan Vannin,,0.1163,-0.0198,0.1361,0.0959,1570.7
2026-06-22,elo,99,China,AFC,0.1147,-0.0181,0.1328,0.2328,1565.1
2026-06-22,elo,100,Menorca,,0.1145,-0.0179,0.1324,0.1659,1564.7
2026-06-22,elo,101,Bosnia and Herzegovina,UEFA,0.109,-0.0125,0.1215,0.2257,1561.0
2026-06-22,elo,102,Zanzibar,CAF,0.1035,-0.0069,0.1104,0.0682,1558.8
2026-06-22,elo,103,North Macedonia,UEFA,0.0981,-0.0015,0.0996,0.0576,1554.1
2026-06-22,elo,104,Iceland,UEFA,0.0983,-0.0018,0.1001,0.3423,1549.6
2026-06-22,elo,105,Bahrain,AFC,0.0978,-0.0013,0.0991,0.1725,1546.4
2026-06-22,elo,106,Zambia,CAF,0.0893,0.0072,0.0821,0.1882,1541.1
2026-06-22,elo,107,Guadeloupe,CONCACAF,0.081,0.0155,0.0655,-0.0902,1537.0
2026-06-22,elo,108,Gambia,CAF,0.0792,0.0173,0.0619,0.0612,1536.5
2026-06-22,elo,109,Tahiti,OFC,0.0804,0.0162,0.0642,-0.0935,1533.8
2026-06-22,elo,110,Benin,CAF,0.081,0.0156,0.0654,0.193,1533.0
2026-06-22,elo,111,Trinidad and Tobago,CONCACAF,0.08,0.0166,0.0634,0.1645,1531.5
2026-06-22,elo,112,Libya,CAF,0.077,0.0196,0.0574,0.0417,1530.1
2026-06-22,elo,113,Malaysia,AFC,0.0697,0.0269,0.0428,-0.1928,1528.9
2026-06-22,elo,114,Indonesia,AFC,0.0678,0.0287,0.0391,0.0225,1526.0
2026-06-22,elo,115,Finland,UEFA,0.0746,0.0219,0.0527,0.2232,1522.8
2026-06-22,elo,116,Guyana,CONCACAF,0.0653,0.0313,0.034,-0.1816,1522.7
2026-06-22,elo,117,Western Armenia,,0.0677,0.0289,0.0388,0.0551,1520.4
2026-06-22,elo,118,North Korea,AFC,0.0688,0.0278,0.041,0.2383,1517.5
2026-06-22,elo,119,Vietnam,AFC,0.0662,0.0304,0.0358,-0.0878,1516.8
2026-06-22,elo,120,Gabon,CAF,0.0647,0.0318,0.0329,0.1265,1515.9
2026-06-22,elo,121,Shetland,,0.0594,0.0372,0.0222,0.1558,1513.5
2026-06-22,elo,122,Nicaragua,CONCACAF,0.0565,0.0401,0.0164,0.1187,1511.9
2026-06-22,elo,123,Felvidék,,0.0574,0.0391,0.0183,0.0904,1509.9
2026-06-22,elo,124,Uganda,CAF,0.061,0.0355,0.0255,0.0652,1509.4
2026-06-22,elo,125,Madagascar,CAF,0.0529,0.0437,0.0092,0.04,1509.0
2026-06-22,elo,126,Belarus,UEFA,0.05,0.0465,0.0035,0.1111,1507.0
2026-06-22,elo,127,United Koreans in Japan,,0.0551,0.0415,0.0136,-0.0335,1506.1
2026-06-22,elo,128,Dominican Republic,CONCACAF,0.0469,0.0497,-0.0028,-0.0498,1500.7
2026-06-22,elo,129,Niger,CAF,0.0388,0.0577,-0.0189,0.0862,1499.0
2026-06-22,elo,130,Székely Land,,0.0452,0.0513,-0.0061,0.1155,1498.7
2026-06-22,elo,131,El Salvador,CONCACAF,0.0517,0.0448,0.0069,0.1884,1498.1
2026-06-22,elo,132,Togo,CAF,0.0379,0.0587,-0.0208,0.0978,1491.7
2026-06-22,elo,133,Mozambique,CAF,0.037,0.0595,-0.0225,0.096,1491.5
2026-06-22,elo,134,Kuwait,AFC,0.0398,0.0567,-0.0169,0.1195,1491.4
2026-06-22,elo,135,Greenland,,0.0396,0.0569,-0.0173,-0.1392,1486.7
2026-06-22,elo,136,Sápmi,,0.0347,0.0618,-0.0271,0.1787,1485.0
2026-06-22,elo,137,Lebanon,AFC,0.0333,0.0632,-0.0299,-0.0946,1482.5
2026-06-22,elo,138,Kyrgyzstan,AFC,0.031,0.0656,-0.0346,0.1013,1482.2
2026-06-22,elo,139,Comoros,CAF,0.0248,0.0718,-0.047,0.075,1482.1
2026-06-22,elo,140,Mayotte,,0.0305,0.066,-0.0355,-0.1307,1481.7
2026-06-22,elo,141,Martinique,CONCACAF,0.0365,0.06,-0.0235,0.1214,1481.5
2026-06-22,elo,142,Tajikistan,AFC,0.0294,0.0671,-0.0377,-0.1519,1480.9
2026-06-22,elo,143,Orkney,,0.0292,0.0673,-0.0381,-0.041,1480.3
2026-06-22,elo,144,South Ossetia,,0.0249,0.0716,-0.0467,0.1479,1477.9
2026-06-22,elo,145,French Guiana,CONCACAF,0.0301,0.0665,-0.0364,-0.1203,1475.7
2026-06-22,elo,146,Sudan,CAF,0.0207,0.0759,-0.0552,0.1629,1474.2
2026-06-22,elo,147,Papua New Guinea,OFC,0.0244,0.0722,-0.0478,-0.1397,1474.1
2026-06-22,elo,148,Zimbabwe,CAF,0.0243,0.0723,-0.048,0.1391,1472.4
2026-06-22,elo,149,Kenya,CAF,0.0213,0.0753,-0.054,-0.0306,1469.5
2026-06-22,elo,150,Sierra Leone,CAF,0.0162,0.0803,-0.0641,-0.0064,1467.1
2026-06-22,elo,151,Åland Islands,,0.0147,0.0818,-0.0671,-0.0396,1462.7
2026-06-22,elo,152,Bulgaria,UEFA,0.0101,0.0865,-0.0764,0.1523,1460.4
2026-06-22,elo,153,Vanuatu,OFC,0.0039,0.0927,-0.0888,-0.0848,1451.8
2026-06-22,elo,154,Mauritania,CAF,-0.0059,0.1025,-0.1084,0.1888,1441.9
2026-06-22,elo,155,Equatorial Guinea,CAF,-0.003,0.0995,-0.1025,0.0573,1441.2
2026-06-22,elo,156,Rwanda,CAF,-0.0107,0.1073,-0.118,0.1476,1440.5
2026-06-22,elo,157,Turkmenistan,AFC,-0.0114,0.108,-0.1194,-0.066,1437.0
2026-06-22,elo,158,Fiji,OFC,-0.0062,0.1028,-0.109,-0.0911,1436.4
2026-06-22,elo,159,Malawi,CAF,-0.0141,0.1107,-0.1249,-0.0219,1435.5
2026-06-22,elo,160,Liberia,CAF,-0.0157,0.1123,-0.128,0.0425,1434.7
2026-06-22,elo,161,Western Isles,,-0.0175,0.1141,-0.1316,0.1598,1434.0
2026-06-22,elo,162,Kazakhstan,UEFA,-0.0235,0.12,-0.1435,0.0627,1432.3
2026-06-22,elo,163,Cuba,CONCACAF,-0.0177,0.1143,-0.132,-0.0301,1431.7
2026-06-22,elo,164,Hitra,,-0.0204,0.1169,-0.1373,-0.1335,1429.8
2026-06-22,elo,165,Montenegro,UEFA,-0.0212,0.1178,-0.139,0.0469,1423.8
2026-06-22,elo,166,Lesotho,CAF,-0.0356,0.1322,-0.1678,0.0441,1417.0
2026-06-22,elo,167,Tanzania,CAF,-0.0308,0.1274,-0.1582,0.1186,1416.3
2026-06-22,elo,168,Namibia,CAF,-0.0282,0.1247,-0.1529,0.0204,1415.9
2026-06-22,elo,169,Raetia,,-0.0391,0.1357,-0.1748,-0.1981,1415.9
2026-06-22,elo,170,Philippines,AFC,-0.0409,0.1374,-0.1783,-0.2573,1410.2
2026-06-22,elo,171,Puerto Rico,CONCACAF,-0.0428,0.1393,-0.1821,-0.1941,1406.8
2026-06-22,elo,172,Ethiopia,CAF,-0.0528,0.1494,-0.2022,0.0399,1393.1
2026-06-22,elo,173,Burundi,CAF,-0.0567,0.1532,-0.2099,0.1077,1387.5
2026-06-22,elo,174,Saint Vincent and the Grenadines,CONCACAF,-0.0656,0.1621,-0.2277,-0.264,1386.8
2026-06-22,elo,175,Botswana,CAF,-0.0601,0.1567,-0.2168,0.0994,1384.8
2026-06-22,elo,176,Yemen,AFC,-0.0715,0.1681,-0.2396,-0.2079,1377.0
2026-06-22,elo,177,Hong Kong,AFC,-0.0714,0.1679,-0.2393,-0.2427,1375.4
2026-06-22,elo,178,Luxembourg,UEFA,-0.075,0.1716,-0.2466,0.2198,1374.7
2026-06-22,elo,179,Saint Martin,CONCACAF,-0.0862,0.1828,-0.269,-0.4222,1367.0
2026-06-22,elo,180,Bermuda,CONCACAF,-0.0782,0.1747,-0.2529,-0.0158,1364.4
2026-06-22,elo,181,Solomon Islands,OFC,-0.0727,0.1692,-0.2419,-0.0907,1363.7
2026-06-22,elo,182,Central African Republic,CAF,-0.0811,0.1777,-0.2588,0.0781,1361.0
2026-06-22,elo,183,Guinea-Bissau,CAF,-0.0804,0.1769,-0.2573,0.0862,1360.8
2026-06-22,elo,184,Chagos Islands,,-0.0845,0.181,-0.2655,0.0202,1360.4
2026-06-22,elo,185,Barawa,,-0.0838,0.1803,-0.2641,0.0871,1358.3
2026-06-22,elo,186,Sint Maarten,CONCACAF,-0.0917,0.1883,-0.28,-0.3163,1358.0
2026-06-22,elo,187,Singapore,AFC,-0.094,0.1906,-0.2846,-0.2298,1354.4
2026-06-22,elo,188,Armenia,UEFA,-0.0949,0.1915,-0.2864,0.1244,1346.9
2026-06-22,elo,189,Faroe Islands,UEFA,-0.1128,0.2094,-0.3222,-0.0945,1342.6
2026-06-22,elo,190,Estonia,UEFA,-0.1052,0.2018,-0.307,0.0507,1337.5
2026-06-22,elo,191,Belize,CONCACAF,-0.1176,0.2142,-0.3318,-0.1541,1327.4
2026-06-22,elo,192,Congo,CAF,-0.1097,0.2062,-0.3159,0.0981,1326.7
2026-06-22,elo,193,Azerbaijan,UEFA,-0.119,0.2156,-0.3346,0.0779,1325.4
2026-06-22,elo,194,Eswatini,CAF,-0.1195,0.216,-0.3355,0.0043,1323.9
2026-06-22,elo,195,Grenada,CONCACAF,-0.1302,0.2268,-0.357,-0.1251,1315.4
2026-06-22,elo,196,Montserrat,CONCACAF,-0.1264,0.2229,-0.3493,-0.1407,1313.8
2026-06-22,elo,197,Saint Kitts and Nevis,CONCACAF,-0.1295,0.2261,-0.3556,-0.2968,1307.4
2026-06-22,elo,198,Samoa,OFC,-0.1402,0.2367,-0.3769,-0.2382,1303.9
2026-06-22,elo,199,Aruba,CONCACAF,-0.155,0.2516,-0.4066,-0.3319,1290.0
2026-06-22,elo,200,Tibet,,-0.1551,0.2517,-0.4068,0.1199,1287.0
2026-06-22,elo,201,India,AFC,-0.1486,0.2451,-0.3937,-0.1447,1284.5
2026-06-22,elo,202,Cyprus,UEFA,-0.1653,0.2619,-0.4272,-0.0002,1278.5
2026-06-22,elo,203,South Sudan,CAF,-0.1693,0.2659,-0.4352,0.0512,1275.5
2026-06-22,elo,204,Cook Islands,OFC,-0.1661,0.2626,-0.4287,-0.2818,1272.5
2026-06-22,elo,205,Saint Lucia,CONCACAF,-0.1685,0.265,-0.4335,-0.2616,1267.1
2026-06-22,elo,206,Malta,UEFA,-0.1844,0.2809,-0.4653,-0.0082,1265.3
2026-06-22,elo,207,Tuvalu,OFC,-0.1779,0.2745,-0.4524,-0.2671,1264.0
2026-06-22,elo,208,Falkland Islands,,-0.1804,0.277,-0.4574,0.1196,1262.6
2026-06-22,elo,209,Lithuania,UEFA,-0.187,0.2835,-0.4705,0.0316,1255.5
2026-06-22,elo,210,Afghanistan,AFC,-0.1788,0.2754,-0.4542,-0.2996,1254.0
2026-06-22,elo,211,Latvia,UEFA,-0.1915,0.2881,-0.4796,-0.061,1250.1
2026-06-22,elo,212,Chad,CAF,-0.196,0.2925,-0.4885,0.0488,1244.3
2026-06-22,elo,213,Dominica,CONCACAF,-0.1951,0.2916,-0.4867,-0.317,1243.5
2026-06-22,elo,214,Frøya,,-0.2051,0.3017,-0.5068,0.0111,1235.5
2026-06-22,elo,215,Mauritius,CAF,-0.2131,0.3097,-0.5228,-0.1131,1229.1
2026-06-22,elo,216,Moldova,UEFA,-0.216,0.3126,-0.5286,-0.0169,1224.9
2026-06-22,elo,217,Pakistan,AFC,-0.2248,0.3213,-0.5461,-0.2729,1222.0
2026-06-22,elo,218,Bangladesh,AFC,-0.23,0.3266,-0.5566,-0.4336,1214.1
2026-06-22,elo,219,Myanmar,AFC,-0.2268,0.3233,-0.5501,-0.1978,1213.5
2026-06-22,elo,220,Alderney,,-0.2337,0.3302,-0.5639,0.3017,1209.3
2026-06-22,elo,221,São Tomé and Príncipe,CAF,-0.2377,0.3342,-0.5719,-0.0566,1202.9
2026-06-22,elo,222,Bonaire,CONCACAF,-0.2349,0.3315,-0.5664,-0.3565,1200.4
2026-06-22,elo,223,Barbados,CONCACAF,-0.2388,0.3353,-0.5741,-0.292,1192.7
2026-06-22,elo,224,Cambodia,AFC,-0.2547,0.3513,-0.606,-0.3555,1186.6
2026-06-22,elo,225,Nepal,AFC,-0.2509,0.3475,-0.5984,-0.2814,1186.5
2026-06-22,elo,226,Tonga,OFC,-0.2575,0.354,-0.6115,-0.3565,1182.5
2026-06-22,elo,227,Antigua and Barbuda,CONCACAF,-0.2439,0.3405,-0.5844,-0.2142,1181.4
2026-06-22,elo,228,Taiwan,AFC,-0.2872,0.3837,-0.6709,-0.1687,1146.4
2026-06-22,elo,229,Somalia,CAF,-0.3053,0.4019,-0.7072,0.0336,1136.6
2026-06-22,elo,230,British Virgin Islands,CONCACAF,-0.3164,0.413,-0.7294,-0.5089,1126.6
2026-06-22,elo,231,Sri Lanka,AFC,-0.3163,0.4129,-0.7292,-0.4357,1124.6
2026-06-22,elo,232,Northern Mariana Islands,AFC,-0.3155,0.4121,-0.7276,-0.5118,1124.5
2026-06-22,elo,233,Djibouti,CAF,-0.3185,0.4151,-0.7336,0.0003,1120.3
2026-06-22,elo,234,Cayman Islands,CONCACAF,-0.3166,0.4132,-0.7298,-0.4907,1117.2
2026-06-22,elo,235,Mongolia,AFC,-0.3252,0.4217,-0.7469,-0.3847,1103.4
2026-06-22,elo,236,Guam,AFC,-0.3333,0.4298,-0.7631,-0.4427,1101.1
2026-06-22,elo,237,United States Virgin Islands,CONCACAF,-0.3436,0.4401,-0.7837,-0.5736,1094.7
2026-06-22,elo,238,Turks and Caicos Islands,CONCACAF,-0.3381,0.4347,-0.7728,-0.6005,1094.5
2026-06-22,elo,239,Maldives,AFC,-0.3362,0.4327,-0.7689,-0.4117,1091.8
2026-06-22,elo,240,American Samoa,OFC,-0.3374,0.434,-0.7714,-0.5509,1090.2
2026-06-22,elo,241,Gibraltar,UEFA,-0.3546,0.4512,-0.8058,-0.1151,1082.7
2026-06-22,elo,242,Andorra,UEFA,-0.3675,0.4641,-0.8316,-0.0567,1070.9
2026-06-22,elo,243,Laos,AFC,-0.3784,0.4749,-0.8533,-0.2899,1056.2
2026-06-22,elo,244,Timor-Leste,AFC,-0.3833,0.4798,-0.8631,-0.3671,1053.9
2026-06-22,elo,245,Brunei,AFC,-0.385,0.4816,-0.8666,-0.4359,1048.4
2026-06-22,elo,246,Bahamas,CONCACAF,-0.3872,0.4837,-0.8709,-0.4423,1035.7
2026-06-22,elo,247,Seychelles,CAF,-0.3953,0.4919,-0.8872,-0.0942,1035.2
2026-06-22,elo,248,Anguilla,CONCACAF,-0.427,0.5236,-0.9506,-0.4593,1006.7
2026-06-22,elo,249,Bhutan,AFC,-0.4342,0.5308,-0.965,-0.4395,999.3
2026-06-22,elo,250,Macau,AFC,-0.4305,0.527,-0.9575,-0.5358,994.4
2026-06-22,elo,251,Liechtenstein,UEFA,-0.4961,0.5926,-1.0887,-0.1185,926.5
2026-06-22,elo,252,San Marino,UEFA,-0.5828,0.6794,-1.2622,-0.1567,846.4
