as_of,engine,rank,team,confederation,attack,defence,rating,opp_rating
2026-06-18,dc,1,Argentina,CONMEBOL,1.4151,-1.7712,3.1863,1.6145
2026-06-18,dc,2,Spain,UEFA,1.56,-1.3956,2.9556,1.8257
2026-06-18,dc,3,England,UEFA,1.377,-1.4267,2.8037,1.5606
2026-06-18,dc,4,Brazil,CONMEBOL,1.534,-1.2261,2.7602,1.9771
2026-06-18,dc,5,France,UEFA,1.4652,-1.2351,2.7003,1.8792
2026-06-18,dc,6,Portugal,UEFA,1.4449,-1.2057,2.6506,1.6483
2026-06-18,dc,7,Colombia,CONMEBOL,1.4079,-1.1896,2.5976,1.88
2026-06-18,dc,8,Morocco,CAF,1.024,-1.517,2.5409,1.0751
2026-06-18,dc,9,Netherlands,UEFA,1.4399,-1.1008,2.5407,1.7023
2026-06-18,dc,10,Germany,UEFA,1.5356,-1.0012,2.5368,1.7615
2026-06-18,dc,11,Belgium,UEFA,1.3867,-1.1058,2.4925,1.5006
2026-06-18,dc,12,Denmark,UEFA,1.2028,-1.2103,2.413,1.6499
2026-06-18,dc,13,Japan,AFC,1.1952,-1.1677,2.3629,1.2196
2026-06-18,dc,14,Norway,UEFA,1.3637,-0.9931,2.3568,1.461
2026-06-18,dc,15,Ecuador,CONMEBOL,0.8943,-1.3922,2.2864,1.8101
2026-06-18,dc,16,Italy,UEFA,1.1989,-1.0765,2.2754,1.6691
2026-06-18,dc,17,Uruguay,CONMEBOL,0.9714,-1.2957,2.267,1.8012
2026-06-18,dc,18,Switzerland,UEFA,1.2665,-0.9986,2.2651,1.7389
2026-06-18,dc,19,Austria,UEFA,1.138,-1.0737,2.2118,1.3782
2026-06-18,dc,20,Croatia,UEFA,1.2038,-1.0001,2.2038,1.7438
2026-06-18,dc,21,Senegal,CAF,1.0587,-1.0204,2.0791,1.0994
2026-06-18,dc,22,Algeria,CAF,1.1228,-0.9212,2.044,0.9644
2026-06-18,dc,23,Australia,AFC,0.9424,-1.0625,2.0049,1.1697
2026-06-18,dc,24,Mexico,CONCACAF,0.9823,-1.0172,1.9995,1.4387
2026-06-18,dc,25,Greece,UEFA,0.9453,-1.0165,1.9618,1.5437
2026-06-18,dc,26,Russia,UEFA,0.8845,-1.0583,1.9428,0.9997
2026-06-18,dc,27,Turkey,UEFA,1.1822,-0.748,1.9302,1.5427
2026-06-18,dc,28,Sweden,UEFA,1.23,-0.6721,1.9021,1.5991
2026-06-18,dc,29,Ivory Coast,CAF,0.8319,-1.0592,1.8912,0.9787
2026-06-18,dc,30,Iran,AFC,1.0149,-0.8506,1.8655,0.909
2026-06-18,dc,31,Canada,CONCACAF,0.8493,-0.9646,1.8139,1.2528
2026-06-18,dc,32,Ukraine,UEFA,1.0477,-0.7533,1.801,1.626
2026-06-18,dc,33,Scotland,UEFA,0.9729,-0.8215,1.7944,1.5853
2026-06-18,dc,34,Chile,CONMEBOL,0.9954,-0.7876,1.783,1.8525
2026-06-18,dc,35,Paraguay,CONMEBOL,0.8252,-0.9533,1.7784,1.9232
2026-06-18,dc,36,South Korea,AFC,0.9498,-0.7951,1.7449,1.0797
2026-06-18,dc,37,Czech Republic,UEFA,1.001,-0.7407,1.7417,1.2935
2026-06-18,dc,38,United States,CONCACAF,1.0098,-0.728,1.7378,1.4285
2026-06-18,dc,39,Egypt,CAF,0.7122,-1.0228,1.735,1.0745
2026-06-18,dc,40,Poland,UEFA,0.9912,-0.7272,1.7184,1.518
2026-06-18,dc,41,Mali,CAF,0.642,-1.0426,1.6846,0.8852
2026-06-18,dc,42,Nigeria,CAF,0.9258,-0.7556,1.6814,1.0704
2026-06-18,dc,43,Serbia,UEFA,0.9158,-0.7596,1.6753,1.5849
2026-06-18,dc,44,Venezuela,CONMEBOL,0.8964,-0.7667,1.6631,1.8172
2026-06-18,dc,45,Hungary,UEFA,0.8236,-0.7996,1.6233,1.5427
2026-06-18,dc,46,DR Congo,CAF,0.5442,-1.0332,1.5773,1.0298
2026-06-18,dc,47,Kosovo,UEFA,0.842,-0.7323,1.5743,1.256
2026-06-18,dc,48,Slovenia,UEFA,0.6158,-0.9573,1.573,1.4412
2026-06-18,dc,49,Republic of Ireland,UEFA,0.632,-0.9074,1.5394,1.4288
2026-06-18,dc,50,Romania,UEFA,0.7694,-0.7621,1.5314,1.1385
2026-06-18,dc,51,Peru,CONMEBOL,0.6141,-0.9159,1.53,1.8787
2026-06-18,dc,52,Slovakia,UEFA,0.7691,-0.7598,1.5289,1.3123
2026-06-18,dc,53,Georgia,UEFA,0.8729,-0.6527,1.5256,1.3636
2026-06-18,dc,54,Wales,UEFA,0.7503,-0.7727,1.523,1.3395
2026-06-18,dc,55,Tunisia,CAF,0.6865,-0.7959,1.4824,1.0792
2026-06-18,dc,56,Cameroon,CAF,0.6222,-0.8548,1.477,1.004
2026-06-18,dc,57,Uzbekistan,AFC,0.6477,-0.8113,1.4591,0.9896
2026-06-18,dc,58,Israel,UEFA,1.0244,-0.4243,1.4486,1.4376
2026-06-18,dc,59,Northern Ireland,UEFA,0.611,-0.79,1.4011,1.414
2026-06-18,dc,60,Iceland,UEFA,0.8353,-0.4636,1.2989,1.4838
2026-06-18,dc,61,Burkina Faso,CAF,0.811,-0.4859,1.2968,0.8806
2026-06-18,dc,62,Albania,UEFA,0.4075,-0.8811,1.2886,1.206
2026-06-18,dc,63,Zanzibar,CAF,0.2265,-1.0167,1.2432,0.8139
2026-06-18,dc,64,Bosnia and Herzegovina,UEFA,0.6175,-0.6094,1.2269,1.3383
2026-06-18,dc,65,Ghana,CAF,0.6031,-0.6125,1.2156,1.1188
2026-06-18,dc,66,Finland,UEFA,0.6213,-0.5724,1.1937,1.3896
2026-06-18,dc,67,South Africa,CAF,0.5419,-0.6494,1.1913,0.8026
2026-06-18,dc,68,Jordan,AFC,0.7669,-0.3993,1.1663,0.9897
2026-06-18,dc,69,Saudi Arabia,AFC,0.4999,-0.6641,1.164,1.0878
2026-06-18,dc,70,Cape Verde,CAF,0.4787,-0.612,1.0907,0.8853
2026-06-18,dc,71,Iraq,AFC,0.4574,-0.6321,1.0895,0.8449
2026-06-18,dc,72,Angola,CAF,0.4187,-0.6625,1.0812,0.8307
2026-06-18,dc,73,Panama,CONCACAF,0.6549,-0.416,1.0709,0.9055
2026-06-18,dc,74,North Macedonia,UEFA,0.4973,-0.5408,1.0381,1.0898
2026-06-18,dc,75,United Arab Emirates,AFC,0.5676,-0.463,1.0306,0.7834
2026-06-18,dc,76,Guinea,CAF,0.5251,-0.4959,1.0211,0.7904
2026-06-18,dc,77,Costa Rica,CONCACAF,0.58,-0.4145,0.9946,0.9359
2026-06-18,dc,78,Bolivia,CONMEBOL,0.5677,-0.3825,0.9502,1.7927
2026-06-18,dc,79,Belarus,UEFA,0.581,-0.3336,0.9146,1.1574
2026-06-18,dc,80,New Zealand,OFC,0.3374,-0.5763,0.9137,0.7332
2026-06-18,dc,81,Montenegro,UEFA,0.4847,-0.362,0.8468,1.0731
2026-06-18,dc,82,Gambia,CAF,0.6679,-0.1598,0.8277,0.7235
2026-06-18,dc,83,Qatar,AFC,0.5792,-0.2414,0.8206,0.8705
2026-06-18,dc,84,Haiti,CONCACAF,0.5795,-0.2355,0.8151,0.2651
2026-06-18,dc,85,Benin,CAF,0.4523,-0.3583,0.8106,1.0243
2026-06-18,dc,86,Togo,CAF,0.4254,-0.3697,0.7951,0.8158
2026-06-18,dc,87,Gabon,CAF,0.5899,-0.1938,0.7837,0.8037
2026-06-18,dc,88,Libya,CAF,0.3587,-0.4171,0.7758,0.689
2026-06-18,dc,89,Zambia,CAF,0.5194,-0.2484,0.7678,1.0375
2026-06-18,dc,90,Bulgaria,UEFA,0.439,-0.3116,0.7505,1.178
2026-06-18,dc,91,Oman,AFC,0.2103,-0.4975,0.7079,0.6416
2026-06-18,dc,92,Zimbabwe,CAF,0.32,-0.3647,0.6847,0.8536
2026-06-18,dc,93,Rwanda,CAF,0.0511,-0.6222,0.6733,0.8595
2026-06-18,dc,94,Réunion,,0.1324,-0.5389,0.6713,0.1366
2026-06-18,dc,95,Niger,CAF,0.4547,-0.2091,0.6639,0.8141
2026-06-18,dc,96,Mayotte,,-0.4127,-1.0686,0.6559,0.1145
2026-06-18,dc,97,Honduras,CONCACAF,0.2741,-0.3656,0.6397,0.731
