as_of,engine,rank,team,confederation,attack,defence,rating,opp_rating
2026-06-15,dc,1,Argentina,CONMEBOL,1.4004,-1.739,3.1394,1.6102
2026-06-15,dc,2,Spain,UEFA,1.6003,-1.3814,2.9817,1.8587
2026-06-15,dc,3,England,UEFA,1.3472,-1.4892,2.8363,1.5515
2026-06-15,dc,4,Brazil,CONMEBOL,1.541,-1.2269,2.7678,1.9865
2026-06-15,dc,5,France,UEFA,1.452,-1.2445,2.6965,1.8849
2026-06-15,dc,6,Portugal,UEFA,1.4568,-1.2277,2.6845,1.6615
2026-06-15,dc,7,Colombia,CONMEBOL,1.3935,-1.2068,2.6003,1.8997
2026-06-15,dc,8,Netherlands,UEFA,1.4457,-1.1039,2.5496,1.7126
2026-06-15,dc,9,Morocco,CAF,1.0267,-1.5194,2.5461,1.0825
2026-06-15,dc,10,Germany,UEFA,1.5381,-1.0051,2.5432,1.7692
2026-06-15,dc,11,Belgium,UEFA,1.3974,-1.1169,2.5142,1.5024
2026-06-15,dc,12,Denmark,UEFA,1.2066,-1.2139,2.4204,1.6586
2026-06-15,dc,13,Japan,AFC,1.1995,-1.171,2.3705,1.2306
2026-06-15,dc,14,Norway,UEFA,1.3376,-1.0135,2.3511,1.4797
2026-06-15,dc,15,Uruguay,CONMEBOL,0.9865,-1.3182,2.3048,1.8304
2026-06-15,dc,16,Ecuador,CONMEBOL,0.8968,-1.3939,2.2907,1.8131
2026-06-15,dc,17,Italy,UEFA,1.2034,-1.0778,2.2812,1.6776
2026-06-15,dc,18,Switzerland,UEFA,1.2706,-1.0048,2.2754,1.7487
2026-06-15,dc,19,Croatia,UEFA,1.1865,-1.0764,2.2629,1.7203
2026-06-15,dc,20,Austria,UEFA,1.1256,-1.0845,2.2101,1.3915
2026-06-15,dc,21,Senegal,CAF,1.0583,-1.0762,2.1346,1.0642
2026-06-15,dc,22,Algeria,CAF,1.1319,-0.9732,2.1051,0.9194
2026-06-15,dc,23,Australia,AFC,0.9477,-1.0613,2.009,1.175
2026-06-15,dc,24,Mexico,CONCACAF,0.9863,-1.0221,2.0083,1.4482
2026-06-15,dc,25,Greece,UEFA,0.949,-1.0187,1.9677,1.5512
2026-06-15,dc,26,Russia,UEFA,0.8911,-1.0616,1.9526,1.0126
2026-06-15,dc,27,Turkey,UEFA,1.1865,-0.7544,1.9409,1.5527
2026-06-15,dc,28,Iran,AFC,1.0151,-0.9169,1.9321,0.925
2026-06-15,dc,29,Sweden,UEFA,1.2351,-0.6752,1.9103,1.608
2026-06-15,dc,30,Ivory Coast,CAF,0.8351,-1.0602,1.8952,0.9847
2026-06-15,dc,31,Canada,CONCACAF,0.8541,-0.9678,1.8219,1.2619
2026-06-15,dc,32,Ukraine,UEFA,1.0523,-0.7555,1.8079,1.6333
2026-06-15,dc,33,Scotland,UEFA,0.9787,-0.8244,1.8031,1.596
2026-06-15,dc,34,Paraguay,CONMEBOL,0.8287,-0.9559,1.7846,1.9293
2026-06-15,dc,35,Chile,CONMEBOL,0.9945,-0.7895,1.784,1.8536
2026-06-15,dc,36,South Korea,AFC,0.9571,-0.7992,1.7564,1.0931
2026-06-15,dc,37,Czech Republic,UEFA,1.0056,-0.744,1.7496,1.3046
2026-06-15,dc,38,United States,CONCACAF,1.0142,-0.7328,1.7469,1.4406
2026-06-15,dc,39,Poland,UEFA,0.9953,-0.7298,1.7251,1.5261
2026-06-15,dc,40,Egypt,CAF,0.7068,-1.0135,1.7203,1.0442
2026-06-15,dc,41,Mali,CAF,0.6462,-1.0462,1.6924,0.8939
2026-06-15,dc,42,Nigeria,CAF,0.9293,-0.76,1.6893,1.0787
2026-06-15,dc,43,Serbia,UEFA,0.9172,-0.7645,1.6817,1.5923
2026-06-15,dc,44,Venezuela,CONMEBOL,0.9035,-0.7677,1.6712,1.8248
2026-06-15,dc,45,Hungary,UEFA,0.8274,-0.8032,1.6306,1.5523
2026-06-15,dc,46,Kosovo,UEFA,0.8445,-0.7367,1.5811,1.2633
2026-06-15,dc,47,Slovenia,UEFA,0.6215,-0.9561,1.5776,1.4509
2026-06-15,dc,48,DR Congo,CAF,0.5375,-1.0125,1.55,0.9915
2026-06-15,dc,49,Republic of Ireland,UEFA,0.6379,-0.9096,1.5475,1.44
2026-06-15,dc,50,Georgia,UEFA,0.8734,-0.6646,1.538,1.3719
2026-06-15,dc,51,Peru,CONMEBOL,0.6183,-0.9194,1.5378,1.8857
2026-06-15,dc,52,Romania,UEFA,0.7722,-0.764,1.5362,1.145
2026-06-15,dc,53,Slovakia,UEFA,0.7728,-0.7619,1.5347,1.3207
2026-06-15,dc,54,Wales,UEFA,0.7545,-0.7748,1.5293,1.35
2026-06-15,dc,55,Uzbekistan,AFC,0.6477,-0.8615,1.5093,0.9566
2026-06-15,dc,56,Tunisia,CAF,0.6905,-0.7993,1.4897,1.0877
2026-06-15,dc,57,Cameroon,CAF,0.6214,-0.8589,1.4803,1.0074
2026-06-15,dc,58,Israel,UEFA,1.0279,-0.4252,1.4531,1.4436
2026-06-15,dc,59,Northern Ireland,UEFA,0.6136,-0.7941,1.4078,1.4204
2026-06-15,dc,60,Iceland,UEFA,0.8388,-0.4657,1.3045,1.4903
2026-06-15,dc,61,Burkina Faso,CAF,0.8143,-0.4896,1.3039,0.8885
2026-06-15,dc,62,Albania,UEFA,0.4118,-0.8831,1.295,1.2158
2026-06-15,dc,63,Zanzibar,CAF,0.2277,-1.0199,1.2476,0.8211
2026-06-15,dc,64,Bosnia and Herzegovina,UEFA,0.6205,-0.6127,1.2332,1.3462
2026-06-15,dc,65,Ghana,CAF,0.6107,-0.5873,1.198,1.1261
2026-06-15,dc,66,South Africa,CAF,0.5429,-0.6536,1.1965,0.8081
2026-06-15,dc,67,Finland,UEFA,0.6225,-0.5726,1.1951,1.3936
2026-06-15,dc,68,Jordan,AFC,0.7704,-0.4204,1.1908,0.973
2026-06-15,dc,69,Saudi Arabia,AFC,0.4976,-0.6607,1.1583,1.076
2026-06-15,dc,70,Iraq,AFC,0.4547,-0.6936,1.1483,0.8196
2026-06-15,dc,71,Panama,CONCACAF,0.6753,-0.4172,1.0925,0.9075
2026-06-15,dc,72,Angola,CAF,0.4172,-0.664,1.0812,0.8297
2026-06-15,dc,73,United Arab Emirates,AFC,0.5785,-0.4677,1.0462,0.8037
2026-06-15,dc,74,North Macedonia,UEFA,0.5009,-0.544,1.0449,1.0985
2026-06-15,dc,75,Guinea,CAF,0.5281,-0.4995,1.0277,0.7983
2026-06-15,dc,76,Cape Verde,CAF,0.4937,-0.5258,1.0195,0.8214
2026-06-15,dc,77,Costa Rica,CONCACAF,0.5861,-0.4181,1.0042,0.9485
2026-06-15,dc,78,Bolivia,CONMEBOL,0.5759,-0.3854,0.9613,1.8048
