as_of,engine,rank,team,confederation,attack,defence,rating,opp_rating
2026-06-15,bayes,1,Argentina,CONMEBOL,1.0746,-1.3615,2.436,1.0205
2026-06-15,bayes,2,Spain,UEFA,1.2228,-0.9923,2.2151,1.2267
2026-06-15,bayes,3,Brazil,CONMEBOL,1.1618,-0.9306,2.0924,1.3464
2026-06-15,bayes,4,England,UEFA,0.9793,-1.0845,2.0638,0.9595
2026-06-15,bayes,5,Portugal,UEFA,1.0945,-0.865,1.9596,1.0434
2026-06-15,bayes,6,France,UEFA,1.0786,-0.8802,1.9589,1.2532
2026-06-15,bayes,7,Colombia,CONMEBOL,1.0251,-0.9096,1.9348,1.2653
2026-06-15,bayes,8,Netherlands,UEFA,1.0778,-0.7623,1.8401,1.0965
2026-06-15,bayes,9,Germany,UEFA,1.1597,-0.6738,1.8335,1.1366
2026-06-15,bayes,10,Belgium,UEFA,1.0495,-0.7765,1.826,0.9145
2026-06-15,bayes,11,Morocco,CAF,0.712,-1.1005,1.8126,0.5489
2026-06-15,bayes,12,Denmark,UEFA,0.8518,-0.8488,1.7006,1.0494
2026-06-15,bayes,13,Norway,UEFA,0.9849,-0.6948,1.6797,0.8964
2026-06-15,bayes,14,Uruguay,CONMEBOL,0.6608,-1.0009,1.6617,1.2026
2026-06-15,bayes,15,Ecuador,CONMEBOL,0.5722,-1.073,1.6451,1.1877
2026-06-15,bayes,16,Japan,AFC,0.8703,-0.7624,1.6328,0.6715
2026-06-15,bayes,17,Italy,UEFA,0.8513,-0.7416,1.5929,1.0711
2026-06-15,bayes,18,Croatia,UEFA,0.835,-0.7406,1.5756,1.1167
2026-06-15,bayes,19,Switzerland,UEFA,0.8961,-0.6697,1.5658,1.1203
2026-06-15,bayes,20,Austria,UEFA,0.7894,-0.7543,1.5437,0.8209
2026-06-15,bayes,21,Senegal,CAF,0.7455,-0.7389,1.4844,0.533
2026-06-15,bayes,22,Algeria,CAF,0.8231,-0.6565,1.4796,0.4103
2026-06-15,bayes,23,Russia,UEFA,0.6154,-0.7325,1.3478,0.4949
2026-06-15,bayes,24,Turkey,UEFA,0.8375,-0.4626,1.3001,0.9562
2026-06-15,bayes,25,Greece,UEFA,0.6039,-0.6923,1.2962,0.9593
2026-06-15,bayes,26,Australia,AFC,0.5922,-0.6722,1.2645,0.6296
2026-06-15,bayes,27,Sweden,UEFA,0.8718,-0.3916,1.2634,1.0053
2026-06-15,bayes,28,Ivory Coast,CAF,0.535,-0.7218,1.2568,0.4757
2026-06-15,bayes,29,Mexico,CONCACAF,0.6052,-0.6413,1.2465,0.8296
2026-06-15,bayes,30,Iran,AFC,0.6873,-0.555,1.2423,0.4033
2026-06-15,bayes,31,Chile,CONMEBOL,0.6651,-0.5415,1.2066,1.2475
2026-06-15,bayes,32,Paraguay,CONMEBOL,0.5051,-0.6921,1.1972,1.2951
2026-06-15,bayes,33,Ukraine,UEFA,0.7059,-0.4594,1.1652,1.0265
2026-06-15,bayes,34,Scotland,UEFA,0.6357,-0.5228,1.1584,0.9992
2026-06-15,bayes,35,Czech Republic,UEFA,0.6842,-0.4637,1.1478,0.7461
2026-06-15,bayes,36,Egypt,CAF,0.4081,-0.6901,1.0982,0.521
2026-06-15,bayes,37,Poland,UEFA,0.6527,-0.4444,1.0972,0.9411
