as_of,engine,rank,team,confederation,attack,defence,rating,opp_rating
2026-06-27,dc,1,Argentina,CONMEBOL,1.4366,-1.8095,3.2461,1.6507
2026-06-27,dc,2,Spain,UEFA,1.5714,-1.4461,3.0174,1.8277
2026-06-27,dc,3,Brazil,CONMEBOL,1.5473,-1.277,2.8243,1.9564
2026-06-27,dc,4,England,UEFA,1.3517,-1.455,2.8067,1.5621
2026-06-27,dc,5,France,UEFA,1.5055,-1.2623,2.7678,1.8828
2026-06-27,dc,6,Portugal,UEFA,1.4849,-1.231,2.7159,1.6525
2026-06-27,dc,7,Colombia,CONMEBOL,1.4076,-1.2149,2.6225,1.8889
2026-06-27,dc,8,Netherlands,UEFA,1.4829,-1.1034,2.5863,1.706
2026-06-27,dc,9,Germany,UEFA,1.5516,-0.9839,2.5354,1.8034
2026-06-27,dc,10,Belgium,UEFA,1.4008,-1.1255,2.5263,1.5041
2026-06-27,dc,11,Morocco,CAF,1.0495,-1.4761,2.5256,1.1015
2026-06-27,dc,12,Denmark,UEFA,1.2048,-1.2168,2.4217,1.6576
2026-06-27,dc,13,Japan,AFC,1.2113,-1.1904,2.4018,1.2388
2026-06-27,dc,14,Switzerland,UEFA,1.3048,-0.9988,2.3036,1.7333
2026-06-27,dc,15,Ecuador,CONMEBOL,0.8716,-1.4238,2.2954,1.8095
2026-06-27,dc,16,Italy,UEFA,1.1993,-1.0876,2.2869,1.68
2026-06-27,dc,17,Norway,UEFA,1.3769,-0.9005,2.2773,1.5206
2026-06-27,dc,18,Uruguay,CONMEBOL,0.9855,-1.2577,2.2432,1.8411
2026-06-27,dc,19,Croatia,UEFA,1.1901,-1.029,2.2191,1.7404
2026-06-27,dc,20,Austria,UEFA,1.1284,-1.0623,2.1907,1.439
2026-06-27,dc,21,Senegal,CAF,1.1237,-0.9976,2.1213,1.1465
2026-06-27,dc,22,Mexico,CONCACAF,1.0044,-1.0701,2.0745,1.4685
2026-06-27,dc,23,Algeria,CAF,1.1279,-0.9271,2.055,0.9817
2026-06-27,dc,24,Greece,UEFA,0.9481,-1.0188,1.9668,1.5493
2026-06-27,dc,25,Australia,AFC,0.8894,-1.0669,1.9563,1.1976
2026-06-27,dc,26,Russia,UEFA,0.883,-1.0592,1.9422,1.0009
2026-06-27,dc,27,Turkey,UEFA,1.1915,-0.7475,1.939,1.5674
2026-06-27,dc,28,Ivory Coast,CAF,0.8412,-1.0731,1.9143,1.0195
2026-06-27,dc,29,Canada,CONCACAF,0.9126,-0.977,1.8896,1.2838
2026-06-27,dc,30,Iran,AFC,0.9762,-0.9083,1.8845,0.9508
2026-06-27,dc,31,Sweden,UEFA,1.2255,-0.6395,1.8651,1.6546
2026-06-27,dc,32,Paraguay,CONMEBOL,0.8081,-1.0221,1.8302,1.9447
2026-06-27,dc,33,Ukraine,UEFA,1.0468,-0.763,1.8098,1.6345
2026-06-27,dc,34,Chile,CONMEBOL,1.0057,-0.7981,1.8038,1.8759
2026-06-27,dc,35,United States,CONCACAF,1.0338,-0.7368,1.7706,1.4747
2026-06-27,dc,36,Scotland,UEFA,0.9546,-0.8133,1.7678,1.6633
2026-06-27,dc,37,Egypt,CAF,0.7507,-1.0156,1.7663,1.1037
2026-06-27,dc,38,Poland,UEFA,0.9899,-0.739,1.7288,1.5267
2026-06-27,dc,39,South Korea,AFC,0.9089,-0.8009,1.7098,1.0996
