as_of,engine,rank,team,confederation,attack,defence,rating,opp_rating
2026-06-25,dc,86,Gabon,CAF,0.5917,-0.1999,0.7916,0.8065
2026-06-25,dc,87,Libya,CAF,0.3605,-0.4242,0.7847,0.6953
2026-06-25,dc,88,Zambia,CAF,0.5241,-0.2578,0.7819,1.0466
2026-06-25,dc,89,Bulgaria,UEFA,0.4401,-0.3108,0.7509,1.1789
2026-06-25,dc,90,Qatar,AFC,0.5603,-0.1575,0.7178,0.8915
2026-06-25,dc,91,Zimbabwe,CAF,0.3259,-0.3716,0.6975,0.8673
2026-06-25,dc,92,Rwanda,CAF,0.0586,-0.6296,0.6882,0.8739
2026-06-25,dc,93,Oman,AFC,0.1964,-0.4884,0.6848,0.6167
2026-06-25,dc,94,Niger,CAF,0.4616,-0.2162,0.6779,0.8236
2026-06-25,dc,95,Réunion,,0.135,-0.542,0.677,0.1439
2026-06-25,dc,96,Honduras,CONCACAF,0.2878,-0.3823,0.6701,0.7626
2026-06-25,dc,97,Mayotte,,-0.4116,-1.0756,0.664,0.1188
2026-06-25,dc,98,Uganda,CAF,0.3079,-0.3186,0.6265,0.787
2026-06-25,dc,99,Jamaica,CONCACAF,0.1914,-0.4255,0.6169,0.4779
2026-06-25,dc,100,Comoros,CAF,0.3729,-0.238,0.611,0.7709
2026-06-25,dc,101,Madagascar,CAF,0.5204,-0.0903,0.6107,0.7284
2026-06-25,dc,102,Kazakhstan,UEFA,0.3256,-0.279,0.6046,1.0295
2026-06-25,dc,103,Luxembourg,UEFA,0.087,-0.5044,0.5913,1.4109
2026-06-25,dc,104,Syria,AFC,0.3257,-0.2627,0.5883,0.4066
2026-06-25,dc,105,Faroe Islands,UEFA,0.1486,-0.4328,0.5813,0.8355
2026-06-25,dc,106,Bahrain,AFC,0.2972,-0.2828,0.5801,0.6775
2026-06-25,dc,107,Palestine,AFC,0.1387,-0.4263,0.565,0.5654
2026-06-25,dc,108,Mozambique,CAF,0.4094,-0.1466,0.5561,0.8303
2026-06-25,dc,109,Mauritania,CAF,0.04,-0.4943,0.5343,1.027
2026-06-25,dc,110,Estonia,UEFA,0.2291,-0.2819,0.511,1.112
2026-06-25,dc,111,Cyprus,UEFA,0.37,-0.13,0.5,1.0169
2026-06-25,dc,112,Armenia,UEFA,0.4364,-0.0533,0.4897,1.2363
2026-06-25,dc,113,North Korea,AFC,0.3105,-0.1587,0.4692,0.7126
2026-06-25,dc,114,China,AFC,0.1605,-0.306,0.4665,0.651
2026-06-25,dc,115,Tanzania,CAF,-0.0139,-0.4696,0.4556,0.7819
2026-06-25,dc,116,Guatemala,CONCACAF,0.3155,-0.1061,0.4216,0.5613
2026-06-25,dc,117,Equatorial Guinea,CAF,0.1057,-0.3116,0.4174,0.7294
2026-06-25,dc,118,Kenya,CAF,0.2744,-0.1272,0.4015,0.5251
2026-06-25,dc,119,Sierra Leone,CAF,0.2485,-0.1309,0.3794,0.6159
2026-06-25,dc,120,Suriname,CONCACAF,0.1466,-0.2296,0.3762,0.1594
2026-06-25,dc,121,Sudan,CAF,-0.0149,-0.3765,0.3615,0.9448
2026-06-25,dc,122,Azerbaijan,UEFA,0.1613,-0.1936,0.355,1.011
2026-06-25,dc,123,Curaçao,CONCACAF,0.2629,-0.0884,0.3514,0.2358
2026-06-25,dc,124,Ethiopia,CAF,0.2152,-0.103,0.3182,0.6684
2026-06-25,dc,125,Malawi,CAF,-0.0253,-0.3323,0.307,0.5514
2026-06-25,dc,126,Latvia,UEFA,0.0466,-0.2455,0.2921,0.8744
2026-06-25,dc,127,Burundi,CAF,0.1614,-0.1125,0.2739,0.7881
2026-06-25,dc,128,Kuwait,AFC,0.2941,0.0224,0.2717,0.5321
2026-06-25,dc,129,Lithuania,UEFA,-0.0382,-0.3069,0.2688,1.1125
2026-06-25,dc,130,Thailand,AFC,0.2185,-0.0382,0.2567,-0.2193
2026-06-25,dc,131,Liberia,CAF,0.1386,-0.1084,0.247,0.7102
2026-06-25,dc,132,Botswana,CAF,0.0432,-0.2012,0.2444,0.8491
2026-06-25,dc,133,Namibia,CAF,-0.0104,-0.2544,0.244,0.7038
2026-06-25,dc,134,Malta,UEFA,0.102,-0.1233,0.2253,0.9914
2026-06-25,dc,135,Vietnam,AFC,0.1233,-0.0707,0.194,-0.1474
2026-06-25,dc,136,Guinea-Bissau,CAF,-0.0461,-0.2184,0.1723,0.8093
2026-06-25,dc,137,Indonesia,AFC,0.159,-0.0127,0.1716,0.2066
2026-06-25,dc,138,Central African Republic,CAF,0.2965,0.1333,0.1632,0.7316
2026-06-25,dc,139,Moldova,UEFA,0.1313,-0.0148,0.1461,0.9925
2026-06-25,dc,140,Lebanon,AFC,-0.1534,-0.2919,0.1385,-0.1433
2026-06-25,dc,141,Kyrgyzstan,AFC,0.1407,0.0113,0.1294,0.4317
2026-06-25,dc,142,Eswatini,CAF,0.1062,0.0139,0.0923,0.6649
2026-06-25,dc,143,Tajikistan,AFC,-0.0104,-0.0889,0.0785,-0.2596
2026-06-25,dc,144,Lesotho,CAF,-0.0885,-0.1554,0.0669,0.7277
2026-06-25,dc,145,Congo,CAF,0.0941,0.0812,0.0129,0.8511
2026-06-25,dc,146,Dominican Republic,CONCACAF,0.142,0.1357,0.0064,-0.3258
2026-06-25,dc,147,Trinidad and Tobago,CONCACAF,0.0993,0.1133,-0.0139,0.3257
2026-06-25,dc,148,Nicaragua,CONCACAF,-0.1124,-0.0518,-0.0606,0.1705
2026-06-25,dc,149,El Salvador,CONCACAF,-0.299,-0.2372,-0.0618,0.328
2026-06-25,dc,150,Malaysia,AFC,0.0381,0.1444,-0.1062,-0.4158
2026-06-25,dc,151,Guadeloupe,CONCACAF,-0.0754,0.1451,-0.2206,-0.5271
2026-06-25,dc,152,Yemen,AFC,0.1081,0.353,-0.2449,-0.447
2026-06-25,dc,153,Martinique,CONCACAF,-0.1765,0.0999,-0.2763,0.1188
2026-06-25,dc,154,Chad,CAF,-0.2629,0.0867,-0.3496,0.733
2026-06-25,dc,155,Turkmenistan,AFC,-0.2082,0.1877,-0.3959,-0.1458
2026-06-25,dc,156,South Sudan,CAF,-0.3088,0.0902,-0.3989,0.703
2026-06-25,dc,157,Guyana,CONCACAF,0.0824,0.5027,-0.4203,-0.6974
2026-06-25,dc,158,French Guiana,CONCACAF,-0.1502,0.3276,-0.4778,-0.5685
2026-06-25,dc,159,Mauritius,CAF,-0.3886,0.1036,-0.4922,0.2188
2026-06-25,dc,160,Hong Kong,AFC,-0.2881,0.2182,-0.5063,-0.6774
2026-06-25,dc,161,Philippines,AFC,-0.1394,0.4125,-0.5519,-0.6291
2026-06-25,dc,162,Andorra,UEFA,-0.7439,-0.1828,-0.5611,0.8257
2026-06-25,dc,163,India,AFC,-0.4858,0.1153,-0.6011,-0.2541
2026-06-25,dc,164,Northern Cyprus,,-0.295,0.3227,-0.6177,-1.5679
2026-06-25,dc,165,Cuba,CONCACAF,-0.2912,0.3474,-0.6386,-0.2567
2026-06-25,dc,166,Somalia,CAF,-0.5712,0.08,-0.6512,0.6916
2026-06-25,dc,167,Padania,,-0.4405,0.2136,-0.6542,-1.7113
2026-06-25,dc,168,Puerto Rico,CONCACAF,-0.2546,0.4494,-0.704,-0.8254
2026-06-25,dc,169,Gibraltar,UEFA,-0.4163,0.2944,-0.7106,0.4805
2026-06-25,dc,170,Bermuda,CONCACAF,0.0252,0.739,-0.7138,-0.2383
2026-06-25,dc,171,Djibouti,CAF,-0.2472,0.5718,-0.819,0.5699
2026-06-25,dc,172,Singapore,AFC,-0.2701,0.5526,-0.8227,-0.5948
2026-06-25,dc,173,Abkhazia,,-0.5712,0.2518,-0.823,-1.6507
2026-06-25,dc,174,São Tomé and Príncipe,CAF,-0.2228,0.6289,-0.8517,0.4671
2026-06-25,dc,175,Kárpátalja,,-0.2046,0.6818,-0.8864,-1.4762
2026-06-25,dc,176,Saint Vincent and the Grenadines,CONCACAF,-0.1423,0.7615,-0.9039,-0.9559
2026-06-25,dc,177,Grenada,CONCACAF,-0.4855,0.6296,-1.115,-0.4182
2026-06-25,dc,178,New Caledonia,OFC,-0.5738,0.5581,-1.1318,-1.6538
2026-06-25,dc,179,Taiwan,AFC,-0.2861,0.8839,-1.17,-0.4337
2026-06-25,dc,180,Belize,CONCACAF,-0.5645,0.6444,-1.2089,-0.8031
2026-06-25,dc,181,Ynys Môn,,-0.6704,0.539,-1.2094,-1.9925
2026-06-25,dc,182,Saint Martin,CONCACAF,-0.309,0.9143,-1.2233,-1.4698
2026-06-25,dc,183,Aruba,CONCACAF,-0.4064,0.834,-1.2404,-1.085
2026-06-25,dc,184,Western Armenia,,-0.4997,0.7428,-1.2424,-1.7096
2026-06-25,dc,185,Cambodia,AFC,-0.4428,0.8014,-1.2442,-0.9494
2026-06-25,dc,186,Jersey,,-0.2752,0.9975,-1.2727,-1.9612
2026-06-25,dc,187,Myanmar,AFC,-0.4268,0.8545,-1.2813,-0.5288
2026-06-25,dc,188,Montserrat,CONCACAF,-0.5762,0.7154,-1.2916,-0.6052
2026-06-25,dc,189,Isle of Man,,-0.1914,1.1286,-1.3199,-2.4237
2026-06-25,dc,190,Saint Kitts and Nevis,CONCACAF,-0.4404,0.8964,-1.3368,-1.0265
2026-06-25,dc,191,Nepal,AFC,-0.9042,0.4935,-1.3978,-0.5872
2026-06-25,dc,192,San Marino,UEFA,-0.8772,0.5309,-1.4081,0.5806
2026-06-25,dc,193,Liechtenstein,UEFA,-1.0777,0.3472,-1.4249,0.712
2026-06-25,dc,194,Bangladesh,AFC,-0.7841,0.6612,-1.4453,-0.94
2026-06-25,dc,195,Afghanistan,AFC,-0.9141,0.5318,-1.4459,-0.6919
2026-06-25,dc,196,Saint Lucia,CONCACAF,-0.5834,0.8783,-1.4617,-0.821
2026-06-25,dc,197,Guernsey,,-0.981,0.5307,-1.5116,-2.2405
2026-06-25,dc,198,Pakistan,AFC,-0.806,0.7066,-1.5126,-0.6099
2026-06-25,dc,199,Sint Maarten,CONCACAF,-0.4252,1.1108,-1.536,-1.2303
2026-06-25,dc,200,Panjab,,-0.7061,0.8539,-1.5599,-2.1366
2026-06-25,dc,201,Barbados,CONCACAF,-0.5142,1.0592,-1.5734,-1.129
2026-06-25,dc,202,South Ossetia,,-0.4487,1.1698,-1.6185,-1.188
2026-06-25,dc,203,Ellan Vannin,,-0.6737,1.0542,-1.7279,-1.8288
2026-06-25,dc,204,Dominica,CONCACAF,-0.9414,0.8122,-1.7536,-1.1748
2026-06-25,dc,205,Sri Lanka,AFC,-1.1274,0.6273,-1.7548,-1.0809
2026-06-25,dc,206,Laos,AFC,-0.6738,1.0871,-1.7609,-0.7463
2026-06-25,dc,207,Maldives,AFC,-0.8294,0.9681,-1.7974,-1.0428
2026-06-25,dc,208,Tahiti,OFC,-0.9497,0.8716,-1.8213,-2.1037
2026-06-25,dc,209,Sápmi,,-0.6107,1.2113,-1.822,-1.208
2026-06-25,dc,210,Felvidék,,-1.0852,0.7578,-1.843,-1.5558
2026-06-25,dc,211,Fiji,OFC,-0.7536,1.107,-1.8605,-1.6955
2026-06-25,dc,212,Seychelles,CAF,-0.9872,0.876,-1.8632,0.3569
2026-06-25,dc,213,United Koreans in Japan,,-1.2615,0.6312,-1.8927,-2.1404
2026-06-25,dc,214,Shetland,,-0.4881,1.4132,-1.9014,-2.067
2026-06-25,dc,215,Székely Land,,-0.5778,1.3249,-1.9026,-1.4577
2026-06-25,dc,216,Bonaire,CONCACAF,-0.8904,1.0644,-1.9548,-1.2865
2026-06-25,dc,217,Solomon Islands,OFC,-0.7828,1.2063,-1.9891,-1.6517
2026-06-25,dc,218,Vanuatu,OFC,-0.8207,1.1837,-2.0044,-1.6605
2026-06-25,dc,219,British Virgin Islands,CONCACAF,-0.8973,1.1325,-2.0298,-1.6687
2026-06-25,dc,220,Antigua and Barbuda,CONCACAF,-1.0665,0.9634,-2.03,-0.8381
2026-06-25,dc,221,Papua New Guinea,OFC,-0.9118,1.1741,-2.0858,-1.8932
2026-06-25,dc,222,Mongolia,AFC,-1.2546,0.9016,-2.1562,-0.8201
2026-06-25,dc,223,Timor-Leste,AFC,-1.0108,1.2595,-2.2703,-0.9319
2026-06-25,dc,224,Cayman Islands,CONCACAF,-1.1217,1.1508,-2.2725,-1.3925
2026-06-25,dc,225,Tamil Eelam,,-0.8789,1.5478,-2.4267,-3.751
2026-06-25,dc,226,Brunei,AFC,-1.1848,1.2986,-2.4833,-1.1477
2026-06-25,dc,227,Orkney,,-1.1755,1.3379,-2.5134,-2.7267
2026-06-25,dc,228,Western Isles,,-1.4465,1.148,-2.5945,-2.1076
2026-06-25,dc,229,Hitra,,-0.7437,1.9656,-2.7093,-3.1792
2026-06-25,dc,230,Bahamas,CONCACAF,-1.0834,1.6276,-2.711,-1.5747
2026-06-25,dc,231,Bhutan,AFC,-1.475,1.3574,-2.8324,-1.0092
2026-06-25,dc,232,Menorca,,-1.2428,1.6573,-2.9001,-2.0822
2026-06-25,dc,233,Guam,AFC,-1.4279,1.4732,-2.9011,-1.8442
2026-06-25,dc,234,United States Virgin Islands,CONCACAF,-1.5616,1.4985,-3.0601,-2.1689
2026-06-25,dc,235,Turks and Caicos Islands,CONCACAF,-1.3737,1.7468,-3.1204,-2.1394
2026-06-25,dc,236,Greenland,,-1.3473,1.8701,-3.2174,-2.3219
2026-06-25,dc,237,Anguilla,CONCACAF,-1.6522,1.6105,-3.2627,-1.6305
2026-06-25,dc,238,Macau,AFC,-1.8929,1.4837,-3.3766,-1.4142
2026-06-25,dc,239,Alderney,,-1.5372,1.8898,-3.4271,-1.7634
2026-06-25,dc,240,Åland Islands,,-1.5527,1.8766,-3.4294,-2.4071
2026-06-25,dc,241,Barawa,,-1.3946,2.0427,-3.4373,-2.1494
2026-06-25,dc,242,Falkland Islands,,-1.6566,1.8005,-3.4571,-2.0047
2026-06-25,dc,243,Samoa,OFC,-1.7384,1.841,-3.5794,-2.9726
2026-06-25,dc,244,Raetia,,-1.3615,2.6493,-4.0108,-3.2381
2026-06-25,dc,245,Tibet,,-1.9317,2.0853,-4.017,-2.4754
2026-06-25,dc,246,Tuvalu,OFC,-1.595,2.4899,-4.0849,-2.9009
2026-06-25,dc,247,Chagos Islands,,-1.6621,2.5235,-4.1856,-2.2585
2026-06-25,dc,248,Northern Mariana Islands,AFC,-1.7362,2.6196,-4.3558,-3.1284
2026-06-25,dc,249,Tonga,OFC,-1.9884,2.7049,-4.6933,-3.91
2026-06-25,dc,250,Frøya,,-2.4846,2.3058,-4.7904,-2.4348
2026-06-25,dc,251,Cook Islands,OFC,-2.6428,2.3702,-5.0131,-3.1777
2026-06-25,dc,252,American Samoa,OFC,-2.3109,3.1449,-5.4558,-3.2316
