as_of,engine,rank,team,confederation,attack,defence,rating,opp_rating,elo
2026-06-30,elo,1,Argentina,CONMEBOL,0.6611,-0.5657,1.2269,0.5266,2143.7
2026-06-30,elo,2,France,UEFA,0.623,-0.5276,1.1507,0.5027,2104.0
2026-06-30,elo,3,Spain,UEFA,0.6177,-0.5223,1.1399,0.4935,2102.7
2026-06-30,elo,4,Brazil,CONMEBOL,0.5834,-0.488,1.0715,0.6643,2053.9
2026-06-30,elo,5,Colombia,CONMEBOL,0.5529,-0.4575,1.0103,0.6636,2033.7
2026-06-30,elo,6,England,UEFA,0.5372,-0.4418,0.9791,0.3424,2012.8
2026-06-30,elo,7,Morocco,CAF,0.5071,-0.4117,0.9189,0.2513,1990.2
2026-06-30,elo,8,Netherlands,UEFA,0.5006,-0.4052,0.9058,0.4193,1974.6
2026-06-30,elo,9,Mexico,CONCACAF,0.4963,-0.4009,0.8972,0.5064,1972.2
2026-06-30,elo,10,Portugal,UEFA,0.4982,-0.4028,0.9009,0.425,1969.6
2026-06-30,elo,11,Japan,AFC,0.4603,-0.3649,0.8253,0.4092,1935.7
2026-06-30,elo,12,Ecuador,CONMEBOL,0.4548,-0.3593,0.8141,0.6368,1933.1
2026-06-30,elo,13,Germany,UEFA,0.4577,-0.3623,0.82,0.4963,1925.5
2026-06-30,elo,14,Switzerland,UEFA,0.4328,-0.3374,0.7702,0.4247,1905.1
2026-06-30,elo,15,Belgium,UEFA,0.4435,-0.3481,0.7915,0.3391,1903.1
2026-06-30,elo,16,Norway,UEFA,0.4076,-0.3122,0.7198,0.2952,1894.3
2026-06-30,elo,17,Australia,AFC,0.4146,-0.3192,0.7338,0.4015,1886.1
2026-06-30,elo,18,Croatia,UEFA,0.4137,-0.3183,0.732,0.4279,1881.2
2026-06-30,elo,19,Senegal,CAF,0.4021,-0.3067,0.7088,0.2503,1871.4
2026-06-30,elo,20,Iran,AFC,0.4062,-0.3108,0.7169,0.2589,1870.3
2026-06-30,elo,21,Uruguay,CONMEBOL,0.3998,-0.3044,0.7043,0.6435,1859.8
2026-06-30,elo,22,Nigeria,CAF,0.3752,-0.2798,0.655,0.2305,1851.9
2026-06-30,elo,23,Algeria,CAF,0.3818,-0.2864,0.6681,0.1885,1850.0
2026-06-30,elo,24,Paraguay,CONMEBOL,0.369,-0.2736,0.6426,0.6696,1846.2
2026-06-30,elo,25,Turkey,UEFA,0.3641,-0.2687,0.6328,0.3298,1839.7
2026-06-30,elo,26,Ivory Coast,CAF,0.3647,-0.2693,0.6341,0.215,1839.5
2026-06-30,elo,27,Austria,UEFA,0.3573,-0.2619,0.6192,0.2678,1833.3
2026-06-30,elo,28,United States,CONCACAF,0.3653,-0.2699,0.6353,0.5346,1832.0
2026-06-30,elo,29,Canada,CONCACAF,0.3657,-0.2703,0.636,0.4311,1830.7
2026-06-30,elo,30,Denmark,UEFA,0.3655,-0.2701,0.6357,0.3651,1829.5
2026-06-30,elo,31,Egypt,CAF,0.3525,-0.2571,0.6096,0.2411,1823.6
2026-06-30,elo,32,Italy,UEFA,0.3627,-0.2673,0.6299,0.3734,1820.0
2026-06-30,elo,33,South Korea,AFC,0.3495,-0.2541,0.6037,0.3483,1812.0
2026-06-30,elo,34,DR Congo,CAF,0.3252,-0.2298,0.555,0.2265,1802.1
2026-06-30,elo,35,Jersey,,0.3185,-0.2231,0.5417,0.1297,1785.3
2026-06-30,elo,36,Russia,UEFA,0.3158,-0.2203,0.5361,0.2295,1783.5
2026-06-30,elo,37,Venezuela,CONMEBOL,0.2964,-0.201,0.4973,0.6361,1762.2
2026-06-30,elo,38,Ukraine,UEFA,0.2903,-0.1949,0.4852,0.3536,1751.2
2026-06-30,elo,39,Chile,CONMEBOL,0.2815,-0.1861,0.4676,0.6311,1738.4
2026-06-30,elo,40,Scotland,UEFA,0.2691,-0.1737,0.4428,0.3892,1738.3
2026-06-30,elo,41,Panama,CONCACAF,0.2763,-0.1809,0.4572,0.3832,1736.4
2026-06-30,elo,42,Sweden,UEFA,0.2688,-0.1734,0.4422,0.3552,1728.5
2026-06-30,elo,43,Costa Rica,CONCACAF,0.2692,-0.1738,0.4431,0.3894,1727.7
2026-06-30,elo,44,Cameroon,CAF,0.2542,-0.1588,0.413,0.2058,1716.0
2026-06-30,elo,45,Uzbekistan,AFC,0.2538,-0.1584,0.4121,0.3237,1712.2
2026-06-30,elo,46,Northern Cyprus,,0.2496,-0.1542,0.4039,0.1105,1711.8
2026-06-30,elo,47,Isle of Man,,0.2505,-0.1551,0.4056,-0.0083,1711.4
2026-06-30,elo,48,Guernsey,,0.2539,-0.1585,0.4125,0.0941,1709.9
2026-06-30,elo,49,Mali,CAF,0.2501,-0.1547,0.4047,0.1182,1709.0
2026-06-30,elo,50,Peru,CONMEBOL,0.2525,-0.1571,0.4097,0.6574,1702.0
2026-06-30,elo,51,Serbia,UEFA,0.2442,-0.1488,0.3931,0.3586,1700.6
2026-06-30,elo,52,Jordan,AFC,0.2359,-0.1405,0.3763,0.3093,1699.7
2026-06-30,elo,53,Honduras,CONCACAF,0.2304,-0.135,0.3655,0.3152,1694.4
2026-06-30,elo,54,Greece,UEFA,0.2282,-0.1328,0.361,0.3075,1694.2
2026-06-30,elo,55,Padania,,0.2364,-0.141,0.3775,0.0631,1692.6
2026-06-30,elo,56,Saudi Arabia,AFC,0.2309,-0.1355,0.3664,0.3499,1689.4
2026-06-30,elo,57,Poland,UEFA,0.2331,-0.1376,0.3707,0.3065,1687.4
2026-06-30,elo,58,Cape Verde,CAF,0.2139,-0.1185,0.3323,0.1665,1681.9
2026-06-30,elo,59,Czech Republic,UEFA,0.2193,-0.1239,0.3433,0.2149,1675.5
2026-06-30,elo,60,South Africa,CAF,0.214,-0.1186,0.3325,0.1592,1675.5
2026-06-30,elo,61,Hungary,UEFA,0.2153,-0.1199,0.3352,0.2984,1674.7
2026-06-30,elo,62,United Arab Emirates,AFC,0.2127,-0.1173,0.3299,0.1983,1673.9
2026-06-30,elo,63,Jamaica,CONCACAF,0.2131,-0.1177,0.3309,0.2244,1671.2
2026-06-30,elo,64,Kosovo,UEFA,0.1947,-0.0993,0.2941,0.1198,1669.8
2026-06-30,elo,65,Republic of Ireland,UEFA,0.2079,-0.1125,0.3204,0.2843,1668.8
2026-06-30,elo,66,Ghana,CAF,0.2084,-0.113,0.3214,0.296,1665.7
2026-06-30,elo,67,New Zealand,OFC,0.2068,-0.1114,0.3183,0.3958,1659.4
2026-06-30,elo,68,Bolivia,CONMEBOL,0.1935,-0.0981,0.2916,0.611,1658.4
2026-06-30,elo,69,Iraq,AFC,0.2032,-0.1078,0.311,0.2631,1656.0
2026-06-30,elo,70,Slovakia,UEFA,0.1986,-0.1032,0.3017,0.1537,1655.9
2026-06-30,elo,71,Haiti,CONCACAF,0.1971,-0.1017,0.2988,0.1736,1651.7
2026-06-30,elo,72,Wales,UEFA,0.1964,-0.101,0.2974,0.2323,1649.3
2026-06-30,elo,73,Burkina Faso,CAF,0.1873,-0.0919,0.2791,0.1025,1643.4
2026-06-30,elo,74,Slovenia,UEFA,0.1714,-0.076,0.2475,0.2332,1635.0
2026-06-30,elo,75,Guatemala,CONCACAF,0.1754,-0.08,0.2553,0.2437,1633.1
2026-06-30,elo,76,Abkhazia,,0.173,-0.0776,0.2507,0.0875,1632.3
2026-06-30,elo,77,Tunisia,CAF,0.1829,-0.0875,0.2704,0.2638,1629.7
2026-06-30,elo,78,Ynys Môn,,0.1572,-0.0618,0.219,0.1248,1621.5
2026-06-30,elo,79,Syria,AFC,0.1609,-0.0655,0.2265,0.0665,1617.7
2026-06-30,elo,80,Georgia,UEFA,0.1497,-0.0543,0.2041,0.2414,1615.7
2026-06-30,elo,81,Kárpátalja,,0.1474,-0.052,0.1994,0.1413,1611.2
2026-06-30,elo,82,New Caledonia,OFC,0.1516,-0.0562,0.2079,-0.1178,1610.8
2026-06-30,elo,83,Bosnia and Herzegovina,UEFA,0.1483,-0.0529,0.2012,0.2183,1606.3
2026-06-30,elo,84,Romania,UEFA,0.1499,-0.0545,0.2045,0.0734,1603.8
2026-06-30,elo,85,Palestine,AFC,0.1445,-0.0491,0.1936,0.1393,1602.5
2026-06-30,elo,86,Réunion,,0.148,-0.0526,0.2006,-0.2156,1600.3
2026-06-30,elo,87,Curaçao,CONCACAF,0.136,-0.0406,0.1765,0.132,1597.4
2026-06-30,elo,88,Israel,UEFA,0.1342,-0.0388,0.1731,0.2224,1595.7
2026-06-30,elo,89,Suriname,CONCACAF,0.1331,-0.0377,0.1708,0.1299,1594.8
