as_of,engine,rank,team,confederation,attack,defence,rating,opp_rating,elo
2026-06-20,elo,86,Curaçao,CONCACAF,0.1373,-0.0455,0.1828,0.0955,1597.3
2026-06-20,elo,87,Israel,UEFA,0.1358,-0.044,0.1798,0.2206,1595.7
2026-06-20,elo,88,Suriname,CONCACAF,0.1348,-0.043,0.1777,0.1376,1594.8
2026-06-20,elo,89,Tamil Eelam,,0.132,-0.0403,0.1723,-0.3417,1591.9
2026-06-20,elo,90,Panjab,,0.1301,-0.0383,0.1684,0.0479,1587.0
2026-06-20,elo,91,Oman,AFC,0.1317,-0.0399,0.1717,0.1638,1584.8
2026-06-20,elo,92,Angola,CAF,0.1228,-0.031,0.1538,0.1042,1583.5
2026-06-20,elo,93,Albania,UEFA,0.1227,-0.0309,0.1536,0.1222,1581.7
2026-06-20,elo,94,Northern Ireland,UEFA,0.1196,-0.0278,0.1474,0.2293,1576.2
2026-06-20,elo,95,Qatar,AFC,0.1231,-0.0313,0.1545,0.256,1574.5
2026-06-20,elo,96,Guinea,CAF,0.1171,-0.0253,0.1424,0.0822,1573.9
2026-06-20,elo,97,Thailand,AFC,0.116,-0.0242,0.1401,-0.1177,1572.5
2026-06-20,elo,98,Ellan Vannin,,0.1145,-0.0227,0.1372,0.0968,1570.7
2026-06-20,elo,99,China,AFC,0.1131,-0.0213,0.1343,0.2351,1566.4
2026-06-20,elo,100,Menorca,,0.1115,-0.0197,0.1312,0.168,1564.6
2026-06-20,elo,101,Bosnia and Herzegovina,UEFA,0.1049,-0.0131,0.118,0.2237,1559.3
2026-06-20,elo,102,Benin,CAF,0.1023,-0.0105,0.1128,0.1898,1558.6
2026-06-20,elo,103,Zanzibar,CAF,0.1018,-0.01,0.1118,0.0657,1558.6
2026-06-20,elo,104,North Macedonia,UEFA,0.0953,-0.0035,0.0988,0.0552,1552.6
2026-06-20,elo,105,Iceland,UEFA,0.0949,-0.0031,0.098,0.3423,1548.7
2026-06-20,elo,106,Bahrain,AFC,0.096,-0.0043,0.1003,0.1737,1547.7
2026-06-20,elo,107,Zambia,CAF,0.0868,0.0049,0.0819,0.1915,1541.1
2026-06-20,elo,108,Gabon,CAF,0.0828,0.009,0.0739,0.1287,1538.3
2026-06-20,elo,109,Guadeloupe,CONCACAF,0.0807,0.0111,0.0695,-0.0893,1537.9
2026-06-20,elo,110,Gambia,CAF,0.0776,0.0142,0.0634,0.0682,1535.8
2026-06-20,elo,111,Trinidad and Tobago,CONCACAF,0.0789,0.0129,0.066,0.1707,1533.0
2026-06-20,elo,112,Tahiti,OFC,0.0769,0.0149,0.062,-0.0927,1532.2
2026-06-20,elo,113,Libya,CAF,0.0751,0.0166,0.0585,0.042,1530.3
2026-06-20,elo,114,Malaysia,AFC,0.0697,0.0221,0.0475,-0.1946,1529.4
2026-06-20,elo,115,Indonesia,AFC,0.0683,0.0235,0.0447,0.0221,1527.2
2026-06-20,elo,116,Guyana,CONCACAF,0.0656,0.0262,0.0395,-0.1833,1523.9
2026-06-20,elo,117,Finland,UEFA,0.0708,0.021,0.0498,0.223,1522.3
2026-06-20,elo,118,Western Armenia,,0.0655,0.0263,0.0392,0.0557,1520.4
2026-06-20,elo,119,North Korea,AFC,0.0662,0.0256,0.0406,0.2402,1518.2
2026-06-20,elo,120,Vietnam,AFC,0.0636,0.0282,0.0354,-0.0879,1517.0
2026-06-20,elo,121,Shetland,,0.0576,0.0342,0.0234,0.1574,1513.4
2026-06-20,elo,122,Nicaragua,CONCACAF,0.0564,0.0354,0.021,0.122,1513.2
2026-06-20,elo,123,Madagascar,CAF,0.0526,0.0391,0.0135,0.046,1510.1
2026-06-20,elo,124,Felvidék,,0.0552,0.0365,0.0187,0.0915,1509.9
2026-06-20,elo,125,Uganda,CAF,0.0561,0.0357,0.0203,0.0627,1507.6
2026-06-20,elo,126,Belarus,UEFA,0.0491,0.0427,0.0064,0.1137,1507.0
2026-06-20,elo,127,United Koreans in Japan,,0.0525,0.0393,0.0132,-0.0338,1506.1
2026-06-20,elo,128,Dominican Republic,CONCACAF,0.046,0.0458,0.0002,-0.0482,1501.6
2026-06-20,elo,129,Niger,CAF,0.0394,0.0524,-0.0131,0.0874,1499.7
2026-06-20,elo,130,El Salvador,CONCACAF,0.0485,0.0433,0.0052,0.1887,1498.7
2026-06-20,elo,131,Székely Land,,0.0433,0.0485,-0.0051,0.1164,1498.7
2026-06-20,elo,132,Togo,CAF,0.0375,0.0542,-0.0167,0.0967,1493.0
2026-06-20,elo,133,Mozambique,CAF,0.0351,0.0567,-0.0217,0.096,1491.1
2026-06-20,elo,134,Kuwait,AFC,0.0369,0.0549,-0.018,0.1166,1490.9
2026-06-20,elo,135,Greenland,,0.036,0.0558,-0.0198,-0.1404,1486.6
2026-06-20,elo,136,Kyrgyzstan,AFC,0.0315,0.0603,-0.0288,0.1023,1485.1
2026-06-20,elo,137,Sápmi,,0.032,0.0598,-0.0278,0.1802,1485.0
2026-06-20,elo,138,Comoros,CAF,0.0257,0.066,-0.0403,0.0785,1484.0
2026-06-20,elo,139,Lebanon,AFC,0.0309,0.0609,-0.0301,-0.0959,1483.1
2026-06-20,elo,140,Martinique,CONCACAF,0.0336,0.0582,-0.0247,0.1231,1482.7
2026-06-20,elo,141,Mayotte,,0.0282,0.0636,-0.0353,-0.1303,1481.9
2026-06-20,elo,142,Tajikistan,AFC,0.0277,0.064,-0.0363,-0.1524,1481.6
2026-06-20,elo,143,Orkney,,0.0267,0.0651,-0.0384,-0.0413,1480.3
2026-06-20,elo,144,South Ossetia,,0.0229,0.0688,-0.0459,0.1494,1477.9
2026-06-20,elo,145,French Guiana,CONCACAF,0.0275,0.0643,-0.0368,-0.1189,1477.1
2026-06-20,elo,146,Sudan,CAF,0.0186,0.0732,-0.0546,0.1609,1473.9
2026-06-20,elo,147,Papua New Guinea,OFC,0.0213,0.0705,-0.0493,-0.1439,1473.8
2026-06-20,elo,148,Zimbabwe,CAF,0.0201,0.0717,-0.0517,0.1344,1471.4
2026-06-20,elo,149,Kenya,CAF,0.0171,0.0747,-0.0576,-0.0293,1468.5
2026-06-20,elo,150,Sierra Leone,CAF,0.013,0.0788,-0.0658,-0.0095,1466.3
2026-06-20,elo,151,Åland Islands,,0.0114,0.0804,-0.069,-0.0401,1462.7
2026-06-20,elo,152,Bulgaria,UEFA,0.0073,0.0845,-0.0773,0.1505,1460.2
2026-06-20,elo,153,Vanuatu,OFC,-0.0007,0.0925,-0.0932,-0.0825,1450.4
2026-06-20,elo,154,Mauritania,CAF,-0.0093,0.1011,-0.1104,0.1877,1441.8
2026-06-20,elo,155,Equatorial Guinea,CAF,-0.0074,0.0992,-0.1067,0.0582,1441.1
2026-06-20,elo,156,Rwanda,CAF,-0.0134,0.1052,-0.1186,0.1497,1440.2
2026-06-20,elo,157,Turkmenistan,AFC,-0.0145,0.1062,-0.1207,-0.0662,1437.1
2026-06-20,elo,158,Fiji,OFC,-0.0113,0.1031,-0.1144,-0.0918,1436.0
2026-06-20,elo,159,Liberia,CAF,-0.0172,0.109,-0.1262,0.0409,1435.9
2026-06-20,elo,160,Malawi,CAF,-0.0177,0.1095,-0.1273,-0.0243,1434.7
2026-06-20,elo,161,Western Isles,,-0.0198,0.1116,-0.1314,0.1613,1434.0
2026-06-20,elo,162,Cuba,CONCACAF,-0.0193,0.1111,-0.1305,-0.0283,1432.9
2026-06-20,elo,163,Kazakhstan,UEFA,-0.0248,0.1165,-0.1413,0.0621,1432.2
2026-06-20,elo,164,Hitra,,-0.023,0.1148,-0.1378,-0.1347,1429.8
2026-06-20,elo,165,Montenegro,UEFA,-0.0257,0.1175,-0.1432,0.0459,1423.3
2026-06-20,elo,166,Lesotho,CAF,-0.0378,0.1295,-0.1673,0.0479,1416.8
2026-06-20,elo,167,Raetia,,-0.0404,0.1322,-0.1726,-0.2001,1415.9
2026-06-20,elo,168,Namibia,CAF,-0.0326,0.1244,-0.1571,0.0235,1415.7
2026-06-20,elo,169,Tanzania,CAF,-0.0351,0.1269,-0.162,0.1174,1415.4
2026-06-20,elo,170,Philippines,AFC,-0.0424,0.1342,-0.1767,-0.2588,1411.0
2026-06-20,elo,171,Puerto Rico,CONCACAF,-0.0445,0.1362,-0.1807,-0.1942,1407.9
2026-06-20,elo,172,Ethiopia,CAF,-0.0573,0.1491,-0.2064,0.0296,1392.3
2026-06-20,elo,173,Saint Vincent and the Grenadines,CONCACAF,-0.0662,0.158,-0.2243,-0.2639,1388.0
2026-06-20,elo,174,Burundi,CAF,-0.0618,0.1536,-0.2155,0.1129,1386.4
2026-06-20,elo,175,Botswana,CAF,-0.0648,0.1566,-0.2214,0.0927,1384.0
2026-06-20,elo,176,Yemen,AFC,-0.0738,0.1656,-0.2394,-0.2076,1377.6
2026-06-20,elo,177,Luxembourg,UEFA,-0.0761,0.1679,-0.2441,0.2238,1376.4
2026-06-20,elo,178,Hong Kong,AFC,-0.0743,0.1661,-0.2404,-0.2451,1375.8
2026-06-20,elo,179,Saint Martin,CONCACAF,-0.0874,0.1792,-0.2666,-0.4291,1367.6
2026-06-20,elo,180,Bermuda,CONCACAF,-0.0812,0.173,-0.2542,-0.0162,1365.9
2026-06-20,elo,181,Solomon Islands,OFC,-0.0792,0.171,-0.2502,-0.0912,1363.4
2026-06-20,elo,182,Central African Republic,CAF,-0.0852,0.177,-0.2623,0.0829,1361.6
2026-06-20,elo,183,Guinea-Bissau,CAF,-0.0851,0.1769,-0.262,0.081,1361.0
2026-06-20,elo,184,Chagos Islands,,-0.0884,0.1802,-0.2686,0.0204,1360.4
2026-06-20,elo,185,Sint Maarten,CONCACAF,-0.0933,0.185,-0.2783,-0.3179,1359.1
2026-06-20,elo,186,Barawa,,-0.0884,0.1802,-0.2686,0.0882,1358.3
2026-06-20,elo,187,Singapore,AFC,-0.0968,0.1886,-0.2854,-0.2319,1354.5
2026-06-20,elo,188,Armenia,UEFA,-0.101,0.1928,-0.2938,0.1236,1345.5
2026-06-20,elo,189,Faroe Islands,UEFA,-0.114,0.2058,-0.3199,-0.0962,1342.4
2026-06-20,elo,190,Estonia,UEFA,-0.1096,0.2014,-0.311,0.0555,1337.6
2026-06-20,elo,191,Belize,CONCACAF,-0.1203,0.2121,-0.3323,-0.1537,1328.5
2026-06-20,elo,192,Congo,CAF,-0.1165,0.2083,-0.3248,0.101,1326.1
2026-06-20,elo,193,Azerbaijan,UEFA,-0.1227,0.2145,-0.3372,0.083,1325.7
2026-06-20,elo,194,Eswatini,CAF,-0.1234,0.2151,-0.3385,0.0017,1324.3
2026-06-20,elo,195,Grenada,CONCACAF,-0.1334,0.2252,-0.3586,-0.1252,1315.9
2026-06-20,elo,196,Montserrat,CONCACAF,-0.1301,0.2219,-0.3521,-0.1403,1315.2
2026-06-20,elo,197,Saint Kitts and Nevis,CONCACAF,-0.1347,0.2265,-0.3612,-0.2973,1308.1
2026-06-20,elo,198,Aruba,CONCACAF,-0.1576,0.2494,-0.407,-0.3372,1291.1
2026-06-20,elo,199,Tibet,,-0.1596,0.2514,-0.411,0.1232,1287.0
2026-06-20,elo,200,Samoa,OFC,-0.1607,0.2525,-0.4132,-0.2321,1286.9
2026-06-20,elo,201,India,AFC,-0.1546,0.2464,-0.4011,-0.1441,1285.4
2026-06-20,elo,202,Cyprus,UEFA,-0.1695,0.2613,-0.4308,-0.0011,1278.3
2026-06-20,elo,203,South Sudan,CAF,-0.1736,0.2654,-0.439,0.05,1274.9
2026-06-20,elo,204,Cook Islands,OFC,-0.1715,0.2633,-0.4349,-0.2795,1272.4
2026-06-20,elo,205,Saint Lucia,CONCACAF,-0.1738,0.2655,-0.4393,-0.2663,1268.1
2026-06-20,elo,206,Malta,UEFA,-0.1874,0.2792,-0.4665,-0.011,1264.6
2026-06-20,elo,207,Tuvalu,OFC,-0.1825,0.2743,-0.4567,-0.2641,1263.9
2026-06-20,elo,208,Falkland Islands,,-0.1846,0.2764,-0.461,0.1213,1262.6
2026-06-20,elo,209,Lithuania,UEFA,-0.1914,0.2832,-0.4745,0.0289,1255.3
2026-06-20,elo,210,Afghanistan,AFC,-0.1854,0.2772,-0.4626,-0.3017,1254.4
2026-06-20,elo,211,Latvia,UEFA,-0.1972,0.289,-0.4861,-0.065,1248.9
2026-06-20,elo,212,Dominica,CONCACAF,-0.1993,0.291,-0.4903,-0.3169,1244.7
2026-06-20,elo,213,Chad,CAF,-0.2009,0.2927,-0.4936,0.0528,1244.2
2026-06-20,elo,214,Frøya,,-0.2099,0.3017,-0.5116,0.0112,1235.5
2026-06-20,elo,215,Mauritius,CAF,-0.2175,0.3093,-0.5269,-0.1161,1229.0
2026-06-20,elo,216,Moldova,UEFA,-0.2206,0.3124,-0.533,-0.0161,1224.9
2026-06-20,elo,217,Pakistan,AFC,-0.2274,0.3192,-0.5466,-0.2752,1222.5
2026-06-20,elo,218,Myanmar,AFC,-0.2303,0.3221,-0.5524,-0.1997,1214.7
2026-06-20,elo,219,Bangladesh,AFC,-0.2333,0.3251,-0.5585,-0.4372,1214.6
2026-06-20,elo,220,Alderney,,-0.2377,0.3295,-0.5672,0.3041,1209.3
2026-06-20,elo,221,São Tomé and Príncipe,CAF,-0.2427,0.3345,-0.5772,-0.0567,1202.6
2026-06-20,elo,222,Tonga,OFC,-0.2438,0.3356,-0.5794,-0.3698,1202.4
2026-06-20,elo,223,Bonaire,CONCACAF,-0.2401,0.3319,-0.5721,-0.3567,1201.3
2026-06-20,elo,224,Barbados,CONCACAF,-0.2448,0.3366,-0.5814,-0.2935,1193.9
2026-06-20,elo,225,Cambodia,AFC,-0.2585,0.3503,-0.6088,-0.3575,1187.2
2026-06-20,elo,226,Nepal,AFC,-0.2561,0.3479,-0.604,-0.2828,1186.9
2026-06-20,elo,227,Antigua and Barbuda,CONCACAF,-0.2516,0.3434,-0.595,-0.2139,1182.6
2026-06-20,elo,228,Taiwan,AFC,-0.2931,0.3849,-0.6781,-0.1686,1146.9
2026-06-20,elo,229,Somalia,CAF,-0.3098,0.4016,-0.7113,0.029,1136.3
2026-06-20,elo,230,British Virgin Islands,CONCACAF,-0.3192,0.411,-0.7303,-0.5117,1127.7
2026-06-20,elo,231,Sri Lanka,AFC,-0.3205,0.4123,-0.7327,-0.4397,1124.9
2026-06-20,elo,232,Northern Mariana Islands,AFC,-0.32,0.4118,-0.7319,-0.5179,1124.6
2026-06-20,elo,233,Djibouti,CAF,-0.3235,0.4152,-0.7387,-0.0124,1120.3
2026-06-20,elo,234,Cayman Islands,CONCACAF,-0.3222,0.414,-0.7361,-0.4929,1118.0
2026-06-20,elo,235,Mongolia,AFC,-0.3319,0.4237,-0.7557,-0.3877,1104.4
2026-06-20,elo,236,Guam,AFC,-0.3386,0.4303,-0.7689,-0.4457,1101.9
2026-06-20,elo,237,Turks and Caicos Islands,CONCACAF,-0.3434,0.4352,-0.7786,-0.6034,1095.8
2026-06-20,elo,238,United States Virgin Islands,CONCACAF,-0.3479,0.4397,-0.7876,-0.5787,1095.5
2026-06-20,elo,239,Maldives,AFC,-0.3435,0.4353,-0.7789,-0.4137,1092.3
2026-06-20,elo,240,American Samoa,OFC,-0.3453,0.4371,-0.7824,-0.5591,1090.3
2026-06-20,elo,241,Gibraltar,UEFA,-0.36,0.4518,-0.8119,-0.119,1082.6
2026-06-20,elo,242,Andorra,UEFA,-0.3729,0.4647,-0.8376,-0.0605,1070.5
2026-06-20,elo,243,Laos,AFC,-0.384,0.4758,-0.8599,-0.291,1056.5
2026-06-20,elo,244,Timor-Leste,AFC,-0.3881,0.4799,-0.8679,-0.3692,1054.4
2026-06-20,elo,245,Brunei,AFC,-0.3909,0.4827,-0.8735,-0.4383,1048.8
2026-06-20,elo,246,Bahamas,CONCACAF,-0.3954,0.4872,-0.8826,-0.4448,1036.6
2026-06-20,elo,247,Seychelles,CAF,-0.4025,0.4943,-0.8967,-0.0885,1035.1
2026-06-20,elo,248,Anguilla,CONCACAF,-0.4323,0.5241,-0.9564,-0.4624,1007.5
2026-06-20,elo,249,Bhutan,AFC,-0.4401,0.5319,-0.9719,-0.4423,999.6
2026-06-20,elo,250,Macau,AFC,-0.4385,0.5302,-0.9687,-0.5394,995.0
2026-06-20,elo,251,Liechtenstein,UEFA,-0.5055,0.5973,-1.1027,-0.1204,926.0
2026-06-20,elo,252,San Marino,UEFA,-0.5897,0.6814,-1.2711,-0.1576,846.4
