as_of,engine,rank,team,confederation,attack,defence,rating,opp_rating
2026-06-24,dc,44,Venezuela,CONMEBOL,0.9003,-0.77,1.6703,1.826
2026-06-24,dc,45,Hungary,UEFA,0.8267,-0.8082,1.635,1.5529
2026-06-24,dc,46,DR Congo,CAF,0.5332,-1.0583,1.5915,1.0803
2026-06-24,dc,47,Kosovo,UEFA,0.8423,-0.7383,1.5806,1.2602
2026-06-24,dc,48,Slovenia,UEFA,0.614,-0.9628,1.5769,1.4443
2026-06-24,dc,49,Republic of Ireland,UEFA,0.6327,-0.919,1.5517,1.4409
2026-06-24,dc,50,Peru,CONMEBOL,0.6233,-0.9213,1.5447,1.8938
2026-06-24,dc,51,Romania,UEFA,0.7706,-0.7677,1.5383,1.1451
2026-06-24,dc,52,Slovakia,UEFA,0.7708,-0.7647,1.5355,1.3179
2026-06-24,dc,53,Georgia,UEFA,0.8752,-0.6599,1.5352,1.3725
2026-06-24,dc,54,Wales,UEFA,0.7589,-0.7709,1.5298,1.3513
2026-06-24,dc,55,Cameroon,CAF,0.6242,-0.8585,1.4826,1.0088
2026-06-24,dc,56,Israel,UEFA,1.0284,-0.4298,1.4582,1.4461
2026-06-24,dc,57,Tunisia,CAF,0.6762,-0.7368,1.4131,1.1137
2026-06-24,dc,58,Northern Ireland,UEFA,0.614,-0.7982,1.4122,1.4233
2026-06-24,dc,59,Uzbekistan,AFC,0.6315,-0.716,1.3474,1.0383
2026-06-24,dc,60,Iceland,UEFA,0.8417,-0.4723,1.314,1.4997
2026-06-24,dc,61,Burkina Faso,CAF,0.8126,-0.4889,1.3014,0.8836
2026-06-24,dc,62,Albania,UEFA,0.4107,-0.8807,1.2914,1.2112
2026-06-24,dc,63,Ghana,CAF,0.5962,-0.6759,1.2721,1.1834
2026-06-24,dc,64,Zanzibar,CAF,0.2258,-1.0179,1.2437,0.8174
2026-06-24,dc,65,South Africa,CAF,0.551,-0.666,1.217,0.837
2026-06-24,dc,66,Bosnia and Herzegovina,UEFA,0.6318,-0.5734,1.2052,1.3838
2026-06-24,dc,67,Finland,UEFA,0.6212,-0.5814,1.2027,1.3975
2026-06-24,dc,68,Jordan,AFC,0.7598,-0.3985,1.1583,1.0009
2026-06-24,dc,69,Saudi Arabia,AFC,0.4901,-0.6345,1.1246,1.1238
2026-06-24,dc,70,Cape Verde,CAF,0.5239,-0.5997,1.1235,0.9371
2026-06-24,dc,71,Panama,CONCACAF,0.6562,-0.4475,1.1037,0.9595
2026-06-24,dc,72,Angola,CAF,0.4258,-0.6666,1.0924,0.8434
2026-06-24,dc,73,Iraq,AFC,0.4413,-0.6127,1.0539,0.8816
2026-06-24,dc,74,North Macedonia,UEFA,0.5005,-0.5407,1.0412,1.0949
2026-06-24,dc,75,Guinea,CAF,0.529,-0.4985,1.0275,0.7964
2026-06-24,dc,76,Costa Rica,CONCACAF,0.5953,-0.4201,1.0154,0.9602
2026-06-24,dc,77,United Arab Emirates,AFC,0.5554,-0.4534,1.0089,0.7641
2026-06-24,dc,78,Bolivia,CONMEBOL,0.5773,-0.3841,0.9615,1.8031
2026-06-24,dc,79,Belarus,UEFA,0.5837,-0.3375,0.9212,1.1634
2026-06-24,dc,80,New Zealand,OFC,0.3545,-0.5153,0.8698,0.7738
2026-06-24,dc,81,Montenegro,UEFA,0.4887,-0.3621,0.8508,1.079
2026-06-24,dc,82,Haiti,CONCACAF,0.579,-0.2643,0.8433,0.3708
2026-06-24,dc,83,Gambia,CAF,0.6669,-0.1597,0.8266,0.72
2026-06-24,dc,84,Benin,CAF,0.4544,-0.3632,0.8176,1.0298
2026-06-24,dc,85,Togo,CAF,0.4263,-0.3738,0.8,0.8188
2026-06-24,dc,86,Gabon,CAF,0.5907,-0.1958,0.7865,0.8058
2026-06-24,dc,87,Libya,CAF,0.3585,-0.422,0.7804,0.6915
2026-06-24,dc,88,Zambia,CAF,0.522,-0.2525,0.7745,1.0451
2026-06-24,dc,89,Bulgaria,UEFA,0.444,-0.3147,0.7586,1.1866
2026-06-24,dc,90,Qatar,AFC,0.563,-0.1807,0.7437,0.8879
2026-06-24,dc,91,Oman,AFC,0.2002,-0.4909,0.6912,0.6242
2026-06-24,dc,92,Zimbabwe,CAF,0.3213,-0.3685,0.6899,0.8585
2026-06-24,dc,93,Rwanda,CAF,0.0548,-0.6266,0.6814,0.8663
2026-06-24,dc,94,Réunion,,0.1336,-0.5395,0.673,0.1398
2026-06-24,dc,95,Niger,CAF,0.4601,-0.2114,0.6715,0.822
2026-06-24,dc,96,Honduras,CONCACAF,0.2888,-0.3771,0.6659,0.7588
2026-06-24,dc,97,Mayotte,,-0.4112,-1.0705,0.6593,0.1155
2026-06-24,dc,98,Uganda,CAF,0.3045,-0.3151,0.6195,0.7821
2026-06-24,dc,99,Jamaica,CONCACAF,0.1905,-0.4227,0.6133,0.4742
2026-06-24,dc,100,Kazakhstan,UEFA,0.3286,-0.2823,0.611,1.0357
2026-06-24,dc,101,Comoros,CAF,0.3723,-0.2342,0.6065,0.7711
2026-06-24,dc,102,Madagascar,CAF,0.5183,-0.0867,0.605,0.7261
2026-06-24,dc,103,Luxembourg,UEFA,0.0908,-0.5066,0.5975,1.4169
2026-06-24,dc,104,Faroe Islands,UEFA,0.1549,-0.4394,0.5943,0.8485
2026-06-24,dc,105,Syria,AFC,0.3294,-0.2646,0.594,0.4142
2026-06-24,dc,106,Bahrain,AFC,0.3011,-0.2843,0.5854,0.6844
2026-06-24,dc,107,Palestine,AFC,0.1426,-0.43,0.5727,0.5732
2026-06-24,dc,108,Mozambique,CAF,0.4063,-0.1427,0.549,0.8247
2026-06-24,dc,109,Mauritania,CAF,0.0382,-0.4916,0.5298,1.0243
2026-06-24,dc,110,Estonia,UEFA,0.2328,-0.2851,0.5179,1.119
2026-06-24,dc,111,Cyprus,UEFA,0.374,-0.1325,0.5065,1.0234
2026-06-24,dc,112,Armenia,UEFA,0.4411,-0.0582,0.4993,1.2459
2026-06-24,dc,113,North Korea,AFC,0.315,-0.1621,0.4771,0.7209
2026-06-24,dc,114,China,AFC,0.1641,-0.31,0.4741,0.6579
2026-06-24,dc,115,Tanzania,CAF,-0.014,-0.4647,0.4507,0.7825
2026-06-24,dc,116,Guatemala,CONCACAF,0.3146,-0.1052,0.4198,0.5599
2026-06-24,dc,117,Equatorial Guinea,CAF,0.1036,-0.3097,0.4134,0.7253
2026-06-24,dc,118,Kenya,CAF,0.2729,-0.1254,0.3983,0.5216
2026-06-24,dc,119,Sierra Leone,CAF,0.2461,-0.1279,0.3739,0.612
2026-06-24,dc,120,Suriname,CONCACAF,0.1455,-0.2262,0.3717,0.156
2026-06-24,dc,121,Azerbaijan,UEFA,0.1653,-0.1966,0.3619,1.0181
2026-06-24,dc,122,Sudan,CAF,-0.0169,-0.3742,0.3574,0.9422
2026-06-24,dc,123,Curaçao,CONCACAF,0.2623,-0.0892,0.3515,0.2374
2026-06-24,dc,124,Ethiopia,CAF,0.2117,-0.1003,0.312,0.6622
2026-06-24,dc,125,Malawi,CAF,-0.0283,-0.3291,0.3007,0.5459
2026-06-24,dc,126,Latvia,UEFA,0.0507,-0.2496,0.3003,0.8826
2026-06-24,dc,127,Kuwait,AFC,0.2979,0.0186,0.2793,0.5389
2026-06-24,dc,128,Lithuania,UEFA,-0.0342,-0.3108,0.2766,1.1202
2026-06-24,dc,129,Burundi,CAF,0.1608,-0.1082,0.269,0.7884
2026-06-24,dc,130,Thailand,AFC,0.2218,-0.0424,0.2643,-0.2125
2026-06-24,dc,131,Liberia,CAF,0.1359,-0.1046,0.2405,0.7059
2026-06-24,dc,132,Botswana,CAF,0.0389,-0.1983,0.2372,0.8413
2026-06-24,dc,133,Namibia,CAF,-0.0149,-0.2519,0.237,0.6965
2026-06-24,dc,134,Malta,UEFA,0.1059,-0.1267,0.2326,0.9987
2026-06-24,dc,135,Vietnam,AFC,0.1267,-0.0741,0.2008,-0.141
2026-06-24,dc,136,Indonesia,AFC,0.1615,-0.0149,0.1764,0.211
2026-06-24,dc,137,Guinea-Bissau,CAF,-0.0484,-0.2151,0.1667,0.8052
2026-06-24,dc,138,Central African Republic,CAF,0.2962,0.1387,0.1575,0.7313
2026-06-24,dc,139,Moldova,UEFA,0.1358,-0.0197,0.1555,1.0019
2026-06-24,dc,140,Lebanon,AFC,-0.1501,-0.2957,0.1457,-0.1363
2026-06-24,dc,141,Kyrgyzstan,AFC,0.1445,0.0082,0.1363,0.4383
2026-06-24,dc,142,Eswatini,CAF,0.1021,0.0168,0.0853,0.6575
2026-06-24,dc,143,Tajikistan,AFC,-0.0072,-0.092,0.0847,-0.2534
2026-06-24,dc,144,Lesotho,CAF,-0.093,-0.1504,0.0574,0.721
2026-06-24,dc,145,Congo,CAF,0.091,0.0877,0.0033,0.848
2026-06-24,dc,146,Dominican Republic,CONCACAF,0.1397,0.1378,0.0019,-0.3303
2026-06-24,dc,147,Trinidad and Tobago,CONCACAF,0.0988,0.1141,-0.0152,0.3247
2026-06-24,dc,148,El Salvador,CONCACAF,-0.3,-0.2373,-0.0627,0.3272
2026-06-24,dc,149,Nicaragua,CONCACAF,-0.1126,-0.0478,-0.0648,0.167
2026-06-24,dc,150,Malaysia,AFC,0.0414,0.141,-0.0995,-0.4096
2026-06-24,dc,151,Guadeloupe,CONCACAF,-0.0779,0.1459,-0.2239,-0.5303
2026-06-24,dc,152,Yemen,AFC,0.1107,0.3499,-0.2392,-0.4415
2026-06-24,dc,153,Martinique,CONCACAF,-0.1774,0.102,-0.2794,0.116
2026-06-24,dc,154,Chad,CAF,-0.2662,0.0889,-0.3552,0.728
2026-06-24,dc,155,Turkmenistan,AFC,-0.2051,0.1837,-0.3888,-0.1392
2026-06-24,dc,156,South Sudan,CAF,-0.3132,0.0927,-0.4059,0.6956
2026-06-24,dc,157,Guyana,CONCACAF,0.081,0.5054,-0.4244,-0.7004
2026-06-24,dc,158,French Guiana,CONCACAF,-0.1524,0.3289,-0.4813,-0.572
2026-06-24,dc,159,Mauritius,CAF,-0.3898,0.1057,-0.4955,0.2153
2026-06-24,dc,160,Hong Kong,AFC,-0.2852,0.2147,-0.4999,-0.6713
2026-06-24,dc,161,Philippines,AFC,-0.1363,0.4094,-0.5457,-0.6229
2026-06-24,dc,162,Andorra,UEFA,-0.7408,-0.1857,-0.5552,0.8316
2026-06-24,dc,163,India,AFC,-0.4824,0.1129,-0.5953,-0.248
2026-06-24,dc,164,Northern Cyprus,,-0.2881,0.3073,-0.5954,-1.5517
2026-06-24,dc,165,Cuba,CONCACAF,-0.2923,0.3494,-0.6417,-0.2588
2026-06-24,dc,166,Padania,,-0.4355,0.2136,-0.6491,-1.6973
2026-06-24,dc,167,Somalia,CAF,-0.5741,0.0822,-0.6562,0.6875
2026-06-24,dc,168,Gibraltar,UEFA,-0.4132,0.2884,-0.7015,0.4907
2026-06-24,dc,169,Puerto Rico,CONCACAF,-0.2552,0.4536,-0.7088,-0.8274
2026-06-24,dc,170,Bermuda,CONCACAF,0.0249,0.7425,-0.7177,-0.2408
2026-06-24,dc,171,Abkhazia,,-0.5596,0.2506,-0.8102,-1.6389
2026-06-24,dc,172,Singapore,AFC,-0.2668,0.548,-0.8148,-0.5878
2026-06-24,dc,173,Djibouti,CAF,-0.2499,0.5737,-0.8236,0.5661
2026-06-24,dc,174,São Tomé and Príncipe,CAF,-0.225,0.6318,-0.8568,0.4612
2026-06-24,dc,175,Kárpátalja,,-0.1939,0.6707,-0.8646,-1.4565
2026-06-24,dc,176,Saint Vincent and the Grenadines,CONCACAF,-0.1439,0.7635,-0.9074,-0.9591
2026-06-24,dc,177,Grenada,CONCACAF,-0.4868,0.63,-1.1168,-0.4201
2026-06-24,dc,178,New Caledonia,OFC,-0.5714,0.5556,-1.127,-1.6497
2026-06-24,dc,179,Taiwan,AFC,-0.2826,0.8812,-1.1638,-0.4273
2026-06-24,dc,180,Ynys Môn,,-0.6723,0.5398,-1.2121,-1.9954
2026-06-24,dc,181,Belize,CONCACAF,-0.5672,0.6463,-1.2135,-0.8069
2026-06-24,dc,182,Saint Martin,CONCACAF,-0.3106,0.9159,-1.2265,-1.473
2026-06-24,dc,183,Western Armenia,,-0.4935,0.7395,-1.233,-1.698
2026-06-24,dc,184,Cambodia,AFC,-0.4402,0.7989,-1.239,-0.9441
2026-06-24,dc,185,Aruba,CONCACAF,-0.4056,0.8419,-1.2475,-1.0845
2026-06-24,dc,186,Jersey,,-0.2771,0.9979,-1.275,-1.9641
2026-06-24,dc,187,Myanmar,AFC,-0.4237,0.8515,-1.2752,-0.5227
2026-06-24,dc,188,Montserrat,CONCACAF,-0.5769,0.7199,-1.2967,-0.6077
2026-06-24,dc,189,Isle of Man,,-0.1923,1.1299,-1.3222,-2.4262
2026-06-24,dc,190,Saint Kitts and Nevis,CONCACAF,-0.4421,0.897,-1.3391,-1.0287
2026-06-24,dc,191,Nepal,AFC,-0.9015,0.4906,-1.3921,-0.5812
2026-06-24,dc,192,San Marino,UEFA,-0.8738,0.5288,-1.4026,0.5868
2026-06-24,dc,193,Liechtenstein,UEFA,-1.075,0.3446,-1.4196,0.718
2026-06-24,dc,194,Afghanistan,AFC,-0.9107,0.529,-1.4396,-0.6847
2026-06-24,dc,195,Bangladesh,AFC,-0.7813,0.6587,-1.44,-0.9344
2026-06-24,dc,196,Saint Lucia,CONCACAF,-0.5844,0.8813,-1.4657,-0.8224
2026-06-24,dc,197,Pakistan,AFC,-0.8038,0.7038,-1.5076,-0.6049
2026-06-24,dc,198,Guernsey,,-0.9834,0.5343,-1.5177,-2.2436
2026-06-24,dc,199,Panjab,,-0.6924,0.8528,-1.5452,-2.1327
2026-06-24,dc,200,Sint Maarten,CONCACAF,-0.4258,1.1198,-1.5456,-1.2324
2026-06-24,dc,201,Barbados,CONCACAF,-0.5158,1.0622,-1.578,-1.132
2026-06-24,dc,202,South Ossetia,,-0.4511,1.1536,-1.6047,-1.175
2026-06-24,dc,203,Ellan Vannin,,-0.6619,1.0396,-1.7015,-1.8106
2026-06-24,dc,204,Sri Lanka,AFC,-1.1245,0.6234,-1.7478,-1.0748
2026-06-24,dc,205,Laos,AFC,-0.6707,1.0841,-1.7548,-0.74
2026-06-24,dc,206,Dominica,CONCACAF,-0.9447,0.8136,-1.7583,-1.1792
2026-06-24,dc,207,Maldives,AFC,-0.8264,0.9654,-1.7918,-1.037
2026-06-24,dc,208,Tahiti,OFC,-0.9477,0.8687,-1.8163,-2.0993
2026-06-24,dc,209,Felvidék,,-1.0698,0.7535,-1.8233,-1.5403
2026-06-24,dc,210,Sápmi,,-0.6304,1.205,-1.8354,-1.1965
2026-06-24,dc,211,Fiji,OFC,-0.7511,1.1047,-1.8557,-1.6908
2026-06-24,dc,212,Seychelles,CAF,-0.9897,0.8779,-1.8676,0.3531
2026-06-24,dc,213,United Koreans in Japan,,-1.2596,0.6214,-1.8809,-2.1275
2026-06-24,dc,214,Székely Land,,-0.569,1.3179,-1.8869,-1.4478
2026-06-24,dc,215,Shetland,,-0.4892,1.4134,-1.9026,-2.069
2026-06-24,dc,216,Bonaire,CONCACAF,-0.8925,1.0657,-1.9583,-1.2902
2026-06-24,dc,217,Solomon Islands,OFC,-0.7806,1.204,-1.9846,-1.6473
2026-06-24,dc,218,Vanuatu,OFC,-0.8182,1.1818,-2.0001,-1.6563
2026-06-24,dc,219,British Virgin Islands,CONCACAF,-0.8986,1.1338,-2.0324,-1.671
2026-06-24,dc,220,Antigua and Barbuda,CONCACAF,-1.0689,0.9646,-2.0335,-0.842
2026-06-24,dc,221,Papua New Guinea,OFC,-0.9095,1.172,-2.0815,-1.8887
2026-06-24,dc,222,Mongolia,AFC,-1.2511,0.8988,-2.1499,-0.8143
2026-06-24,dc,223,Timor-Leste,AFC,-1.0082,1.2567,-2.2649,-0.9257
2026-06-24,dc,224,Cayman Islands,CONCACAF,-1.1229,1.1511,-2.2741,-1.394
2026-06-24,dc,225,Tamil Eelam,,-0.871,1.5308,-2.4019,-3.7259
2026-06-24,dc,226,Brunei,AFC,-1.182,1.2961,-2.4782,-1.142
2026-06-24,dc,227,Orkney,,-1.1759,1.3392,-2.5151,-2.7289
2026-06-24,dc,228,Western Isles,,-1.4475,1.1518,-2.5993,-2.1112
2026-06-24,dc,229,Hitra,,-0.7453,1.9662,-2.7114,-3.1821
2026-06-24,dc,230,Bahamas,CONCACAF,-1.0851,1.6288,-2.7139,-1.5778
2026-06-24,dc,231,Bhutan,AFC,-1.4721,1.3551,-2.8271,-1.0036
2026-06-24,dc,232,Guam,AFC,-1.4268,1.471,-2.8978,-1.8397
2026-06-24,dc,233,Menorca,,-1.245,1.6588,-2.9039,-2.0854
2026-06-24,dc,234,United States Virgin Islands,CONCACAF,-1.5626,1.4997,-3.0622,-2.1726
2026-06-24,dc,235,Turks and Caicos Islands,CONCACAF,-1.375,1.7508,-3.1259,-2.1429
2026-06-24,dc,236,Greenland,,-1.3464,1.8687,-3.215,-2.3218
2026-06-24,dc,237,Anguilla,CONCACAF,-1.654,1.6123,-3.2663,-1.6341
2026-06-24,dc,238,Macau,AFC,-1.8882,1.4818,-3.3701,-1.4115
2026-06-24,dc,239,Barawa,,-1.3728,2.0373,-3.4102,-2.1383
2026-06-24,dc,240,Alderney,,-1.5394,1.8912,-3.4307,-1.766
2026-06-24,dc,241,Åland Islands,,-1.5551,1.8786,-3.4337,-2.4112
2026-06-24,dc,242,Falkland Islands,,-1.6581,1.802,-3.4601,-2.0073
2026-06-24,dc,243,Samoa,OFC,-1.7362,1.8387,-3.5748,-2.9686
2026-06-24,dc,244,Raetia,,-1.3526,2.634,-3.9867,-3.2169
2026-06-24,dc,245,Tibet,,-1.9116,2.0772,-3.9888,-2.4519
2026-06-24,dc,246,Tuvalu,OFC,-1.5928,2.4862,-4.079,-2.8956
2026-06-24,dc,247,Chagos Islands,,-1.699,2.5089,-4.2079,-2.2393
2026-06-24,dc,248,Northern Mariana Islands,AFC,-1.7337,2.6171,-4.3508,-3.1245
2026-06-24,dc,249,Tonga,OFC,-1.9863,2.7027,-4.689,-3.9056
2026-06-24,dc,250,Frøya,,-2.4874,2.3069,-4.7943,-2.4364
2026-06-24,dc,251,Cook Islands,OFC,-2.64,2.3681,-5.0081,-3.1732
2026-06-24,dc,252,American Samoa,OFC,-2.3118,3.1436,-5.4554,-3.2286
