as_of,engine,rank,team,confederation,attack,defence,rating,opp_rating
2026-06-23,dc,1,Argentina,CONMEBOL,1.4301,-1.8065,3.2366,1.6402
2026-06-23,dc,2,Spain,UEFA,1.5774,-1.4175,2.9948,1.8143
2026-06-23,dc,3,England,UEFA,1.3774,-1.432,2.8094,1.5657
2026-06-23,dc,4,Brazil,CONMEBOL,1.5299,-1.2496,2.7795,1.9543
2026-06-23,dc,5,France,UEFA,1.4759,-1.2536,2.7295,1.8642
2026-06-23,dc,6,Portugal,UEFA,1.4463,-1.2098,2.6561,1.6544
2026-06-23,dc,7,Colombia,CONMEBOL,1.4144,-1.1956,2.61,1.8942
2026-06-23,dc,8,Netherlands,UEFA,1.4756,-1.1087,2.5843,1.7131
2026-06-23,dc,9,Morocco,CAF,1.0228,-1.5481,2.5709,1.093
2026-06-23,dc,10,Germany,UEFA,1.5478,-1.0058,2.5535,1.7786
2026-06-23,dc,11,Belgium,UEFA,1.3665,-1.1402,2.5067,1.5175
2026-06-23,dc,12,Japan,AFC,1.2255,-1.1947,2.4202,1.2291
2026-06-23,dc,13,Denmark,UEFA,1.2033,-1.2141,2.4174,1.6535
2026-06-23,dc,14,Norway,UEFA,1.3815,-0.9663,2.3478,1.4803
2026-06-23,dc,15,Switzerland,UEFA,1.2948,-0.9933,2.2881,1.725
2026-06-23,dc,16,Italy,UEFA,1.1995,-1.0817,2.2813,1.6746
2026-06-23,dc,17,Ecuador,CONMEBOL,0.8406,-1.4157,2.2563,1.784
2026-06-23,dc,18,Uruguay,CONMEBOL,0.9959,-1.2427,2.2386,1.7987
2026-06-23,dc,19,Croatia,UEFA,1.2077,-1.0021,2.2097,1.7514
2026-06-23,dc,20,Austria,UEFA,1.1275,-1.0568,2.1843,1.4347
2026-06-23,dc,21,Senegal,CAF,1.0731,-0.9727,2.0459,1.1357
2026-06-23,dc,22,Algeria,CAF,1.1208,-0.9217,2.0424,0.9695
2026-06-23,dc,23,Mexico,CONCACAF,0.9841,-1.0463,2.0304,1.4606
2026-06-23,dc,24,Greece,UEFA,0.9471,-1.0194,1.9665,1.5483
2026-06-23,dc,25,Australia,AFC,0.9198,-1.0371,1.9569,1.1933
2026-06-23,dc,26,Russia,UEFA,0.8864,-1.0581,1.9446,1.0033
2026-06-23,dc,27,Turkey,UEFA,1.1655,-0.7548,1.9203,1.5572
2026-06-23,dc,28,Iran,AFC,0.9941,-0.9187,1.9128,0.9524
2026-06-23,dc,29,Canada,CONCACAF,0.9174,-0.9931,1.9105,1.2554
2026-06-23,dc,30,Ivory Coast,CAF,0.8358,-1.0476,1.8834,1.0252
2026-06-23,dc,31,Sweden,UEFA,1.2277,-0.6187,1.8465,1.6299
2026-06-23,dc,32,Paraguay,CONMEBOL,0.8316,-0.9919,1.8234,1.9375
2026-06-23,dc,33,Ukraine,UEFA,1.048,-0.7564,1.8044,1.6312
2026-06-23,dc,34,Scotland,UEFA,0.9698,-0.8321,1.8019,1.6255
2026-06-23,dc,35,Chile,CONMEBOL,1.0001,-0.7929,1.793,1.8655
2026-06-23,dc,36,United States,CONCACAF,1.0279,-0.7612,1.7891,1.4583
2026-06-23,dc,37,Egypt,CAF,0.7423,-1.0093,1.7515,1.0719
2026-06-23,dc,38,South Korea,AFC,0.9357,-0.8105,1.7462,1.1056
2026-06-23,dc,39,Czech Republic,UEFA,0.9964,-0.7378,1.7342,1.2945
2026-06-23,dc,40,Poland,UEFA,0.9907,-0.7335,1.7241,1.5224
2026-06-23,dc,41,Nigeria,CAF,0.9287,-0.757,1.6857,1.0759
2026-06-23,dc,42,Mali,CAF,0.6422,-1.0422,1.6844,0.8839
2026-06-23,dc,43,Serbia,UEFA,0.9142,-0.764,1.6782,1.5889
2026-06-23,dc,44,Venezuela,CONMEBOL,0.9037,-0.7705,1.6742,1.83
