as_of,engine,rank,team,confederation,attack,defence,rating,opp_rating,elo
2026-06-28,elo,36,Russia,UEFA,0.3157,-0.2198,0.5355,0.2294,1783.5
2026-06-28,elo,37,Venezuela,CONMEBOL,0.2964,-0.2004,0.4968,0.6315,1762.2
2026-06-28,elo,38,Ukraine,UEFA,0.2906,-0.1947,0.4853,0.3533,1751.2
2026-06-28,elo,39,Chile,CONMEBOL,0.282,-0.1861,0.4681,0.6265,1738.4
2026-06-28,elo,40,Scotland,UEFA,0.2689,-0.1729,0.4418,0.3889,1738.3
2026-06-28,elo,41,Panama,CONCACAF,0.2766,-0.1807,0.4573,0.3826,1736.4
2026-06-28,elo,42,Sweden,UEFA,0.2691,-0.1732,0.4423,0.356,1728.5
2026-06-28,elo,43,Costa Rica,CONCACAF,0.2697,-0.1737,0.4433,0.3883,1727.7
2026-06-28,elo,44,Cameroon,CAF,0.2544,-0.1584,0.4128,0.2064,1716.0
2026-06-28,elo,45,Uzbekistan,AFC,0.2542,-0.1582,0.4123,0.3227,1712.2
2026-06-28,elo,46,Northern Cyprus,,0.2498,-0.1538,0.4036,0.1104,1711.8
2026-06-28,elo,47,Isle of Man,,0.2507,-0.1548,0.4055,-0.0086,1711.4
2026-06-28,elo,48,Guernsey,,0.2545,-0.1585,0.413,0.0939,1709.9
2026-06-28,elo,49,Mali,CAF,0.2504,-0.1545,0.4049,0.119,1709.0
2026-06-28,elo,50,Peru,CONMEBOL,0.2535,-0.1575,0.411,0.6532,1702.0
2026-06-28,elo,51,Serbia,UEFA,0.2447,-0.1488,0.3935,0.358,1700.6
2026-06-28,elo,52,Jordan,AFC,0.2359,-0.1399,0.3758,0.3096,1699.7
2026-06-28,elo,53,South Africa,CAF,0.2318,-0.1358,0.3676,0.147,1695.9
2026-06-28,elo,54,Honduras,CONCACAF,0.2304,-0.1345,0.3649,0.3133,1694.4
2026-06-28,elo,55,Greece,UEFA,0.2281,-0.1321,0.3602,0.3068,1694.2
2026-06-28,elo,56,Padania,,0.2369,-0.1409,0.3779,0.0629,1692.6
2026-06-28,elo,57,Saudi Arabia,AFC,0.2312,-0.1352,0.3665,0.3511,1689.4
2026-06-28,elo,58,Poland,UEFA,0.2336,-0.1377,0.3713,0.3062,1687.4
2026-06-28,elo,59,Cape Verde,CAF,0.2136,-0.1176,0.3312,0.167,1681.9
2026-06-28,elo,60,Czech Republic,UEFA,0.2198,-0.1238,0.3436,0.2155,1675.5
2026-06-28,elo,61,Hungary,UEFA,0.2155,-0.1196,0.3351,0.2991,1674.7
2026-06-28,elo,62,United Arab Emirates,AFC,0.2128,-0.1168,0.3296,0.1986,1673.9
2026-06-28,elo,63,Jamaica,CONCACAF,0.2135,-0.1175,0.331,0.2239,1671.2
2026-06-28,elo,64,Kosovo,UEFA,0.194,-0.098,0.292,0.1195,1669.8
2026-06-28,elo,65,Republic of Ireland,UEFA,0.208,-0.1121,0.3201,0.2831,1668.8
2026-06-28,elo,66,Ghana,CAF,0.2088,-0.1128,0.3215,0.298,1665.7
2026-06-28,elo,67,New Zealand,OFC,0.2075,-0.1115,0.319,0.3957,1659.4
2026-06-28,elo,68,Bolivia,CONMEBOL,0.1934,-0.0974,0.2908,0.6091,1658.4
2026-06-28,elo,69,Iraq,AFC,0.2038,-0.1079,0.3117,0.2635,1656.0
2026-06-28,elo,70,Slovakia,UEFA,0.1989,-0.1029,0.3018,0.1541,1655.9
2026-06-28,elo,71,Haiti,CONCACAF,0.1976,-0.1016,0.2992,0.1715,1651.7
2026-06-28,elo,72,Wales,UEFA,0.197,-0.101,0.298,0.2313,1649.3
2026-06-28,elo,73,Burkina Faso,CAF,0.1876,-0.0917,0.2793,0.1025,1643.4
2026-06-28,elo,74,Slovenia,UEFA,0.1713,-0.0754,0.2467,0.2328,1635.0
2026-06-28,elo,75,Guatemala,CONCACAF,0.1756,-0.0796,0.2552,0.2425,1633.1
2026-06-28,elo,76,Abkhazia,,0.1732,-0.0772,0.2504,0.0873,1632.3
2026-06-28,elo,77,Tunisia,CAF,0.1839,-0.0879,0.2717,0.2635,1629.7
2026-06-28,elo,78,Ynys Môn,,0.157,-0.0611,0.2181,0.1247,1621.5
2026-06-28,elo,79,Syria,AFC,0.1612,-0.0653,0.2265,0.068,1617.7
2026-06-28,elo,80,Georgia,UEFA,0.1494,-0.0535,0.2029,0.241,1615.7
2026-06-28,elo,81,Kárpátalja,,0.1472,-0.0512,0.1985,0.1411,1611.2
2026-06-28,elo,82,New Caledonia,OFC,0.1517,-0.0558,0.2075,-0.1172,1610.8
2026-06-28,elo,83,Bosnia and Herzegovina,UEFA,0.1485,-0.0525,0.2009,0.2176,1606.3
2026-06-28,elo,84,Romania,UEFA,0.1504,-0.0544,0.2048,0.0723,1603.8
2026-06-28,elo,85,Palestine,AFC,0.1447,-0.0487,0.1934,0.1395,1602.5
2026-06-28,elo,86,Réunion,,0.1485,-0.0525,0.201,-0.2159,1600.3
2026-06-28,elo,87,Curaçao,CONCACAF,0.1359,-0.0399,0.1758,0.1309,1597.4
2026-06-28,elo,88,Israel,UEFA,0.1342,-0.0382,0.1724,0.2223,1595.7
2026-06-28,elo,89,Suriname,CONCACAF,0.133,-0.0371,0.1701,0.1278,1594.8
2026-06-28,elo,90,Tamil Eelam,,0.1304,-0.0344,0.1648,-0.3362,1591.9
2026-06-28,elo,91,Panjab,,0.1311,-0.0352,0.1663,0.0485,1587.0
2026-06-28,elo,92,Oman,AFC,0.1362,-0.0402,0.1764,0.142,1584.8
2026-06-28,elo,93,Angola,CAF,0.1202,-0.0242,0.1445,0.1146,1583.5
2026-06-28,elo,94,Albania,UEFA,0.1217,-0.0257,0.1474,0.1193,1581.7
2026-06-28,elo,95,Northern Ireland,UEFA,0.1207,-0.0247,0.1454,0.2284,1576.2
2026-06-28,elo,96,Guinea,CAF,0.1179,-0.022,0.1399,0.0899,1573.9
2026-06-28,elo,97,Thailand,AFC,0.1171,-0.0211,0.1382,-0.1246,1572.5
2026-06-28,elo,98,Ellan Vannin,,0.1159,-0.0199,0.1358,0.0953,1570.7
2026-06-28,elo,99,China,AFC,0.117,-0.021,0.138,0.2108,1566.4
2026-06-28,elo,100,Menorca,,0.1156,-0.0196,0.1352,0.1644,1564.6
2026-06-28,elo,101,Benin,CAF,0.1033,-0.0074,0.1107,0.1949,1558.6
2026-06-28,elo,102,Zanzibar,CAF,0.1024,-0.0064,0.1087,0.0673,1558.6
2026-06-28,elo,103,North Macedonia,UEFA,0.0953,0.0007,0.0946,0.0635,1552.6
2026-06-28,elo,104,Iceland,UEFA,0.0977,-0.0017,0.0994,0.3473,1548.7
2026-06-28,elo,105,Bahrain,AFC,0.1012,-0.0052,0.1065,0.1581,1547.7
2026-06-28,elo,106,Zambia,CAF,0.0895,0.0065,0.083,0.1966,1541.1
2026-06-28,elo,107,Gabon,CAF,0.0843,0.0116,0.0727,0.1248,1538.3
2026-06-28,elo,108,Guadeloupe,CONCACAF,0.0805,0.0155,0.065,-0.0901,1537.9
2026-06-28,elo,109,Gambia,CAF,0.0766,0.0194,0.0572,0.0658,1535.8
2026-06-28,elo,110,Trinidad and Tobago,CONCACAF,0.0816,0.0144,0.0671,0.1598,1533.0
2026-06-28,elo,111,Tahiti,OFC,0.0785,0.0175,0.0609,-0.105,1532.2
2026-06-28,elo,112,Libya,CAF,0.0767,0.0192,0.0575,0.0414,1530.3
2026-06-28,elo,113,Malaysia,AFC,0.0675,0.0285,0.0391,-0.1961,1529.4
2026-06-28,elo,114,Qatar,AFC,0.0883,0.0077,0.0805,0.2415,1527.6
2026-06-28,elo,115,Indonesia,AFC,0.0663,0.0296,0.0367,0.015,1527.2
2026-06-28,elo,116,Guyana,CONCACAF,0.0642,0.0317,0.0325,-0.18,1523.9
2026-06-28,elo,117,Finland,UEFA,0.0756,0.0204,0.0553,0.224,1522.3
2026-06-28,elo,118,Western Armenia,,0.0673,0.0287,0.0385,0.0548,1520.4
2026-06-28,elo,119,North Korea,AFC,0.0705,0.0254,0.0451,0.2048,1518.2
2026-06-28,elo,120,Vietnam,AFC,0.0667,0.0293,0.0374,-0.0971,1517.0
2026-06-28,elo,121,Shetland,,0.0583,0.0377,0.0206,0.1549,1513.4
2026-06-28,elo,122,Nicaragua,CONCACAF,0.0562,0.0398,0.0164,0.1191,1513.2
2026-06-28,elo,123,Madagascar,CAF,0.0518,0.0441,0.0077,0.0487,1510.1
2026-06-28,elo,124,Felvidék,,0.057,0.039,0.018,0.0895,1509.9
2026-06-28,elo,125,Uganda,CAF,0.0606,0.0353,0.0253,0.0668,1507.6
2026-06-28,elo,126,Belarus,UEFA,0.0478,0.0482,-0.0004,0.1111,1507.0
2026-06-28,elo,127,United Koreans in Japan,,0.0551,0.0408,0.0143,-0.0334,1506.1
2026-06-28,elo,128,Dominican Republic,CONCACAF,0.0467,0.0493,-0.0026,-0.0516,1501.6
2026-06-28,elo,129,Niger,CAF,0.0357,0.0603,-0.0246,0.0908,1499.7
2026-06-28,elo,130,El Salvador,CONCACAF,0.0541,0.0419,0.0123,0.1719,1498.7
2026-06-28,elo,131,Székely Land,,0.0442,0.0518,-0.0076,0.1153,1498.7
2026-06-28,elo,132,Togo,CAF,0.0383,0.0577,-0.0194,0.1037,1493.0
2026-06-28,elo,133,Mozambique,CAF,0.0352,0.0608,-0.0256,0.1021,1491.1
2026-06-28,elo,134,Kuwait,AFC,0.039,0.057,-0.018,0.0983,1490.9
2026-06-28,elo,135,Greenland,,0.041,0.055,-0.014,-0.1386,1486.6
2026-06-28,elo,136,Kyrgyzstan,AFC,0.0337,0.0622,-0.0285,0.0862,1485.1
2026-06-28,elo,137,Sápmi,,0.0348,0.0611,-0.0263,0.1781,1485.0
2026-06-28,elo,138,Comoros,CAF,0.0237,0.0722,-0.0485,0.0776,1484.0
2026-06-28,elo,139,Lebanon,AFC,0.0343,0.0616,-0.0273,-0.1043,1483.1
2026-06-28,elo,140,Martinique,CONCACAF,0.0399,0.0561,-0.0162,0.1118,1482.7
2026-06-28,elo,141,Mayotte,,0.0304,0.0655,-0.0351,-0.1292,1481.9
2026-06-28,elo,142,Tajikistan,AFC,0.0297,0.0662,-0.0365,-0.1581,1481.6
2026-06-28,elo,143,Orkney,,0.0289,0.0671,-0.0381,-0.0411,1480.3
2026-06-28,elo,144,South Ossetia,,0.0239,0.0721,-0.0482,0.147,1477.9
2026-06-28,elo,145,French Guiana,CONCACAF,0.0333,0.0627,-0.0294,-0.1189,1477.1
2026-06-28,elo,146,Sudan,CAF,0.0191,0.0768,-0.0577,0.1664,1473.9
2026-06-28,elo,147,Papua New Guinea,OFC,0.0243,0.0716,-0.0473,-0.1396,1473.8
2026-06-28,elo,148,Zimbabwe,CAF,0.0242,0.0718,-0.0476,0.1433,1471.4
2026-06-28,elo,149,Kenya,CAF,0.0211,0.0748,-0.0537,-0.0286,1468.5
2026-06-28,elo,150,Sierra Leone,CAF,0.0153,0.0807,-0.0655,-0.0037,1466.3
2026-06-28,elo,151,Åland Islands,,0.0154,0.0805,-0.0651,-0.0393,1462.7
2026-06-28,elo,152,Bulgaria,UEFA,0.0098,0.0862,-0.0765,0.1555,1460.2
2026-06-28,elo,153,Vanuatu,OFC,0.0033,0.0927,-0.0894,-0.0888,1450.4
2026-06-28,elo,154,Mauritania,CAF,-0.0054,0.1014,-0.1068,0.1916,1441.8
2026-06-28,elo,155,Equatorial Guinea,CAF,-0.0012,0.0972,-0.0984,0.0559,1441.1
2026-06-28,elo,156,Rwanda,CAF,-0.0118,0.1078,-0.1197,0.1551,1440.2
2026-06-28,elo,157,Turkmenistan,AFC,-0.0111,0.1071,-0.1182,-0.0838,1437.1
2026-06-28,elo,158,Fiji,OFC,-0.004,0.1,-0.104,-0.0932,1436.0
2026-06-28,elo,159,Liberia,CAF,-0.0152,0.1112,-0.1264,0.0459,1435.9
2026-06-28,elo,160,Malawi,CAF,-0.0152,0.1112,-0.1264,-0.0209,1434.7
2026-06-28,elo,161,Western Isles,,-0.0186,0.1146,-0.1332,0.159,1434.0
2026-06-28,elo,162,Cuba,CONCACAF,-0.0167,0.1127,-0.1294,-0.0301,1432.9
2026-06-28,elo,163,Kazakhstan,UEFA,-0.0264,0.1224,-0.1488,0.0628,1432.2
2026-06-28,elo,164,Hitra,,-0.021,0.1169,-0.1379,-0.1331,1429.8
2026-06-28,elo,165,Montenegro,UEFA,-0.0202,0.1162,-0.1364,0.0556,1423.3
2026-06-28,elo,166,Lesotho,CAF,-0.0375,0.1335,-0.1709,0.0548,1416.8
2026-06-28,elo,167,Raetia,,-0.0417,0.1377,-0.1794,-0.197,1415.9
2026-06-28,elo,168,Namibia,CAF,-0.0266,0.1226,-0.1493,0.0254,1415.7
2026-06-28,elo,169,Tanzania,CAF,-0.0311,0.1271,-0.1582,0.1239,1415.4
2026-06-28,elo,170,Philippines,AFC,-0.0412,0.1372,-0.1784,-0.2595,1411.0
2026-06-28,elo,171,Puerto Rico,CONCACAF,-0.0423,0.1383,-0.1806,-0.1926,1407.9
2026-06-28,elo,172,Ethiopia,CAF,-0.0529,0.1489,-0.2018,0.0407,1392.3
2026-06-28,elo,173,Saint Vincent and the Grenadines,CONCACAF,-0.0662,0.1622,-0.2284,-0.2583,1388.0
2026-06-28,elo,174,Burundi,CAF,-0.0563,0.1523,-0.2086,0.1144,1386.4
2026-06-28,elo,175,Botswana,CAF,-0.06,0.1559,-0.2159,0.1048,1384.0
2026-06-28,elo,176,Yemen,AFC,-0.0713,0.1673,-0.2387,-0.217,1377.6
2026-06-28,elo,177,Luxembourg,UEFA,-0.0747,0.1707,-0.2454,0.2305,1376.4
2026-06-28,elo,178,Hong Kong,AFC,-0.0707,0.1667,-0.2374,-0.2506,1375.8
2026-06-28,elo,179,Saint Martin,CONCACAF,-0.0884,0.1843,-0.2727,-0.42,1367.6
2026-06-28,elo,180,Bermuda,CONCACAF,-0.075,0.171,-0.246,-0.0133,1365.9
2026-06-28,elo,181,Solomon Islands,OFC,-0.0689,0.1648,-0.2337,-0.0924,1363.4
2026-06-28,elo,182,Central African Republic,CAF,-0.0788,0.1748,-0.2536,0.0829,1361.6
2026-06-28,elo,183,Guinea-Bissau,CAF,-0.078,0.174,-0.2521,0.0853,1361.0
2026-06-28,elo,184,Chagos Islands,,-0.0838,0.1798,-0.2636,0.0201,1360.4
2026-06-28,elo,185,Sint Maarten,CONCACAF,-0.092,0.1879,-0.2799,-0.3136,1359.1
2026-06-28,elo,186,Barawa,,-0.082,0.1779,-0.2599,0.0862,1358.3
2026-06-28,elo,187,Singapore,AFC,-0.0946,0.1905,-0.2851,-0.232,1354.5
2026-06-28,elo,188,Armenia,UEFA,-0.0945,0.1905,-0.285,0.128,1345.5
2026-06-28,elo,189,Faroe Islands,UEFA,-0.1168,0.2128,-0.3296,-0.0924,1342.4
2026-06-28,elo,190,Estonia,UEFA,-0.1039,0.1999,-0.3038,0.0555,1337.6
2026-06-28,elo,191,Belize,CONCACAF,-0.1162,0.2122,-0.3285,-0.1546,1328.5
2026-06-28,elo,192,Congo,CAF,-0.1067,0.2027,-0.3095,0.1091,1326.1
2026-06-28,elo,193,Azerbaijan,UEFA,-0.1184,0.2144,-0.3327,0.0854,1325.7
2026-06-28,elo,194,Eswatini,CAF,-0.1193,0.2152,-0.3345,0.0082,1324.3
2026-06-28,elo,195,Grenada,CONCACAF,-0.13,0.2259,-0.3559,-0.1269,1315.9
2026-06-28,elo,196,Montserrat,CONCACAF,-0.1231,0.2191,-0.3422,-0.1422,1315.2
2026-06-28,elo,197,Saint Kitts and Nevis,CONCACAF,-0.1256,0.2215,-0.3471,-0.2963,1308.1
2026-06-28,elo,198,Aruba,CONCACAF,-0.1541,0.2501,-0.4042,-0.3333,1291.1
2026-06-28,elo,199,Tibet,,-0.1542,0.2502,-0.4044,0.1162,1287.0
2026-06-28,elo,200,Samoa,OFC,-0.1562,0.2522,-0.4084,-0.2351,1286.9
2026-06-28,elo,201,India,AFC,-0.1433,0.2393,-0.3826,-0.1499,1285.4
2026-06-28,elo,202,Cyprus,UEFA,-0.1654,0.2614,-0.4268,0.0004,1278.3
2026-06-28,elo,203,South Sudan,CAF,-0.1702,0.2662,-0.4363,0.0607,1274.9
2026-06-28,elo,204,Cook Islands,OFC,-0.164,0.26,-0.424,-0.2765,1272.4
2026-06-28,elo,205,Saint Lucia,CONCACAF,-0.1644,0.2603,-0.4247,-0.2648,1268.1
2026-06-28,elo,206,Malta,UEFA,-0.1874,0.2834,-0.4707,-0.0045,1264.6
2026-06-28,elo,207,Tuvalu,OFC,-0.1773,0.2732,-0.4505,-0.26,1263.9
2026-06-28,elo,208,Falkland Islands,,-0.1802,0.2762,-0.4564,0.1182,1262.6
2026-06-28,elo,209,Lithuania,UEFA,-0.1867,0.2826,-0.4693,0.0337,1255.3
2026-06-28,elo,210,Afghanistan,AFC,-0.1743,0.2703,-0.4446,-0.3033,1254.4
2026-06-28,elo,211,Latvia,UEFA,-0.192,0.288,-0.48,-0.0606,1248.9
2026-06-28,elo,212,Dominica,CONCACAF,-0.1922,0.2882,-0.4804,-0.3139,1244.7
2026-06-28,elo,213,Chad,CAF,-0.195,0.2909,-0.4859,0.053,1244.2
2026-06-28,elo,214,Frøya,,-0.2043,0.3003,-0.5046,0.011,1235.5
2026-06-28,elo,215,Mauritius,CAF,-0.2131,0.3091,-0.5222,-0.1134,1229.0
2026-06-28,elo,216,Moldova,UEFA,-0.2153,0.3113,-0.5267,-0.0198,1224.9
2026-06-28,elo,217,Pakistan,AFC,-0.2261,0.3221,-0.5482,-0.2724,1222.5
2026-06-28,elo,218,Myanmar,AFC,-0.2247,0.3207,-0.5454,-0.1978,1214.7
2026-06-28,elo,219,Bangladesh,AFC,-0.2304,0.3264,-0.5568,-0.4304,1214.6
2026-06-28,elo,220,Alderney,,-0.2341,0.3301,-0.5642,0.3009,1209.3
2026-06-28,elo,221,São Tomé and Príncipe,CAF,-0.2376,0.3335,-0.5711,-0.0571,1202.6
2026-06-28,elo,222,Tonga,OFC,-0.2396,0.3356,-0.5752,-0.3622,1202.4
2026-06-28,elo,223,Bonaire,CONCACAF,-0.2315,0.3275,-0.559,-0.3546,1201.3
2026-06-28,elo,224,Barbados,CONCACAF,-0.2338,0.3297,-0.5635,-0.2916,1193.9
2026-06-28,elo,225,Cambodia,AFC,-0.2541,0.35,-0.6041,-0.3552,1187.2
2026-06-28,elo,226,Nepal,AFC,-0.2491,0.3451,-0.5942,-0.2817,1186.9
2026-06-28,elo,227,Antigua and Barbuda,CONCACAF,-0.2366,0.3325,-0.5691,-0.2104,1182.6
2026-06-28,elo,228,Taiwan,AFC,-0.2842,0.3801,-0.6643,-0.169,1146.9
2026-06-28,elo,229,Somalia,CAF,-0.3065,0.4024,-0.7089,0.0335,1136.3
2026-06-28,elo,230,British Virgin Islands,CONCACAF,-0.3169,0.4129,-0.7298,-0.5032,1127.7
2026-06-28,elo,231,Sri Lanka,AFC,-0.3168,0.4127,-0.7295,-0.4362,1124.9
2026-06-28,elo,232,Northern Mariana Islands,AFC,-0.3157,0.4117,-0.7274,-0.5073,1124.6
2026-06-28,elo,233,Djibouti,CAF,-0.3183,0.4143,-0.7326,-0.0031,1120.3
2026-06-28,elo,234,Cayman Islands,CONCACAF,-0.3138,0.4098,-0.7236,-0.4883,1118.0
2026-06-28,elo,235,Mongolia,AFC,-0.3203,0.4163,-0.7365,-0.3835,1104.4
2026-06-28,elo,236,Guam,AFC,-0.3307,0.4267,-0.7575,-0.4395,1101.9
2026-06-28,elo,237,Turks and Caicos Islands,CONCACAF,-0.3346,0.4306,-0.7651,-0.5973,1095.8
2026-06-28,elo,238,United States Virgin Islands,CONCACAF,-0.3428,0.4388,-0.7817,-0.5683,1095.5
2026-06-28,elo,239,Maldives,AFC,-0.3316,0.4276,-0.7592,-0.4123,1092.3
2026-06-28,elo,240,American Samoa,OFC,-0.3331,0.4291,-0.7622,-0.5516,1090.3
2026-06-28,elo,241,Gibraltar,UEFA,-0.3545,0.4505,-0.805,-0.1096,1082.6
2026-06-28,elo,242,Andorra,UEFA,-0.3683,0.4642,-0.8325,-0.0594,1070.5
2026-06-28,elo,243,Laos,AFC,-0.3771,0.4731,-0.8501,-0.2891,1056.5
2026-06-28,elo,244,Timor-Leste,AFC,-0.3829,0.4788,-0.8617,-0.3647,1054.4
2026-06-28,elo,245,Brunei,AFC,-0.3832,0.4792,-0.8624,-0.4341,1048.8
2026-06-28,elo,246,Bahamas,CONCACAF,-0.3809,0.4769,-0.8578,-0.4382,1036.6
2026-06-28,elo,247,Seychelles,CAF,-0.3931,0.4891,-0.8822,-0.0885,1035.1
2026-06-28,elo,248,Anguilla,CONCACAF,-0.4255,0.5215,-0.947,-0.4553,1007.5
2026-06-28,elo,249,Bhutan,AFC,-0.4332,0.5292,-0.9624,-0.4375,999.6
2026-06-28,elo,250,Macau,AFC,-0.4259,0.5219,-0.9479,-0.5327,995.0
2026-06-28,elo,251,Liechtenstein,UEFA,-0.4924,0.5883,-1.0807,-0.1126,926.0
2026-06-28,elo,252,San Marino,UEFA,-0.5822,0.6781,-1.2603,-0.1542,846.4
