as_of,engine,rank,team,confederation,attack,defence,rating,opp_rating,elo
2026-06-15,elo,56,Greece,UEFA,0.2293,-0.1397,0.3691,0.3092,1694.2
2026-06-15,elo,57,Padania,,0.234,-0.1444,0.3784,0.0647,1692.6
2026-06-15,elo,58,Czech Republic,UEFA,0.2304,-0.1408,0.3712,0.1917,1690.2
2026-06-15,elo,59,Poland,UEFA,0.23,-0.1404,0.3704,0.3006,1687.4
2026-06-15,elo,60,Saudi Arabia,AFC,0.2251,-0.1355,0.3606,0.3495,1684.8
2026-06-15,elo,61,Haiti,CONCACAF,0.2192,-0.1296,0.3489,0.1228,1679.0
2026-06-15,elo,62,Hungary,UEFA,0.2141,-0.1245,0.3385,0.2941,1674.7
2026-06-15,elo,63,United Arab Emirates,AFC,0.2121,-0.1226,0.3347,0.2327,1673.9
2026-06-15,elo,64,Jamaica,CONCACAF,0.2115,-0.1219,0.3334,0.2306,1671.2
2026-06-15,elo,65,Kosovo,UEFA,0.1993,-0.1097,0.309,0.1144,1669.8
2026-06-15,elo,66,Republic of Ireland,UEFA,0.2074,-0.1178,0.3251,0.2805,1668.8
2026-06-15,elo,67,Tunisia,CAF,0.204,-0.1144,0.3184,0.2361,1658.8
2026-06-15,elo,68,Bolivia,CONMEBOL,0.1944,-0.1048,0.2993,0.6278,1658.4
2026-06-15,elo,69,Slovakia,UEFA,0.1968,-0.1072,0.304,0.1536,1655.9
2026-06-15,elo,70,Wales,UEFA,0.193,-0.1034,0.2963,0.2213,1649.3
2026-06-15,elo,71,South Africa,CAF,0.1867,-0.0971,0.2837,0.1297,1646.0
2026-06-15,elo,72,Burkina Faso,CAF,0.185,-0.0954,0.2805,0.0984,1643.4
2026-06-15,elo,73,Cape Verde,CAF,0.1755,-0.0859,0.2613,0.1013,1637.8
2026-06-15,elo,74,Slovenia,UEFA,0.172,-0.0824,0.2543,0.2247,1635.0
2026-06-15,elo,75,Guatemala,CONCACAF,0.1738,-0.0842,0.258,0.2611,1633.1
2026-06-15,elo,76,Abkhazia,,0.172,-0.0824,0.2545,0.0892,1632.3
2026-06-15,elo,77,Ynys Môn,,0.1581,-0.0685,0.2266,0.1271,1621.5
2026-06-15,elo,78,Syria,AFC,0.1591,-0.0695,0.2286,0.0895,1617.7
2026-06-15,elo,79,Georgia,UEFA,0.1512,-0.0617,0.2129,0.2439,1615.7
2026-06-15,elo,80,Ghana,CAF,0.1569,-0.0673,0.2241,0.2548,1611.3
2026-06-15,elo,81,Kárpátalja,,0.1481,-0.0585,0.2067,0.1435,1611.2
2026-06-15,elo,82,New Caledonia,OFC,0.1508,-0.0612,0.212,-0.1138,1610.8
2026-06-15,elo,83,Romania,UEFA,0.1472,-0.0576,0.2048,0.0634,1603.8
2026-06-15,elo,84,Palestine,AFC,0.1432,-0.0536,0.1968,0.177,1602.5
2026-06-15,elo,85,Réunion,,0.1446,-0.055,0.1996,-0.2158,1600.3
2026-06-15,elo,86,Curaçao,CONCACAF,0.1357,-0.0461,0.1818,0.1005,1597.3
2026-06-15,elo,87,Israel,UEFA,0.1342,-0.0446,0.1788,0.2142,1595.7
2026-06-15,elo,88,Suriname,CONCACAF,0.1332,-0.0436,0.1767,0.1407,1594.8
2026-06-15,elo,89,Tamil Eelam,,0.1304,-0.0409,0.1713,-0.3412,1591.9
2026-06-15,elo,90,Qatar,AFC,0.1372,-0.0476,0.1849,0.2531,1590.2
2026-06-15,elo,91,Panjab,,0.1289,-0.0394,0.1683,0.0481,1587.0
2026-06-15,elo,92,Oman,AFC,0.1311,-0.0415,0.1726,0.1711,1584.8
2026-06-15,elo,93,Angola,CAF,0.121,-0.0314,0.1525,0.0946,1583.5
2026-06-15,elo,94,Albania,UEFA,0.1213,-0.0317,0.1531,0.1234,1581.7
2026-06-15,elo,95,Bosnia and Herzegovina,UEFA,0.1205,-0.0309,0.1515,0.2031,1577.4
2026-06-15,elo,96,Northern Ireland,UEFA,0.1185,-0.0289,0.1473,0.2254,1576.2
2026-06-15,elo,97,Guinea,CAF,0.1159,-0.0263,0.1422,0.0826,1573.9
2026-06-15,elo,98,Thailand,AFC,0.1148,-0.0252,0.14,-0.1139,1572.5
2026-06-15,elo,99,Ellan Vannin,,0.1134,-0.0238,0.1372,0.0967,1570.7
2026-06-15,elo,100,China,AFC,0.1123,-0.0227,0.1351,0.2429,1566.4
2026-06-15,elo,101,Menorca,,0.1108,-0.0212,0.132,0.1676,1564.6
2026-06-15,elo,102,Benin,CAF,0.1011,-0.0115,0.1126,0.1899,1558.6
2026-06-15,elo,103,Zanzibar,CAF,0.1005,-0.0109,0.1114,0.066,1558.6
2026-06-15,elo,104,North Macedonia,UEFA,0.0939,-0.0043,0.0982,0.0572,1552.6
2026-06-15,elo,105,Iceland,UEFA,0.0941,-0.0045,0.0987,0.3403,1548.7
2026-06-15,elo,106,Bahrain,AFC,0.0955,-0.0059,0.1014,0.1826,1547.7
2026-06-15,elo,107,Zambia,CAF,0.0859,0.0037,0.0822,0.1878,1541.1
2026-06-15,elo,108,Gabon,CAF,0.0817,0.0079,0.0738,0.1271,1538.3
2026-06-15,elo,109,Guadeloupe,CONCACAF,0.0792,0.0104,0.0689,-0.0862,1537.9
2026-06-15,elo,110,Gambia,CAF,0.0761,0.0135,0.0625,0.072,1535.8
2026-06-15,elo,111,Trinidad and Tobago,CONCACAF,0.0779,0.0117,0.0663,0.1647,1533.0
2026-06-15,elo,112,Tahiti,OFC,0.0758,0.0138,0.0619,-0.0957,1532.2
2026-06-15,elo,113,Libya,CAF,0.074,0.0156,0.0584,0.0384,1530.3
2026-06-15,elo,114,Malaysia,AFC,0.0678,0.0217,0.0461,-0.1946,1529.4
2026-06-15,elo,115,Indonesia,AFC,0.0665,0.0231,0.0435,0.0292,1527.2
2026-06-15,elo,116,Guyana,CONCACAF,0.064,0.0256,0.0384,-0.1809,1523.9
2026-06-15,elo,117,Finland,UEFA,0.0701,0.0194,0.0507,0.2174,1522.3
2026-06-15,elo,118,Western Armenia,,0.0644,0.0252,0.0392,0.0556,1520.4
2026-06-15,elo,119,North Korea,AFC,0.0655,0.0241,0.0414,0.2599,1518.2
2026-06-15,elo,120,Vietnam,AFC,0.0627,0.0269,0.0358,-0.0821,1517.0
2026-06-15,elo,121,Shetland,,0.0563,0.0333,0.023,0.1572,1513.4
2026-06-15,elo,122,Nicaragua,CONCACAF,0.0549,0.0347,0.0203,0.1237,1513.2
2026-06-15,elo,123,Madagascar,CAF,0.0511,0.0385,0.0126,0.0378,1510.1
2026-06-15,elo,124,Felvidék,,0.0541,0.0355,0.0186,0.0913,1509.9
2026-06-15,elo,125,Uganda,CAF,0.0554,0.0342,0.0212,0.0639,1507.6
2026-06-15,elo,126,Belarus,UEFA,0.0475,0.0421,0.0053,0.1146,1507.0
2026-06-15,elo,127,United Koreans in Japan,,0.0515,0.0381,0.0134,-0.0338,1506.1
2026-06-15,elo,128,Dominican Republic,CONCACAF,0.0447,0.0449,-0.0002,-0.0411,1501.6
2026-06-15,elo,129,Niger,CAF,0.0373,0.0523,-0.0149,0.0841,1499.7
2026-06-15,elo,130,El Salvador,CONCACAF,0.048,0.0416,0.0063,0.1917,1498.7
2026-06-15,elo,131,Székely Land,,0.042,0.0476,-0.0055,0.1164,1498.7
2026-06-15,elo,132,Togo,CAF,0.0362,0.0534,-0.0171,0.099,1493.0
2026-06-15,elo,133,Mozambique,CAF,0.0337,0.0559,-0.0222,0.095,1491.1
2026-06-15,elo,134,Kuwait,AFC,0.0358,0.0538,-0.018,0.1307,1490.9
2026-06-15,elo,135,Greenland,,0.0353,0.0543,-0.0189,-0.1403,1486.6
2026-06-15,elo,136,Kyrgyzstan,AFC,0.0304,0.0592,-0.0288,0.1086,1485.1
2026-06-15,elo,137,Sápmi,,0.031,0.0586,-0.0276,0.1801,1485.0
2026-06-15,elo,138,Comoros,CAF,0.024,0.0656,-0.0417,0.0714,1484.0
2026-06-15,elo,139,Lebanon,AFC,0.03,0.0596,-0.0297,-0.0875,1483.1
2026-06-15,elo,140,Martinique,CONCACAF,0.0331,0.0565,-0.0233,0.1291,1482.7
2026-06-15,elo,141,Mayotte,,0.0271,0.0625,-0.0353,-0.1302,1481.9
2026-06-15,elo,142,Tajikistan,AFC,0.0266,0.063,-0.0364,-0.1464,1481.6
2026-06-15,elo,143,Orkney,,0.0256,0.064,-0.0384,-0.0413,1480.3
2026-06-15,elo,144,South Ossetia,,0.0216,0.068,-0.0463,0.1492,1477.9
2026-06-15,elo,145,French Guiana,CONCACAF,0.0269,0.0627,-0.0357,-0.1192,1477.1
2026-06-15,elo,146,Sudan,CAF,0.0172,0.0724,-0.0552,0.1626,1473.9
2026-06-15,elo,147,Papua New Guinea,OFC,0.0203,0.0693,-0.049,-0.1435,1473.8
2026-06-15,elo,148,Zimbabwe,CAF,0.0194,0.0702,-0.0508,0.1348,1471.4
2026-06-15,elo,149,Kenya,CAF,0.0163,0.0733,-0.057,-0.0274,1468.5
2026-06-15,elo,150,Sierra Leone,CAF,0.0119,0.0777,-0.0658,-0.0112,1466.3
2026-06-15,elo,151,Åland Islands,,0.0105,0.079,-0.0685,-0.0401,1462.7
2026-06-15,elo,152,Bulgaria,UEFA,0.0062,0.0834,-0.0772,0.1555,1460.2
2026-06-15,elo,153,Vanuatu,OFC,-0.0016,0.0911,-0.0927,-0.0844,1450.4
2026-06-15,elo,154,Mauritania,CAF,-0.0102,0.0998,-0.1099,0.1837,1441.8
2026-06-15,elo,155,Equatorial Guinea,CAF,-0.0079,0.0975,-0.1055,0.0605,1441.1
2026-06-15,elo,156,Rwanda,CAF,-0.0146,0.1042,-0.1189,0.1521,1440.2
2026-06-15,elo,157,Turkmenistan,AFC,-0.0154,0.105,-0.1204,-0.059,1437.1
2026-06-15,elo,158,Fiji,OFC,-0.0117,0.1012,-0.1129,-0.0925,1436.0
2026-06-15,elo,159,Liberia,CAF,-0.0184,0.108,-0.1264,0.0391,1435.9
2026-06-15,elo,160,Malawi,CAF,-0.0189,0.1084,-0.1273,-0.0222,1434.7
2026-06-15,elo,161,Western Isles,,-0.0211,0.1107,-0.1318,0.1611,1434.0
2026-06-15,elo,162,Cuba,CONCACAF,-0.0204,0.11,-0.1305,-0.0288,1432.9
2026-06-15,elo,163,Kazakhstan,UEFA,-0.0265,0.1161,-0.1427,0.0581,1432.2
2026-06-15,elo,164,Hitra,,-0.0242,0.1138,-0.138,-0.1346,1429.8
2026-06-15,elo,165,Montenegro,UEFA,-0.0263,0.1159,-0.1423,0.0528,1423.3
2026-06-15,elo,166,Lesotho,CAF,-0.0393,0.1289,-0.1682,0.0456,1416.8
2026-06-15,elo,167,Raetia,,-0.0421,0.1317,-0.1739,-0.1998,1415.9
2026-06-15,elo,168,Namibia,CAF,-0.0332,0.1228,-0.1561,0.0228,1415.7
2026-06-15,elo,169,Tanzania,CAF,-0.036,0.1256,-0.1615,0.1142,1415.4
2026-06-15,elo,170,Philippines,AFC,-0.0438,0.1334,-0.1771,-0.2549,1411.0
2026-06-15,elo,171,Puerto Rico,CONCACAF,-0.0457,0.1352,-0.1809,-0.1958,1407.9
2026-06-15,elo,172,Ethiopia,CAF,-0.0582,0.1478,-0.2059,0.0237,1392.3
2026-06-15,elo,173,Saint Vincent and the Grenadines,CONCACAF,-0.0678,0.1574,-0.2252,-0.2633,1388.0
2026-06-15,elo,174,Burundi,CAF,-0.0625,0.1521,-0.2146,0.115,1386.4
2026-06-15,elo,175,Botswana,CAF,-0.0656,0.1552,-0.2207,0.0924,1384.0
2026-06-15,elo,176,Yemen,AFC,-0.075,0.1646,-0.2396,-0.2038,1377.6
2026-06-15,elo,177,Luxembourg,UEFA,-0.0775,0.1671,-0.2445,0.2255,1376.4
2026-06-15,elo,178,Hong Kong,AFC,-0.0753,0.1649,-0.2402,-0.2393,1375.8
2026-06-15,elo,179,Saint Martin,CONCACAF,-0.0891,0.1787,-0.2678,-0.4282,1367.6
2026-06-15,elo,180,Bermuda,CONCACAF,-0.0816,0.1712,-0.2528,-0.0182,1365.9
2026-06-15,elo,181,Solomon Islands,OFC,-0.0791,0.1687,-0.2478,-0.0919,1363.4
2026-06-15,elo,182,Central African Republic,CAF,-0.0858,0.1754,-0.2612,0.0708,1361.6
2026-06-15,elo,183,Guinea-Bissau,CAF,-0.0856,0.1752,-0.2607,0.0795,1361.0
2026-06-15,elo,184,Chagos Islands,,-0.0893,0.1788,-0.2681,0.0204,1360.4
2026-06-15,elo,185,Sint Maarten,CONCACAF,-0.0947,0.1842,-0.2789,-0.3146,1359.1
2026-06-15,elo,186,Barawa,,-0.089,0.1786,-0.2676,0.088,1358.3
2026-06-15,elo,187,Singapore,AFC,-0.098,0.1876,-0.2857,-0.23,1354.5
2026-06-15,elo,188,Armenia,UEFA,-0.1016,0.1912,-0.2928,0.1285,1345.5
2026-06-15,elo,189,Faroe Islands,UEFA,-0.1161,0.2057,-0.3218,-0.0929,1342.4
2026-06-15,elo,190,Estonia,UEFA,-0.1103,0.1999,-0.3102,0.0504,1337.6
2026-06-15,elo,191,Belize,CONCACAF,-0.1213,0.2109,-0.3321,-0.1501,1328.5
2026-06-15,elo,192,Congo,CAF,-0.1166,0.2061,-0.3227,0.0988,1326.1
2026-06-15,elo,193,Azerbaijan,UEFA,-0.1237,0.2133,-0.3369,0.0815,1325.7
2026-06-15,elo,194,Eswatini,CAF,-0.1241,0.2137,-0.3377,-0.0017,1324.3
2026-06-15,elo,195,Grenada,CONCACAF,-0.1345,0.2241,-0.3585,-0.1261,1315.9
2026-06-15,elo,196,Montserrat,CONCACAF,-0.1307,0.2202,-0.3509,-0.135,1315.2
2026-06-15,elo,197,Saint Kitts and Nevis,CONCACAF,-0.1349,0.2245,-0.3594,-0.2986,1308.1
2026-06-15,elo,198,Aruba,CONCACAF,-0.1587,0.2483,-0.407,-0.3337,1291.1
2026-06-15,elo,199,Tibet,,-0.1604,0.25,-0.4104,0.1222,1287.0
2026-06-15,elo,200,Samoa,OFC,-0.1617,0.2512,-0.4129,-0.2335,1286.9
2026-06-15,elo,201,India,AFC,-0.1545,0.2441,-0.3986,-0.1385,1285.4
2026-06-15,elo,202,Cyprus,UEFA,-0.1706,0.2601,-0.4307,-0.0024,1278.3
2026-06-15,elo,203,South Sudan,CAF,-0.1747,0.2643,-0.4391,0.051,1274.9
2026-06-15,elo,204,Cook Islands,OFC,-0.172,0.2616,-0.4337,-0.2793,1272.4
2026-06-15,elo,205,Saint Lucia,CONCACAF,-0.1739,0.2635,-0.4375,-0.2652,1268.1
2026-06-15,elo,206,Malta,UEFA,-0.1891,0.2787,-0.4678,-0.011,1264.6
2026-06-15,elo,207,Tuvalu,OFC,-0.1833,0.2729,-0.4563,-0.2637,1263.9
2026-06-15,elo,208,Falkland Islands,,-0.1856,0.2752,-0.4608,0.121,1262.6
2026-06-15,elo,209,Lithuania,UEFA,-0.1923,0.2819,-0.4743,0.0296,1255.3
2026-06-15,elo,210,Afghanistan,AFC,-0.1853,0.2749,-0.4603,-0.2985,1254.4
2026-06-15,elo,211,Latvia,UEFA,-0.1981,0.2877,-0.4857,-0.0655,1248.9
2026-06-15,elo,212,Dominica,CONCACAF,-0.1998,0.2894,-0.4893,-0.3159,1244.7
2026-06-15,elo,213,Chad,CAF,-0.2017,0.2913,-0.493,0.0451,1244.2
2026-06-15,elo,214,Frøya,,-0.2108,0.3003,-0.5111,0.0112,1235.5
2026-06-15,elo,215,Mauritius,CAF,-0.2186,0.3081,-0.5267,-0.1205,1229.0
2026-06-15,elo,216,Moldova,UEFA,-0.2215,0.3111,-0.5326,-0.0205,1224.9
2026-06-15,elo,217,Pakistan,AFC,-0.2289,0.3185,-0.5475,-0.2714,1222.5
2026-06-15,elo,218,Myanmar,AFC,-0.2312,0.3208,-0.5519,-0.1995,1214.7
2026-06-15,elo,219,Bangladesh,AFC,-0.2346,0.3242,-0.5588,-0.4327,1214.6
2026-06-15,elo,220,Alderney,,-0.2389,0.3285,-0.5674,0.304,1209.3
2026-06-15,elo,221,São Tomé and Príncipe,CAF,-0.2436,0.3332,-0.5769,-0.0589,1202.6
2026-06-15,elo,222,Tonga,OFC,-0.2449,0.3345,-0.5794,-0.369,1202.4
2026-06-15,elo,223,Bonaire,CONCACAF,-0.2405,0.3301,-0.5707,-0.3568,1201.3
2026-06-15,elo,224,Barbados,CONCACAF,-0.2448,0.3344,-0.5793,-0.2922,1193.9
2026-06-15,elo,225,Cambodia,AFC,-0.2596,0.3492,-0.6088,-0.3559,1187.2
2026-06-15,elo,226,Nepal,AFC,-0.2568,0.3464,-0.6032,-0.2793,1186.9
2026-06-15,elo,227,Antigua and Barbuda,CONCACAF,-0.251,0.3406,-0.5915,-0.2136,1182.6
2026-06-15,elo,228,Taiwan,AFC,-0.2935,0.3831,-0.6767,-0.166,1146.9
2026-06-15,elo,229,Somalia,CAF,-0.3111,0.4007,-0.7118,0.0333,1136.3
2026-06-15,elo,230,British Virgin Islands,CONCACAF,-0.3207,0.4103,-0.7311,-0.511,1127.7
2026-06-15,elo,231,Sri Lanka,AFC,-0.3217,0.4113,-0.7331,-0.438,1124.9
2026-06-15,elo,232,Northern Mariana Islands,AFC,-0.3212,0.4108,-0.732,-0.5168,1124.6
2026-06-15,elo,233,Djibouti,CAF,-0.3245,0.4141,-0.7386,-0.0128,1120.3
2026-06-15,elo,234,Cayman Islands,CONCACAF,-0.3227,0.4123,-0.735,-0.4929,1118.0
2026-06-15,elo,235,Mongolia,AFC,-0.332,0.4215,-0.7535,-0.3875,1104.4
2026-06-15,elo,236,Guam,AFC,-0.3392,0.4288,-0.768,-0.4451,1101.9
2026-06-15,elo,237,Turks and Caicos Islands,CONCACAF,-0.3439,0.4335,-0.7774,-0.6026,1095.8
2026-06-15,elo,238,United States Virgin Islands,CONCACAF,-0.349,0.4386,-0.7875,-0.5778,1095.5
2026-06-15,elo,239,Maldives,AFC,-0.3435,0.4331,-0.7766,-0.4129,1092.3
2026-06-15,elo,240,American Samoa,OFC,-0.3452,0.4348,-0.7801,-0.5585,1090.3
2026-06-15,elo,241,Gibraltar,UEFA,-0.3611,0.4506,-0.8117,-0.1165,1082.6
2026-06-15,elo,242,Andorra,UEFA,-0.3741,0.4637,-0.8378,-0.063,1070.5
2026-06-15,elo,243,Laos,AFC,-0.3849,0.4745,-0.8593,-0.291,1056.5
2026-06-15,elo,244,Timor-Leste,AFC,-0.3892,0.4788,-0.868,-0.369,1054.4
2026-06-15,elo,245,Brunei,AFC,-0.3916,0.4812,-0.8728,-0.4382,1048.8
2026-06-15,elo,246,Bahamas,CONCACAF,-0.395,0.4846,-0.8797,-0.4442,1036.6
2026-06-15,elo,247,Seychelles,CAF,-0.4029,0.4925,-0.8954,-0.0887,1035.1
2026-06-15,elo,248,Anguilla,CONCACAF,-0.4332,0.5228,-0.956,-0.4607,1007.5
2026-06-15,elo,249,Bhutan,AFC,-0.441,0.5306,-0.9716,-0.4418,999.6
2026-06-15,elo,250,Macau,AFC,-0.4385,0.528,-0.9665,-0.539,995.0
2026-06-15,elo,251,Liechtenstein,UEFA,-0.5055,0.595,-1.1005,-0.1174,926.0
2026-06-15,elo,252,San Marino,UEFA,-0.5906,0.6802,-1.2709,-0.1607,846.4
