as_of,engine,rank,team,confederation,attack,defence,rating,opp_rating
2026-06-29,dc,1,Argentina,CONMEBOL,1.4363,-1.7651,3.2014,1.6325
2026-06-29,dc,2,Spain,UEFA,1.5707,-1.442,3.0127,1.8244
2026-06-29,dc,3,Brazil,CONMEBOL,1.5463,-1.2731,2.8194,1.9516
2026-06-29,dc,4,England,UEFA,1.3429,-1.4736,2.8165,1.5452
2026-06-29,dc,5,France,UEFA,1.5032,-1.2596,2.7627,1.8783
2026-06-29,dc,6,Portugal,UEFA,1.465,-1.2693,2.7342,1.6738
2026-06-29,dc,7,Colombia,CONMEBOL,1.3826,-1.2565,2.6391,1.9045
2026-06-29,dc,8,Netherlands,UEFA,1.477,-1.1023,2.5793,1.6986
2026-06-29,dc,9,Germany,UEFA,1.5493,-0.9809,2.5303,1.7992
2026-06-29,dc,10,Morocco,CAF,1.0504,-1.4768,2.5272,1.1026
2026-06-29,dc,11,Belgium,UEFA,1.3981,-1.1237,2.5218,1.4995
2026-06-29,dc,12,Denmark,UEFA,1.2025,-1.215,2.4175,1.6544
2026-06-29,dc,13,Japan,AFC,1.2098,-1.1874,2.3971,1.2353
2026-06-29,dc,14,Switzerland,UEFA,1.3027,-0.9959,2.2986,1.7295
2026-06-29,dc,15,Ecuador,CONMEBOL,0.8694,-1.4202,2.2896,1.8028
2026-06-29,dc,16,Italy,UEFA,1.1968,-1.0849,2.2817,1.6748
2026-06-29,dc,17,Norway,UEFA,1.3734,-0.8993,2.2727,1.5147
2026-06-29,dc,18,Uruguay,CONMEBOL,0.9818,-1.254,2.2358,1.8343
2026-06-29,dc,19,Croatia,UEFA,1.1948,-1.0156,2.2104,1.7249
2026-06-29,dc,20,Austria,UEFA,1.1525,-0.9994,2.1519,1.4514
2026-06-29,dc,21,Senegal,CAF,1.1247,-0.9995,2.1242,1.1492
2026-06-29,dc,22,Mexico,CONCACAF,1.0036,-1.0661,2.0697,1.4649
2026-06-29,dc,23,Algeria,CAF,1.1497,-0.8752,2.0249,1.0095
2026-06-29,dc,24,Greece,UEFA,0.9457,-1.0159,1.9616,1.5446
2026-06-29,dc,25,Australia,AFC,0.8874,-1.0636,1.951,1.1931
2026-06-29,dc,26,Russia,UEFA,0.881,-1.0576,1.9386,0.9969
2026-06-29,dc,27,Turkey,UEFA,1.1877,-0.7459,1.9336,1.5617
2026-06-29,dc,28,Ivory Coast,CAF,0.8422,-1.0733,1.9155,1.0207
2026-06-29,dc,29,Canada,CONCACAF,0.906,-0.9944,1.9005,1.2773
2026-06-29,dc,30,Iran,AFC,0.9697,-0.9075,1.8772,0.9418
2026-06-29,dc,31,Sweden,UEFA,1.2209,-0.6377,1.8586,1.6485
2026-06-29,dc,32,Paraguay,CONMEBOL,0.8067,-1.0176,1.8243,1.9392
2026-06-29,dc,33,Ukraine,UEFA,1.0447,-0.7601,1.8048,1.6302
2026-06-29,dc,34,Chile,CONMEBOL,1.004,-0.7942,1.7982,1.8709
