as_of,engine,rank,team,confederation,attack,defence,rating,opp_rating
2026-06-28,dc,1,Argentina,CONMEBOL,1.4374,-1.7667,3.2041,1.6345
2026-06-28,dc,2,Spain,UEFA,1.5721,-1.4431,3.0153,1.827
2026-06-28,dc,3,Brazil,CONMEBOL,1.5477,-1.2743,2.8221,1.9542
2026-06-28,dc,4,England,UEFA,1.3442,-1.4747,2.8189,1.5477
2026-06-28,dc,5,France,UEFA,1.5042,-1.261,2.7652,1.8807
2026-06-28,dc,6,Portugal,UEFA,1.4664,-1.2704,2.7368,1.6764
2026-06-28,dc,7,Colombia,CONMEBOL,1.3836,-1.2576,2.6412,1.9066
2026-06-28,dc,8,Netherlands,UEFA,1.4781,-1.1036,2.5817,1.7009
2026-06-28,dc,9,Germany,UEFA,1.5508,-0.9821,2.5328,1.8017
2026-06-28,dc,10,Morocco,CAF,1.0526,-1.4788,2.5314,1.1064
2026-06-28,dc,11,Belgium,UEFA,1.3993,-1.1249,2.5242,1.5019
2026-06-28,dc,12,Denmark,UEFA,1.2038,-1.2162,2.42,1.6569
2026-06-28,dc,13,Japan,AFC,1.2111,-1.1888,2.3999,1.2377
2026-06-28,dc,14,Switzerland,UEFA,1.3037,-0.9973,2.3009,1.7316
2026-06-28,dc,15,Ecuador,CONMEBOL,0.8704,-1.4213,2.2917,1.8049
2026-06-28,dc,16,Italy,UEFA,1.1981,-1.0861,2.2842,1.6773
2026-06-28,dc,17,Norway,UEFA,1.3747,-0.9006,2.2753,1.5173
2026-06-28,dc,18,Uruguay,CONMEBOL,0.9827,-1.2553,2.238,1.8364
2026-06-28,dc,19,Croatia,UEFA,1.196,-1.0169,2.2129,1.7274
2026-06-28,dc,20,Austria,UEFA,1.1539,-1.0006,2.1545,1.454
2026-06-28,dc,21,Senegal,CAF,1.1269,-1.0013,2.1282,1.1531
2026-06-28,dc,22,Mexico,CONCACAF,1.0044,-1.0674,2.0719,1.4669
2026-06-28,dc,23,Algeria,CAF,1.1518,-0.8771,2.0288,1.0134
2026-06-28,dc,24,Greece,UEFA,0.947,-1.0172,1.9642,1.5471
2026-06-28,dc,25,Australia,AFC,0.8886,-1.065,1.9536,1.1954
2026-06-28,dc,26,Russia,UEFA,0.8826,-1.059,1.9416,0.9998
