as_of,engine,rank,team,confederation,attack,defence,rating,opp_rating
2026-07-01,dc,76,United Arab Emirates,AFC,0.5402,-0.4478,0.9881,0.739
2026-07-01,dc,77,Bolivia,CONMEBOL,0.5769,-0.3851,0.962,1.8027
2026-07-01,dc,78,Iraq,AFC,0.4217,-0.5342,0.956,0.8984
2026-07-01,dc,79,Belarus,UEFA,0.5822,-0.3353,0.9175,1.1588
2026-07-01,dc,80,Benin,CAF,0.4686,-0.3824,0.851,1.0593
2026-07-01,dc,81,Gambia,CAF,0.677,-0.1734,0.8504,0.7407
2026-07-01,dc,82,Montenegro,UEFA,0.4855,-0.3645,0.85,1.0753
2026-07-01,dc,83,Togo,CAF,0.4392,-0.3953,0.8345,0.8469
2026-07-01,dc,84,Haiti,CONCACAF,0.608,-0.2194,0.8274,0.4457
2026-07-01,dc,85,Gabon,CAF,0.599,-0.2108,0.8098,0.8227
2026-07-01,dc,86,New Zealand,OFC,0.3671,-0.4427,0.8098,0.8376
2026-07-01,dc,87,Libya,CAF,0.3689,-0.4296,0.7986,0.7094
2026-07-01,dc,88,Zambia,CAF,0.532,-0.2662,0.7982,1.0613
2026-07-01,dc,89,Bulgaria,UEFA,0.4435,-0.3144,0.7579,1.186
2026-07-01,dc,90,Zimbabwe,CAF,0.3333,-0.3813,0.7146,0.8828
2026-07-01,dc,91,Qatar,AFC,0.5544,-0.1559,0.7104,0.883
2026-07-01,dc,92,Rwanda,CAF,0.0664,-0.6419,0.7083,0.8902
2026-07-01,dc,93,Niger,CAF,0.4703,-0.2277,0.6981,0.8416
2026-07-01,dc,94,Réunion,,0.1412,-0.5453,0.6866,0.1557
2026-07-01,dc,95,Mayotte,,-0.4058,-1.0804,0.6746,0.1284
2026-07-01,dc,96,Honduras,CONCACAF,0.2897,-0.3845,0.6742,0.766
2026-07-01,dc,97,Oman,AFC,0.1907,-0.4825,0.6732,0.6045
2026-07-01,dc,98,Uganda,CAF,0.315,-0.3294,0.6443,0.8005
2026-07-01,dc,99,Madagascar,CAF,0.5271,-0.102,0.6291,0.7452
2026-07-01,dc,100,Comoros,CAF,0.3804,-0.2442,0.6246,0.7842
2026-07-01,dc,101,Jamaica,CONCACAF,0.1923,-0.429,0.6213,0.4805
2026-07-01,dc,102,Kazakhstan,UEFA,0.3259,-0.2877,0.6136,1.0326
2026-07-01,dc,103,Luxembourg,UEFA,0.0898,-0.5066,0.5964,1.4162
2026-07-01,dc,104,Faroe Islands,UEFA,0.1517,-0.4372,0.5889,0.8408
2026-07-01,dc,105,Syria,AFC,0.3191,-0.2582,0.5773,0.3945
2026-07-01,dc,106,Mozambique,CAF,0.4181,-0.1576,0.5757,0.8477
2026-07-01,dc,107,Bahrain,AFC,0.2925,-0.2769,0.5694,0.6662
2026-07-01,dc,108,Mauritania,CAF,0.0496,-0.5076,0.5572,1.0457
2026-07-01,dc,109,Palestine,AFC,0.1312,-0.4192,0.5504,0.5513
2026-07-01,dc,110,Estonia,UEFA,0.2303,-0.2842,0.5146,1.113
2026-07-01,dc,111,Cyprus,UEFA,0.3709,-0.1345,0.5054,1.019
2026-07-01,dc,112,Armenia,UEFA,0.4412,-0.0547,0.496,1.2437
2026-07-01,dc,113,Tanzania,CAF,-0.0092,-0.4812,0.4721,0.7973
2026-07-01,dc,114,North Korea,AFC,0.3017,-0.1535,0.4552,0.6961
2026-07-01,dc,115,China,AFC,0.1538,-0.2977,0.4514,0.6369
2026-07-01,dc,116,Equatorial Guinea,CAF,0.1121,-0.3231,0.4352,0.7428
2026-07-01,dc,117,Guatemala,CONCACAF,0.3157,-0.1079,0.4236,0.5612
2026-07-01,dc,118,Kenya,CAF,0.2821,-0.1371,0.4192,0.5417
2026-07-01,dc,119,Sierra Leone,CAF,0.2578,-0.1395,0.3973,0.6332
2026-07-01,dc,120,Sudan,CAF,-0.0111,-0.3954,0.3844,0.9615
2026-07-01,dc,121,Suriname,CONCACAF,0.1478,-0.2302,0.378,0.1629
2026-07-01,dc,122,Azerbaijan,UEFA,0.1641,-0.2001,0.3642,1.0187
2026-07-01,dc,123,Curaçao,CONCACAF,0.2531,-0.0893,0.3425,0.2927
2026-07-01,dc,124,Ethiopia,CAF,0.2251,-0.1144,0.3395,0.6886
2026-07-01,dc,125,Malawi,CAF,-0.0157,-0.3455,0.3298,0.5722
2026-07-01,dc,126,Latvia,UEFA,0.0493,-0.2495,0.2988,0.8807
2026-07-01,dc,127,Burundi,CAF,0.169,-0.1256,0.2947,0.8065
2026-07-01,dc,128,Lithuania,UEFA,-0.035,-0.3094,0.2744,1.118
2026-07-01,dc,129,Botswana,CAF,0.0519,-0.2148,0.2667,0.8678
2026-07-01,dc,130,Liberia,CAF,0.1465,-0.1189,0.2654,0.7256
2026-07-01,dc,131,Namibia,CAF,-0.0015,-0.2639,0.2625,0.7213
2026-07-01,dc,132,Kuwait,AFC,0.2877,0.0264,0.2613,0.5211
2026-07-01,dc,133,Thailand,AFC,0.2119,-0.0317,0.2436,-0.2342
2026-07-01,dc,134,Malta,UEFA,0.1055,-0.1249,0.2304,0.9962
2026-07-01,dc,135,Guinea-Bissau,CAF,-0.0355,-0.2274,0.1919,0.8288
2026-07-01,dc,136,Central African Republic,CAF,0.3036,0.1251,0.1785,0.7482
2026-07-01,dc,137,Vietnam,AFC,0.1156,-0.0629,0.1784,-0.1645
2026-07-01,dc,138,Indonesia,AFC,0.1538,-0.0039,0.1577,0.1929
2026-07-01,dc,139,Moldova,UEFA,0.1328,-0.0181,0.1509,0.9944
2026-07-01,dc,140,Lebanon,AFC,-0.1582,-0.2843,0.1261,-0.1535
2026-07-01,dc,141,Kyrgyzstan,AFC,0.1345,0.0167,0.1177,0.4189
2026-07-01,dc,142,Eswatini,CAF,0.1177,0.0063,0.1114,0.6843
2026-07-01,dc,143,Lesotho,CAF,-0.0782,-0.1621,0.0839,0.7454
2026-07-01,dc,144,Tajikistan,AFC,-0.0156,-0.0833,0.0676,-0.2708
2026-07-01,dc,145,Congo,CAF,0.107,0.0697,0.0373,0.8736
2026-07-01,dc,146,Dominican Republic,CONCACAF,0.1426,0.1358,0.0068,-0.3243
2026-07-01,dc,147,Trinidad and Tobago,CONCACAF,0.0998,0.113,-0.0132,0.3254
2026-07-01,dc,148,El Salvador,CONCACAF,-0.2984,-0.2369,-0.0616,0.3278
2026-07-01,dc,149,Nicaragua,CONCACAF,-0.1109,-0.0488,-0.0621,0.1728
2026-07-01,dc,150,Malaysia,AFC,0.0331,0.1503,-0.1172,-0.4271
2026-07-01,dc,151,Guadeloupe,CONCACAF,-0.0749,0.1462,-0.2211,-0.5259
2026-07-01,dc,152,Yemen,AFC,0.1016,0.3611,-0.2595,-0.4632
2026-07-01,dc,153,Martinique,CONCACAF,-0.1758,0.1004,-0.2763,0.1195
2026-07-01,dc,154,Chad,CAF,-0.2548,0.0786,-0.3334,0.749
2026-07-01,dc,155,South Sudan,CAF,-0.2979,0.0728,-0.3707,0.7277
2026-07-01,dc,156,Turkmenistan,AFC,-0.2168,0.1919,-0.4086,-0.1621
2026-07-01,dc,157,Guyana,CONCACAF,0.083,0.5035,-0.4205,-0.6964
2026-07-01,dc,158,French Guiana,CONCACAF,-0.1498,0.3273,-0.4771,-0.5676
2026-07-01,dc,159,Mauritius,CAF,-0.3823,0.0998,-0.4821,0.2305
2026-07-01,dc,160,Hong Kong,AFC,-0.2933,0.2249,-0.5182,-0.6915
2026-07-01,dc,161,Andorra,UEFA,-0.7413,-0.1835,-0.5578,0.8297
2026-07-01,dc,162,Philippines,AFC,-0.146,0.4191,-0.5651,-0.6441
2026-07-01,dc,163,Northern Cyprus,,-0.2947,0.3155,-0.6103,-1.5687
2026-07-01,dc,164,India,AFC,-0.4916,0.1206,-0.6122,-0.2648
2026-07-01,dc,165,Somalia,CAF,-0.5672,0.0688,-0.6359,0.702
2026-07-01,dc,166,Cuba,CONCACAF,-0.2907,0.3477,-0.6385,-0.2555
2026-07-01,dc,167,Padania,,-0.4414,0.2218,-0.6632,-1.7128
2026-07-01,dc,168,Gibraltar,UEFA,-0.4138,0.2868,-0.7006,0.4876
2026-07-01,dc,169,Puerto Rico,CONCACAF,-0.2548,0.4504,-0.7052,-0.8274
2026-07-01,dc,170,Bermuda,CONCACAF,0.0263,0.7365,-0.7101,-0.234
2026-07-01,dc,171,Djibouti,CAF,-0.2408,0.5629,-0.8036,0.5846
2026-07-01,dc,172,Abkhazia,,-0.5693,0.2621,-0.8314,-1.6555
2026-07-01,dc,173,São Tomé and Príncipe,CAF,-0.2131,0.6207,-0.8337,0.4836
2026-07-01,dc,174,Singapore,AFC,-0.2752,0.5586,-0.8338,-0.6065
2026-07-01,dc,175,Kárpátalja,,-0.2031,0.678,-0.8811,-1.4737
2026-07-01,dc,176,Saint Vincent and the Grenadines,CONCACAF,-0.1419,0.7613,-0.9032,-0.9554
2026-07-01,dc,177,Grenada,CONCACAF,-0.485,0.6286,-1.1137,-0.4167
2026-07-01,dc,178,New Caledonia,OFC,-0.5714,0.5524,-1.1238,-1.6526
2026-07-01,dc,179,Taiwan,AFC,-0.2916,0.891,-1.1826,-0.4455
2026-07-01,dc,180,Belize,CONCACAF,-0.5642,0.6446,-1.2087,-0.8027
2026-07-01,dc,181,Saint Martin,CONCACAF,-0.3089,0.9163,-1.2252,-1.4705
2026-07-01,dc,182,Ynys Môn,,-0.6853,0.5538,-1.239,-2.0213
2026-07-01,dc,183,Aruba,CONCACAF,-0.4067,0.8363,-1.243,-1.0857
2026-07-01,dc,184,Western Armenia,,-0.5051,0.7464,-1.2516,-1.7159
2026-07-01,dc,185,Cambodia,AFC,-0.448,0.807,-1.255,-0.9606
2026-07-01,dc,186,Montserrat,CONCACAF,-0.5759,0.7159,-1.2918,-0.6048
2026-07-01,dc,187,Myanmar,AFC,-0.4321,0.8615,-1.2936,-0.541
2026-07-01,dc,188,Jersey,,-0.2904,1.0109,-1.3013,-1.9899
2026-07-01,dc,189,Saint Kitts and Nevis,CONCACAF,-0.4403,0.8962,-1.3365,-1.027
2026-07-01,dc,190,Isle of Man,,-0.2056,1.143,-1.3485,-2.4524
2026-07-01,dc,191,San Marino,UEFA,-0.876,0.5266,-1.4026,0.5839
2026-07-01,dc,192,Nepal,AFC,-0.9106,0.5004,-1.411,-0.5991
2026-07-01,dc,193,Liechtenstein,UEFA,-1.0734,0.3423,-1.4157,0.7197
2026-07-01,dc,194,Bangladesh,AFC,-0.7879,0.6698,-1.4577,-0.9491
2026-07-01,dc,195,Afghanistan,AFC,-0.9199,0.538,-1.4579,-0.703
2026-07-01,dc,196,Saint Lucia,CONCACAF,-0.5828,0.88,-1.4628,-0.8213
2026-07-01,dc,197,Pakistan,AFC,-0.8103,0.7125,-1.5228,-0.6185
2026-07-01,dc,198,Sint Maarten,CONCACAF,-0.4253,1.1112,-1.5365,-1.2304
2026-07-01,dc,199,Guernsey,,-0.9955,0.5477,-1.5432,-2.2692
2026-07-01,dc,200,Panjab,,-0.705,0.8641,-1.5691,-2.1538
2026-07-01,dc,201,Barbados,CONCACAF,-0.5143,1.0599,-1.5742,-1.1291
2026-07-01,dc,202,South Ossetia,,-0.4575,1.163,-1.6206,-1.1917
2026-07-01,dc,203,Ellan Vannin,,-0.6746,1.0481,-1.7227,-1.829
2026-07-01,dc,204,Dominica,CONCACAF,-0.9412,0.8122,-1.7534,-1.1742
2026-07-01,dc,205,Sri Lanka,AFC,-1.1321,0.6331,-1.7652,-1.0923
2026-07-01,dc,206,Laos,AFC,-0.6797,1.0937,-1.7734,-0.7587
2026-07-01,dc,207,Maldives,AFC,-0.8354,0.9729,-1.8083,-1.0543
2026-07-01,dc,208,Tahiti,OFC,-0.9473,0.8634,-1.8107,-2.1056
2026-07-01,dc,209,Felvidék,,-1.0751,0.7629,-1.838,-1.5579
2026-07-01,dc,210,Sápmi,,-0.6362,1.21,-1.8463,-1.2143
2026-07-01,dc,211,Seychelles,CAF,-0.9823,0.8691,-1.8514,0.3705
2026-07-01,dc,212,Fiji,OFC,-0.7505,1.1047,-1.8552,-1.6942
2026-07-01,dc,213,United Koreans in Japan,,-1.2679,0.6287,-1.8966,-2.1433
2026-07-01,dc,214,Székely Land,,-0.5747,1.3276,-1.9023,-1.4625
2026-07-01,dc,215,Shetland,,-0.502,1.4266,-1.9286,-2.0951
2026-07-01,dc,216,Bonaire,CONCACAF,-0.8902,1.0631,-1.9533,-1.2855
2026-07-01,dc,217,Solomon Islands,OFC,-0.7802,1.2034,-1.9836,-1.65
2026-07-01,dc,218,Vanuatu,OFC,-0.8192,1.1774,-1.9966,-1.6611
2026-07-01,dc,219,British Virgin Islands,CONCACAF,-0.8967,1.1324,-2.0291,-1.6674
2026-07-01,dc,220,Antigua and Barbuda,CONCACAF,-1.0662,0.963,-2.0292,-0.8376
2026-07-01,dc,221,Papua New Guinea,OFC,-0.9083,1.172,-2.0802,-1.8888
2026-07-01,dc,222,Mongolia,AFC,-1.2587,0.9064,-2.1651,-0.8295
2026-07-01,dc,223,Cayman Islands,CONCACAF,-1.1211,1.1503,-2.2714,-1.3906
2026-07-01,dc,224,Timor-Leste,AFC,-1.0166,1.2656,-2.2822,-0.9432
2026-07-01,dc,225,Tamil Eelam,,-0.878,1.5455,-2.4236,-3.7438
2026-07-01,dc,226,Brunei,AFC,-1.1892,1.3031,-2.4923,-1.1574
2026-07-01,dc,227,Orkney,,-1.1892,1.3522,-2.5413,-2.7548
2026-07-01,dc,228,Western Isles,,-1.4613,1.1639,-2.6252,-2.137
2026-07-01,dc,229,Bahamas,CONCACAF,-1.0832,1.6275,-2.7107,-1.5745
2026-07-01,dc,230,Hitra,,-0.7585,1.9795,-2.738,-3.2079
2026-07-01,dc,231,Bhutan,AFC,-1.4802,1.3621,-2.8423,-1.0199
2026-07-01,dc,232,Guam,AFC,-1.429,1.4782,-2.9072,-1.8511
2026-07-01,dc,233,Menorca,,-1.257,1.6712,-2.9282,-2.1113
2026-07-01,dc,234,United States Virgin Islands,CONCACAF,-1.5605,1.499,-3.0595,-2.1686
2026-07-01,dc,235,Turks and Caicos Islands,CONCACAF,-1.3733,1.7466,-3.1198,-2.1391
2026-07-01,dc,236,Greenland,,-1.3587,1.8809,-3.2396,-2.3459
2026-07-01,dc,237,Anguilla,CONCACAF,-1.652,1.6107,-3.2627,-1.6301
2026-07-01,dc,238,Macau,AFC,-1.8945,1.4863,-3.3808,-1.4198
2026-07-01,dc,239,Barawa,,-1.3796,2.0513,-3.4309,-2.1604
2026-07-01,dc,240,Alderney,,-1.5519,1.9043,-3.4563,-1.7918
2026-07-01,dc,241,Åland Islands,,-1.5681,1.8906,-3.4587,-2.4366
2026-07-01,dc,242,Falkland Islands,,-1.6716,1.8149,-3.4865,-2.0334
2026-07-01,dc,243,Samoa,OFC,-1.7355,1.834,-3.5695,-2.9707
2026-07-01,dc,244,Raetia,,-1.3573,2.6424,-3.9997,-3.2354
2026-07-01,dc,245,Tibet,,-1.922,2.0849,-4.0069,-2.4714
2026-07-01,dc,246,Tuvalu,OFC,-1.5927,2.4867,-4.0794,-2.8955
2026-07-01,dc,247,Chagos Islands,,-1.7168,2.5201,-4.2369,-2.2605
2026-07-01,dc,248,Northern Mariana Islands,AFC,-1.7344,2.6175,-4.352,-3.1274
2026-07-01,dc,249,Tonga,OFC,-1.9839,2.7023,-4.6862,-3.9032
2026-07-01,dc,250,Frøya,,-2.4995,2.32,-4.8194,-2.4626
2026-07-01,dc,251,Cook Islands,OFC,-2.6405,2.3672,-5.0076,-3.1695
2026-07-01,dc,252,American Samoa,OFC,-2.3085,3.1434,-5.4519,-3.2284
