as_of,engine,rank,team,confederation,attack,defence,rating,opp_rating
2026-06-20,dc,1,Argentina,CONMEBOL,1.4258,-1.7813,3.2071,1.6375
2026-06-20,dc,2,Spain,UEFA,1.5626,-1.4001,2.9627,1.8334
2026-06-20,dc,3,England,UEFA,1.3796,-1.4311,2.8107,1.5681
2026-06-20,dc,4,Brazil,CONMEBOL,1.5373,-1.2532,2.7905,1.9655
2026-06-20,dc,5,France,UEFA,1.4689,-1.2397,2.7085,1.8889
2026-06-20,dc,6,Portugal,UEFA,1.4473,-1.2103,2.6576,1.6562
2026-06-20,dc,7,Colombia,CONMEBOL,1.4205,-1.1993,2.6199,1.9031
2026-06-20,dc,8,Morocco,CAF,1.0269,-1.5521,2.5791,1.1038
2026-06-20,dc,9,Germany,UEFA,1.5384,-1.0072,2.5456,1.7705
2026-06-20,dc,10,Netherlands,UEFA,1.4405,-1.1048,2.5452,1.7085
2026-06-20,dc,11,Belgium,UEFA,1.3909,-1.1107,2.5016,1.5104
2026-06-20,dc,12,Denmark,UEFA,1.2047,-1.2149,2.4196,1.6564
2026-06-20,dc,13,Japan,AFC,1.1982,-1.1714,2.3696,1.2288
2026-06-20,dc,14,Norway,UEFA,1.3661,-0.9963,2.3624,1.4677
2026-06-20,dc,15,Ecuador,CONMEBOL,0.9064,-1.4031,2.3096,1.8342
2026-06-20,dc,16,Uruguay,CONMEBOL,0.9857,-1.3067,2.2925,1.8275
2026-06-20,dc,17,Switzerland,UEFA,1.2978,-0.9935,2.2912,1.7285
2026-06-20,dc,18,Italy,UEFA,1.1988,-1.0814,2.2802,1.6743
2026-06-20,dc,19,Austria,UEFA,1.1389,-1.077,2.2159,1.3827
2026-06-20,dc,20,Croatia,UEFA,1.2069,-1.0032,2.2101,1.7518
2026-06-20,dc,21,Senegal,CAF,1.0647,-1.0268,2.0915,1.1131
2026-06-20,dc,22,Algeria,CAF,1.1278,-0.9273,2.0551,0.9759
2026-06-20,dc,23,Mexico,CONCACAF,0.9878,-1.0502,2.0379,1.4683
2026-06-20,dc,24,Greece,UEFA,0.9491,-1.019,1.9682,1.5506
2026-06-20,dc,25,Australia,AFC,0.9229,-1.0381,1.961,1.1989
2026-06-20,dc,26,Russia,UEFA,0.8859,-1.0617,1.9476,1.0058
2026-06-20,dc,27,Turkey,UEFA,1.1653,-0.7532,1.9185,1.5568
2026-06-20,dc,28,Canada,CONCACAF,0.9169,-0.9949,1.9118,1.2588
2026-06-20,dc,29,Sweden,UEFA,1.2328,-0.6777,1.9106,1.6069
2026-06-20,dc,30,Ivory Coast,CAF,0.838,-1.0664,1.9044,0.9925
2026-06-20,dc,31,Iran,AFC,1.0127,-0.8516,1.8643,0.909
2026-06-20,dc,32,Paraguay,CONMEBOL,0.8352,-0.998,1.8332,1.9468
2026-06-20,dc,33,Ukraine,UEFA,1.05,-0.7586,1.8086,1.6329
2026-06-20,dc,34,Chile,CONMEBOL,1.0072,-0.7979,1.8052,1.8759
2026-06-20,dc,35,Scotland,UEFA,0.9659,-0.8312,1.7971,1.6238
2026-06-20,dc,36,United States,CONCACAF,1.0303,-0.7627,1.793,1.4649
2026-06-20,dc,37,South Korea,AFC,0.9388,-0.814,1.7528,1.1137
2026-06-20,dc,38,Egypt,CAF,0.717,-1.0277,1.7447,1.0854
2026-06-20,dc,39,Czech Republic,UEFA,0.9969,-0.7388,1.7357,1.2969
2026-06-20,dc,40,Poland,UEFA,0.9934,-0.7297,1.7232,1.5237
2026-06-20,dc,41,Mali,CAF,0.648,-1.0486,1.6966,0.8978
2026-06-20,dc,42,Nigeria,CAF,0.9328,-0.7614,1.6942,1.0841
2026-06-20,dc,43,Venezuela,CONMEBOL,0.9082,-0.7777,1.6859,1.8404
2026-06-20,dc,44,Serbia,UEFA,0.9182,-0.7651,1.6833,1.593
2026-06-20,dc,45,Hungary,UEFA,0.8246,-0.8018,1.6264,1.5465
2026-06-20,dc,46,DR Congo,CAF,0.5512,-1.0394,1.5905,1.0438
2026-06-20,dc,47,Kosovo,UEFA,0.844,-0.739,1.583,1.2632
2026-06-20,dc,48,Slovenia,UEFA,0.6165,-0.9631,1.5796,1.4473
2026-06-20,dc,49,Peru,CONMEBOL,0.6285,-0.9264,1.5548,1.9039
2026-06-20,dc,50,Republic of Ireland,UEFA,0.631,-0.9136,1.5446,1.4349
2026-06-20,dc,51,Romania,UEFA,0.7697,-0.768,1.5376,1.1446
2026-06-20,dc,52,Slovakia,UEFA,0.7711,-0.763,1.5342,1.3179
2026-06-20,dc,53,Wales,UEFA,0.7524,-0.7765,1.529,1.3468
2026-06-20,dc,54,Georgia,UEFA,0.8745,-0.6536,1.5281,1.3672
2026-06-20,dc,55,Tunisia,CAF,0.6911,-0.8022,1.4933,1.091
2026-06-20,dc,56,Cameroon,CAF,0.6279,-0.8598,1.4877,1.0159
