group,team,P1,P2,P3,P4,qualify,xPts,xGD
A,Mexico,0.616,0.257,0.116,0.011,0.873,6.43,3.02
A,South Korea,0.318,0.457,0.188,0.037,0.775,5.69,0.92
A,Czech Republic,0.054,0.189,0.452,0.305,0.243,2.8,-0.92
A,South Africa,0.012,0.096,0.244,0.648,0.108,1.97,-3.01
B,Switzerland,0.431,0.275,0.214,0.08,0.707,4.64,1.34
B,Canada,0.374,0.316,0.207,0.103,0.69,4.47,1.22
B,Bosnia and Herzegovina,0.135,0.253,0.325,0.287,0.388,3.38,-0.56
B,Qatar,0.06,0.156,0.255,0.53,0.216,2.53,-2.0
C,Brazil,0.575,0.281,0.127,0.016,0.856,5.82,3.81
C,Morocco,0.272,0.461,0.225,0.042,0.733,5.21,2.21
C,Scotland,0.15,0.249,0.578,0.023,0.399,4.52,-0.76
C,Haiti,0.003,0.008,0.069,0.919,0.011,0.63,-5.26
D,United States,0.514,0.301,0.162,0.022,0.816,5.7,2.94
D,Australia,0.416,0.398,0.16,0.026,0.814,5.74,2.06
D,Turkey,0.046,0.181,0.369,0.404,0.227,2.85,-1.83
D,Paraguay,0.023,0.12,0.309,0.548,0.144,2.56,-3.16
E,Germany,0.643,0.236,0.12,0.001,0.879,6.3,6.85
E,Ivory Coast,0.33,0.509,0.158,0.003,0.839,6.31,1.96
E,Ecuador,0.027,0.247,0.667,0.059,0.274,3.73,0.67
E,Curaçao,0.001,0.008,0.054,0.937,0.009,0.73,-9.48
F,Netherlands,0.392,0.34,0.201,0.066,0.733,5.04,1.98
F,Sweden,0.327,0.269,0.374,0.03,0.596,4.89,2.61
F,Japan,0.266,0.36,0.271,0.102,0.627,4.6,1.25
F,Tunisia,0.015,0.03,0.154,0.801,0.045,1.47,-5.84
G,Belgium,0.575,0.248,0.12,0.056,0.823,5.29,2.5
G,Egypt,0.192,0.382,0.247,0.178,0.574,4.07,0.5
G,Iran,0.175,0.236,0.357,0.232,0.411,3.26,-0.71
G,New Zealand,0.057,0.135,0.275,0.533,0.192,2.32,-2.28
H,Spain,0.594,0.245,0.12,0.041,0.839,5.27,2.41
H,Uruguay,0.272,0.341,0.267,0.12,0.613,3.97,0.36
H,Cape Verde,0.071,0.238,0.312,0.379,0.308,3.01,-0.89
H,Saudi Arabia,0.064,0.176,0.3,0.46,0.24,2.65,-1.88
I,France,0.482,0.295,0.171,0.052,0.777,5.72,2.45
I,Norway,0.296,0.331,0.269,0.104,0.627,4.82,1.07
I,Senegal,0.199,0.298,0.349,0.154,0.496,4.21,0.15
I,Iraq,0.023,0.076,0.21,0.691,0.1,1.71,-3.67
J,Argentina,0.656,0.236,0.091,0.017,0.893,6.61,3.91
J,Austria,0.17,0.356,0.346,0.128,0.527,4.28,0.42
J,Algeria,0.158,0.338,0.363,0.141,0.496,4.15,0.21
J,Jordan,0.016,0.069,0.2,0.715,0.085,1.54,-4.54
K,Portugal,0.455,0.342,0.144,0.059,0.796,5.62,2.21
K,Colombia,0.433,0.352,0.152,0.063,0.785,5.54,2.05
K,DR Congo,0.064,0.171,0.377,0.388,0.235,2.76,-1.76
K,Uzbekistan,0.048,0.135,0.327,0.49,0.183,2.4,-2.5
L,England,0.617,0.288,0.076,0.018,0.906,6.57,3.86
L,Croatia,0.315,0.457,0.17,0.058,0.772,5.34,1.97
L,Ghana,0.042,0.15,0.415,0.394,0.191,2.59,-2.37
L,Panama,0.026,0.105,0.339,0.53,0.131,2.11,-3.46
