group,team,P1,P2,P3,P4,qualify,xPts,xGD
A,Mexico,0.902,0.098,0.0,0.0,1.0,7.72,3.52
A,South Korea,0.098,0.681,0.178,0.043,0.779,5.01,0.94
A,South Africa,0.0,0.128,0.205,0.667,0.128,1.74,-2.94
A,Czech Republic,0.0,0.093,0.618,0.289,0.093,2.03,-1.52
B,Canada,0.613,0.386,0.002,0.0,0.998,5.21,5.82
B,Switzerland,0.387,0.59,0.022,0.0,0.978,5.48,3.18
B,Bosnia and Herzegovina,0.0,0.024,0.84,0.136,0.024,3.2,-1.68
B,Qatar,0.0,0.0,0.136,0.864,0.0,1.6,-7.32
C,Brazil,0.637,0.25,0.113,0.0,0.887,6.27,4.47
C,Morocco,0.34,0.648,0.012,0.0,0.988,6.55,3.04
C,Scotland,0.023,0.102,0.858,0.016,0.125,3.54,-1.47
C,Haiti,0.0,0.0,0.016,0.984,0.0,0.32,-6.04
D,United States,0.998,0.002,0.0,0.0,1.0,7.71,5.53
D,Australia,0.002,0.666,0.289,0.044,0.667,4.16,-0.14
D,Paraguay,0.0,0.332,0.6,0.067,0.333,4.42,-1.86
D,Turkey,0.0,0.0,0.111,0.889,0.0,1.05,-3.53
E,Germany,0.987,0.013,0.0,0.0,1.0,7.71,7.51
E,Ivory Coast,0.013,0.924,0.05,0.012,0.937,5.63,2.33
E,Curaçao,0.0,0.035,0.068,0.897,0.035,1.26,-8.33
E,Ecuador,0.0,0.027,0.882,0.091,0.027,2.04,-1.51
F,Netherlands,0.78,0.218,0.003,0.0,0.997,6.64,6.34
F,Japan,0.184,0.59,0.226,0.0,0.774,5.76,4.56
F,Sweden,0.036,0.192,0.772,0.0,0.228,3.96,-0.56
F,Tunisia,0.0,0.0,0.0,1.0,0.0,0.25,-10.34
G,Egypt,0.602,0.191,0.207,0.0,0.793,5.52,2.24
G,Belgium,0.28,0.575,0.085,0.061,0.855,4.49,1.93
G,Iran,0.118,0.177,0.671,0.035,0.294,3.13,-0.24
G,New Zealand,0.0,0.057,0.038,0.905,0.057,1.37,-3.93
H,Spain,0.845,0.094,0.06,0.0,0.94,6.11,5.11
H,Uruguay,0.121,0.073,0.689,0.116,0.194,2.67,-1.11
H,Cape Verde,0.034,0.548,0.192,0.227,0.582,3.47,0.15
H,Saudi Arabia,0.0,0.284,0.059,0.657,0.284,2.27,-4.15
I,France,0.747,0.234,0.018,0.001,0.981,7.61,5.66
I,Norway,0.238,0.518,0.243,0.002,0.755,5.47,2.58
I,Senegal,0.015,0.244,0.653,0.088,0.259,3.53,-0.69
I,Iraq,0.0,0.004,0.086,0.91,0.005,0.62,-7.55
J,Argentina,0.851,0.136,0.013,0.001,0.986,7.68,6.19
J,Austria,0.136,0.598,0.257,0.009,0.734,5.08,0.99
J,Algeria,0.011,0.244,0.526,0.219,0.255,3.3,-2.1
J,Jordan,0.002,0.023,0.205,0.771,0.025,1.04,-5.09
K,Colombia,0.504,0.355,0.134,0.007,0.859,6.19,2.68
K,Portugal,0.426,0.401,0.142,0.031,0.827,5.22,2.51
K,DR Congo,0.064,0.203,0.477,0.256,0.267,3.28,-0.72
K,Uzbekistan,0.006,0.041,0.247,0.706,0.047,1.41,-4.47
L,England,0.926,0.062,0.011,0.002,0.988,7.97,5.87
L,Ghana,0.042,0.301,0.582,0.075,0.343,4.09,-1.86
L,Croatia,0.028,0.592,0.269,0.111,0.62,4.11,-0.03
L,Panama,0.004,0.046,0.138,0.813,0.049,1.06,-3.98
