group,team,P1,P2,P3,P4,qualify,xPts,xGD
A,Mexico,0.624,0.255,0.111,0.01,0.879,6.47,3.08
A,South Korea,0.312,0.464,0.188,0.037,0.775,5.68,0.9
A,Czech Republic,0.052,0.184,0.452,0.311,0.237,2.76,-0.98
A,South Africa,0.012,0.098,0.249,0.642,0.109,1.98,-2.99
B,Switzerland,0.426,0.276,0.216,0.081,0.703,4.62,1.32
B,Canada,0.379,0.316,0.204,0.101,0.695,4.49,1.27
B,Bosnia and Herzegovina,0.135,0.253,0.323,0.289,0.388,3.38,-0.57
B,Qatar,0.06,0.155,0.256,0.529,0.215,2.53,-2.01
C,Brazil,0.578,0.28,0.126,0.016,0.858,5.83,3.84
C,Morocco,0.271,0.463,0.224,0.042,0.734,5.21,2.21
C,Scotland,0.147,0.249,0.581,0.023,0.396,4.51,-0.8
C,Haiti,0.003,0.008,0.07,0.919,0.011,0.63,-5.26
D,United States,0.518,0.303,0.157,0.022,0.821,5.73,2.98
D,Australia,0.415,0.4,0.16,0.025,0.815,5.74,2.06
D,Turkey,0.043,0.174,0.366,0.418,0.217,2.79,-1.92
D,Paraguay,0.024,0.124,0.317,0.536,0.148,2.59,-3.12
E,Germany,0.502,0.305,0.173,0.02,0.806,5.96,3.6
E,Ecuador,0.329,0.38,0.254,0.038,0.708,5.35,1.99
E,Ivory Coast,0.164,0.29,0.451,0.095,0.454,4.24,0.42
E,Curaçao,0.006,0.026,0.122,0.846,0.032,1.01,-6.0
F,Netherlands,0.473,0.285,0.159,0.082,0.758,5.52,2.13
F,Japan,0.317,0.324,0.224,0.135,0.641,4.79,0.99
F,Sweden,0.128,0.215,0.312,0.346,0.342,3.27,-1.35
F,Tunisia,0.082,0.176,0.305,0.437,0.258,2.8,-1.77
G,Belgium,0.597,0.248,0.116,0.04,0.844,6.15,3.16
G,Iran,0.214,0.338,0.29,0.159,0.552,4.3,0.28
G,Egypt,0.152,0.298,0.343,0.207,0.45,3.84,-0.3
G,New Zealand,0.037,0.116,0.251,0.595,0.154,2.09,-3.14
H,Spain,0.693,0.243,0.052,0.012,0.936,6.84,4.54
H,Uruguay,0.257,0.506,0.177,0.06,0.763,5.15,1.46
H,Saudi Arabia,0.026,0.128,0.395,0.451,0.154,2.3,-2.87
H,Cape Verde,0.024,0.122,0.377,0.477,0.147,2.23,-3.13
I,France,0.478,0.295,0.173,0.054,0.773,5.7,2.4
I,Norway,0.296,0.329,0.27,0.106,0.624,4.81,1.04
I,Senegal,0.202,0.298,0.345,0.155,0.5,4.22,0.16
I,Iraq,0.024,0.078,0.212,0.685,0.103,1.74,-3.6
J,Argentina,0.663,0.233,0.088,0.016,0.896,6.65,3.98
J,Austria,0.165,0.355,0.35,0.131,0.519,4.24,0.36
J,Algeria,0.157,0.343,0.361,0.14,0.499,4.16,0.22
J,Jordan,0.015,0.07,0.202,0.713,0.085,1.54,-4.55
K,Portugal,0.45,0.345,0.145,0.06,0.795,5.61,2.19
K,Colombia,0.44,0.35,0.149,0.061,0.79,5.57,2.1
K,DR Congo,0.062,0.169,0.377,0.391,0.232,2.74,-1.79
K,Uzbekistan,0.048,0.136,0.328,0.489,0.184,2.4,-2.5
L,England,0.62,0.286,0.075,0.018,0.907,6.57,3.86
L,Croatia,0.311,0.457,0.172,0.06,0.768,5.32,1.93
L,Ghana,0.041,0.148,0.411,0.4,0.189,2.57,-2.4
L,Panama,0.028,0.109,0.341,0.522,0.137,2.14,-3.38
