group,team,P1,P2,P3,P4,qualify,xPts,xGD
A,Mexico,0.7,0.259,0.039,0.002,0.959,7.17,4.2
A,South Korea,0.284,0.587,0.115,0.013,0.872,5.99,1.36
A,Czech Republic,0.011,0.071,0.493,0.426,0.082,1.94,-2.38
A,South Africa,0.005,0.083,0.353,0.559,0.088,1.88,-3.18
B,Canada,0.477,0.286,0.169,0.069,0.763,4.81,1.67
B,Switzerland,0.364,0.317,0.219,0.099,0.682,4.42,1.02
B,Qatar,0.082,0.194,0.309,0.414,0.276,2.89,-1.41
B,Bosnia and Herzegovina,0.077,0.202,0.302,0.418,0.279,2.86,-1.29
C,Brazil,0.455,0.349,0.155,0.041,0.804,5.42,2.48
C,Morocco,0.369,0.382,0.192,0.057,0.751,5.18,2.07
C,Scotland,0.165,0.245,0.538,0.052,0.411,4.43,-0.86
C,Haiti,0.01,0.023,0.116,0.85,0.034,1.03,-3.69
D,Australia,0.487,0.406,0.097,0.01,0.893,6.28,2.78
D,United States,0.478,0.383,0.128,0.011,0.861,5.8,3.12
D,Turkey,0.022,0.133,0.446,0.4,0.154,2.56,-2.21
D,Paraguay,0.014,0.079,0.329,0.579,0.092,2.19,-3.69
E,Germany,0.63,0.246,0.122,0.002,0.876,6.18,6.65
E,Ivory Coast,0.332,0.481,0.18,0.007,0.814,6.09,1.55
E,Ecuador,0.035,0.253,0.602,0.11,0.288,3.56,0.29
E,Curaçao,0.002,0.02,0.096,0.882,0.022,1.13,-8.49
F,Japan,0.402,0.365,0.186,0.047,0.767,5.3,2.27
F,Netherlands,0.359,0.379,0.207,0.055,0.737,5.17,2.05
F,Sweden,0.231,0.243,0.505,0.021,0.474,4.46,2.18
F,Tunisia,0.009,0.013,0.102,0.877,0.022,1.11,-6.51
G,Belgium,0.378,0.301,0.203,0.119,0.678,5.0,1.29
G,Iran,0.377,0.299,0.204,0.12,0.676,4.99,1.27
G,Egypt,0.153,0.231,0.31,0.307,0.384,3.48,-0.78
G,New Zealand,0.092,0.17,0.284,0.454,0.262,2.78,-1.78
H,Spain,0.74,0.212,0.04,0.008,0.953,7.14,4.98
H,Uruguay,0.216,0.53,0.189,0.065,0.746,5.04,1.38
H,Saudi Arabia,0.028,0.154,0.428,0.39,0.182,2.5,-2.7
H,Cape Verde,0.016,0.104,0.343,0.538,0.119,1.99,-3.66
I,France,0.576,0.253,0.122,0.049,0.829,6.01,2.74
I,Senegal,0.207,0.32,0.287,0.186,0.527,4.16,0.14
I,Norway,0.161,0.282,0.319,0.239,0.442,3.77,-0.42
I,Iraq,0.057,0.145,0.272,0.526,0.202,2.4,-2.46
J,Argentina,0.732,0.184,0.063,0.021,0.916,6.79,3.99
J,Algeria,0.127,0.344,0.3,0.229,0.47,3.75,-0.53
J,Austria,0.084,0.265,0.327,0.324,0.349,3.18,-1.37
J,Jordan,0.057,0.207,0.31,0.425,0.265,2.72,-2.08
K,Colombia,0.493,0.29,0.151,0.066,0.783,5.65,2.22
K,Portugal,0.322,0.339,0.22,0.119,0.661,4.86,1.11
K,Uzbekistan,0.12,0.221,0.34,0.319,0.341,3.29,-1.08
K,DR Congo,0.065,0.149,0.289,0.496,0.214,2.52,-2.25
L,England,0.552,0.275,0.136,0.037,0.827,6.05,2.92
L,Croatia,0.253,0.35,0.285,0.111,0.603,4.65,0.86
L,Panama,0.171,0.296,0.364,0.169,0.467,4.03,-0.03
L,Ghana,0.024,0.079,0.214,0.683,0.103,1.72,-3.74
