group,team,P1,P2,P3,P4,qualify,xPts,xGD
A,Mexico,0.937,0.063,0.0,0.0,1.0,7.72,3.52
A,South Korea,0.063,0.629,0.247,0.06,0.693,4.67,0.43
A,South Africa,0.0,0.188,0.239,0.574,0.188,2.03,-2.43
A,Czech Republic,0.0,0.12,0.514,0.366,0.12,2.02,-1.52
B,Canada,0.588,0.411,0.001,0.0,0.999,5.22,5.79
B,Switzerland,0.412,0.577,0.011,0.0,0.989,5.51,3.21
B,Bosnia and Herzegovina,0.0,0.012,0.759,0.229,0.012,2.78,-2.39
B,Qatar,0.0,0.0,0.229,0.771,0.0,1.95,-6.61
C,Brazil,0.635,0.238,0.127,0.0,0.873,6.14,4.17
C,Morocco,0.328,0.654,0.018,0.0,0.982,6.39,2.58
C,Scotland,0.037,0.108,0.84,0.016,0.144,3.64,-1.17
C,Haiti,0.0,0.0,0.016,0.984,0.0,0.42,-5.58
D,United States,0.991,0.009,0.0,0.0,1.0,7.4,5.04
D,Australia,0.008,0.661,0.267,0.065,0.668,4.31,-0.02
D,Paraguay,0.001,0.331,0.549,0.119,0.332,4.34,-1.98
D,Turkey,0.0,0.0,0.184,0.816,0.0,1.35,-3.04
E,Germany,0.996,0.004,0.0,0.0,1.0,7.5,7.21
E,Ivory Coast,0.004,0.884,0.087,0.025,0.888,5.34,1.5
E,Curaçao,0.0,0.063,0.103,0.834,0.063,1.46,-7.5
E,Ecuador,0.0,0.049,0.81,0.141,0.049,2.18,-1.21
F,Netherlands,0.573,0.419,0.009,0.0,0.991,6.21,5.28
F,Japan,0.349,0.426,0.225,0.0,0.775,5.81,4.67
F,Sweden,0.079,0.155,0.766,0.0,0.234,3.94,-0.67
F,Tunisia,0.0,0.0,0.0,1.0,0.0,0.57,-9.28
G,Egypt,0.532,0.194,0.274,0.0,0.726,5.27,1.91
G,Belgium,0.273,0.543,0.113,0.07,0.817,4.42,1.74
G,Iran,0.194,0.205,0.571,0.029,0.4,3.4,0.09
G,New Zealand,0.0,0.058,0.042,0.9,0.058,1.41,-3.74
H,Spain,0.798,0.132,0.07,0.0,0.93,5.81,4.62
H,Uruguay,0.175,0.109,0.647,0.069,0.284,2.89,-0.62
H,Cape Verde,0.027,0.509,0.218,0.246,0.536,3.39,0.07
H,Saudi Arabia,0.0,0.25,0.065,0.684,0.25,2.28,-4.07
I,France,0.617,0.34,0.04,0.002,0.957,7.06,4.08
I,Norway,0.361,0.452,0.183,0.004,0.813,5.68,2.91
I,Senegal,0.02,0.193,0.622,0.164,0.213,3.2,-1.35
I,Iraq,0.002,0.015,0.154,0.829,0.017,1.08,-5.64
J,Argentina,0.844,0.146,0.009,0.0,0.99,7.66,6.17
J,Austria,0.142,0.593,0.26,0.005,0.735,5.17,1.27
J,Algeria,0.012,0.249,0.547,0.192,0.261,3.39,-1.95
J,Jordan,0.001,0.013,0.184,0.802,0.014,0.88,-5.49
K,Colombia,0.633,0.262,0.097,0.008,0.895,6.4,2.93
K,Portugal,0.298,0.428,0.201,0.073,0.726,4.57,1.28
K,DR Congo,0.06,0.223,0.451,0.266,0.283,3.12,-0.77
K,Uzbekistan,0.01,0.087,0.25,0.653,0.096,1.75,-3.43
L,England,0.911,0.076,0.012,0.001,0.987,7.87,5.43
L,Ghana,0.047,0.29,0.611,0.052,0.337,4.14,-1.51
L,Croatia,0.039,0.601,0.269,0.09,0.641,4.31,0.39
L,Panama,0.003,0.033,0.108,0.856,0.036,0.88,-4.32
