group,team,P1,P2,P3,P4,qualify,xPts,xGD
A,Mexico,0.936,0.064,0.0,0.0,1.0,7.7,3.5
A,South Korea,0.064,0.623,0.25,0.062,0.688,4.66,0.42
A,South Africa,0.0,0.189,0.238,0.573,0.189,2.04,-2.42
A,Czech Republic,0.0,0.123,0.512,0.365,0.123,2.03,-1.5
B,Canada,0.587,0.412,0.001,0.0,0.999,5.22,5.78
B,Switzerland,0.413,0.576,0.011,0.0,0.989,5.51,3.22
B,Bosnia and Herzegovina,0.0,0.012,0.762,0.226,0.012,2.79,-2.37
B,Qatar,0.0,0.0,0.226,0.774,0.0,1.94,-6.63
C,Brazil,0.635,0.238,0.126,0.0,0.874,6.14,4.16
C,Morocco,0.328,0.654,0.018,0.0,0.982,6.39,2.58
C,Scotland,0.037,0.107,0.841,0.015,0.144,3.64,-1.16
C,Haiti,0.0,0.0,0.015,0.985,0.0,0.42,-5.58
D,United States,0.991,0.009,0.0,0.0,1.0,7.4,5.03
D,Australia,0.007,0.654,0.271,0.068,0.661,4.29,-0.05
D,Paraguay,0.001,0.337,0.544,0.117,0.339,4.36,-1.95
D,Turkey,0.0,0.0,0.185,0.815,0.0,1.36,-3.03
E,Germany,0.996,0.004,0.0,0.0,1.0,7.51,7.22
E,Ivory Coast,0.004,0.884,0.087,0.025,0.889,5.34,1.51
E,Curaçao,0.0,0.063,0.103,0.834,0.063,1.46,-7.51
E,Ecuador,0.0,0.049,0.81,0.141,0.049,2.17,-1.22
F,Netherlands,0.578,0.413,0.009,0.0,0.991,6.22,5.3
F,Japan,0.342,0.427,0.231,0.0,0.769,5.79,4.64
F,Sweden,0.08,0.16,0.76,0.0,0.24,3.96,-0.64
F,Tunisia,0.0,0.0,0.0,1.0,0.0,0.57,-9.3
G,Egypt,0.533,0.194,0.273,0.0,0.727,5.28,1.93
G,Belgium,0.28,0.544,0.109,0.067,0.824,4.44,1.79
G,Iran,0.187,0.206,0.577,0.029,0.394,3.39,0.07
G,New Zealand,0.0,0.055,0.041,0.904,0.055,1.4,-3.79
H,Spain,0.799,0.131,0.07,0.0,0.93,5.81,4.62
H,Uruguay,0.173,0.109,0.648,0.07,0.282,2.89,-0.62
H,Cape Verde,0.027,0.511,0.217,0.245,0.538,3.39,0.07
H,Saudi Arabia,0.0,0.25,0.065,0.686,0.25,2.27,-4.07
I,France,0.723,0.277,0.0,0.0,1.0,7.66,5.43
I,Norway,0.277,0.723,0.0,0.0,1.0,7.09,3.57
I,Senegal,0.0,0.0,0.86,0.14,0.0,2.06,-2.02
I,Iraq,0.0,0.0,0.14,0.86,0.0,0.68,-6.98
J,Argentina,0.999,0.001,0.0,0.0,1.0,8.67,7.34
J,Austria,0.001,0.672,0.323,0.004,0.672,4.43,0.11
J,Algeria,0.0,0.328,0.66,0.013,0.328,4.28,-2.11
J,Jordan,0.0,0.0,0.017,0.983,0.0,0.22,-5.34
K,Colombia,0.633,0.367,0.0,0.0,1.0,7.33,2.96
K,Portugal,0.367,0.631,0.002,0.0,0.998,5.38,5.04
K,DR Congo,0.0,0.002,0.743,0.255,0.002,2.5,-0.78
K,Uzbekistan,0.0,0.0,0.255,0.745,0.0,1.13,-7.22
L,England,0.819,0.18,0.001,0.0,0.999,6.5,3.86
L,Croatia,0.129,0.46,0.402,0.009,0.589,5.02,-0.06
L,Ghana,0.052,0.36,0.588,0.0,0.412,4.72,0.06
L,Panama,0.0,0.0,0.009,0.991,0.0,0.34,-3.86
