group,team,P1,P2,P3,P4,qualify,xPts,xGD
A,Mexico,0.936,0.064,0.0,0.0,1.0,7.71,3.51
A,South Korea,0.064,0.627,0.248,0.061,0.691,4.67,0.43
A,South Africa,0.0,0.187,0.238,0.575,0.187,2.03,-2.43
A,Czech Republic,0.0,0.121,0.514,0.364,0.121,2.03,-1.51
B,Canada,0.583,0.416,0.001,0.0,0.999,5.21,5.77
B,Switzerland,0.417,0.573,0.01,0.0,0.99,5.52,3.23
B,Bosnia and Herzegovina,0.0,0.011,0.758,0.231,0.011,2.78,-2.4
B,Qatar,0.0,0.0,0.231,0.769,0.0,1.96,-6.6
C,Brazil,0.576,0.281,0.127,0.016,0.857,5.82,3.81
C,Morocco,0.269,0.46,0.228,0.043,0.729,5.19,2.18
C,Scotland,0.152,0.25,0.575,0.023,0.402,4.53,-0.75
C,Haiti,0.003,0.008,0.07,0.918,0.012,0.63,-5.25
D,United States,0.522,0.298,0.158,0.022,0.82,5.73,2.98
D,Australia,0.41,0.402,0.163,0.026,0.811,5.71,2.02
D,Turkey,0.045,0.177,0.367,0.411,0.222,2.82,-1.87
D,Paraguay,0.024,0.123,0.312,0.541,0.147,2.58,-3.13
E,Germany,0.648,0.233,0.118,0.001,0.881,6.32,6.87
E,Ivory Coast,0.324,0.511,0.161,0.003,0.835,6.28,1.91
E,Ecuador,0.027,0.247,0.666,0.06,0.274,3.72,0.68
E,Curaçao,0.001,0.009,0.055,0.936,0.009,0.74,-9.46
F,Netherlands,0.391,0.34,0.203,0.066,0.731,5.04,1.98
F,Sweden,0.327,0.268,0.375,0.03,0.595,4.89,2.62
F,Japan,0.267,0.361,0.27,0.101,0.629,4.61,1.26
F,Tunisia,0.014,0.03,0.152,0.803,0.045,1.46,-5.86
G,Belgium,0.583,0.245,0.117,0.055,0.828,5.32,2.52
G,Egypt,0.188,0.384,0.247,0.18,0.573,4.05,0.48
G,Iran,0.171,0.235,0.358,0.236,0.406,3.24,-0.75
G,New Zealand,0.057,0.136,0.278,0.528,0.193,2.34,-2.25
H,Spain,0.593,0.247,0.12,0.041,0.84,5.27,2.42
H,Uruguay,0.275,0.344,0.265,0.116,0.619,3.99,0.39
H,Cape Verde,0.07,0.236,0.315,0.379,0.306,3.01,-0.9
H,Saudi Arabia,0.062,0.174,0.3,0.464,0.235,2.63,-1.91
I,France,0.614,0.343,0.041,0.002,0.957,7.05,4.07
I,Norway,0.365,0.45,0.182,0.004,0.814,5.69,2.93
I,Senegal,0.02,0.192,0.624,0.164,0.212,3.2,-1.36
I,Iraq,0.002,0.015,0.154,0.829,0.017,1.08,-5.64
J,Argentina,0.843,0.147,0.009,0.0,0.99,7.65,6.17
J,Austria,0.143,0.591,0.26,0.005,0.735,5.17,1.27
J,Algeria,0.012,0.249,0.546,0.193,0.261,3.39,-1.95
J,Jordan,0.001,0.013,0.184,0.801,0.014,0.88,-5.49
K,Colombia,0.629,0.264,0.099,0.008,0.893,6.39,2.92
K,Portugal,0.301,0.427,0.2,0.072,0.728,4.58,1.3
K,DR Congo,0.061,0.223,0.452,0.264,0.284,3.12,-0.76
K,Uzbekistan,0.01,0.086,0.248,0.656,0.096,1.74,-3.45
L,England,0.913,0.075,0.012,0.001,0.987,7.89,5.47
L,Ghana,0.046,0.286,0.617,0.051,0.332,4.12,-1.53
L,Croatia,0.039,0.608,0.266,0.087,0.647,4.33,0.43
L,Panama,0.002,0.032,0.105,0.861,0.034,0.87,-4.37
