group,team,P1,P2,P3,P4,qualify,xPts,xGD
A,Mexico,0.591,0.295,0.109,0.006,0.885,6.52,3.12
A,South Korea,0.362,0.484,0.133,0.021,0.846,6.06,1.54
A,Czech Republic,0.04,0.158,0.529,0.273,0.198,2.73,-1.0
A,South Africa,0.007,0.063,0.229,0.701,0.07,1.62,-3.66
B,Switzerland,0.445,0.27,0.224,0.06,0.716,4.73,1.47
B,Canada,0.356,0.339,0.217,0.088,0.694,4.51,1.34
B,Bosnia and Herzegovina,0.167,0.285,0.345,0.202,0.453,3.73,-0.09
B,Qatar,0.031,0.105,0.214,0.649,0.137,2.12,-2.72
C,Brazil,0.571,0.289,0.124,0.016,0.86,5.88,4.0
C,Morocco,0.29,0.461,0.203,0.046,0.751,5.3,2.45
C,Scotland,0.135,0.241,0.591,0.033,0.376,4.42,-1.1
C,Haiti,0.004,0.009,0.082,0.905,0.013,0.67,-5.34
D,United States,0.73,0.176,0.083,0.01,0.906,6.47,4.13
D,Australia,0.204,0.446,0.279,0.071,0.65,4.87,0.66
D,Turkey,0.047,0.208,0.378,0.367,0.255,2.99,-1.64
D,Paraguay,0.019,0.171,0.259,0.552,0.189,2.61,-3.14
E,Germany,0.742,0.19,0.068,0.0,0.932,7.0,7.93
E,Ivory Coast,0.243,0.632,0.124,0.001,0.875,6.33,2.21
E,Ecuador,0.015,0.174,0.769,0.042,0.189,3.53,0.83
E,Curaçao,0.0,0.004,0.039,0.957,0.004,0.47,-10.96
F,Netherlands,0.415,0.341,0.197,0.048,0.755,5.25,2.39
F,Sweden,0.317,0.278,0.39,0.016,0.594,4.96,2.84
F,Japan,0.26,0.363,0.292,0.085,0.623,4.73,1.47
F,Tunisia,0.008,0.019,0.121,0.851,0.027,1.14,-6.7
G,Belgium,0.622,0.26,0.084,0.033,0.883,5.68,3.18
G,Egypt,0.254,0.469,0.173,0.104,0.723,4.68,1.37
G,Iran,0.079,0.159,0.438,0.324,0.238,2.61,-1.74
G,New Zealand,0.044,0.112,0.305,0.539,0.156,2.13,-2.82
H,Spain,0.713,0.198,0.072,0.017,0.911,5.77,3.68
H,Uruguay,0.196,0.385,0.296,0.124,0.58,3.87,0.11
H,Cape Verde,0.048,0.241,0.309,0.402,0.288,2.89,-1.31
H,Saudi Arabia,0.044,0.176,0.323,0.457,0.22,2.66,-2.48
I,France,0.735,0.243,0.021,0.001,0.978,7.56,5.4
I,Norway,0.248,0.501,0.249,0.002,0.749,5.43,2.54
I,Senegal,0.017,0.25,0.64,0.093,0.267,3.55,-0.69
I,Iraq,0.001,0.005,0.09,0.905,0.005,0.67,-7.25
J,Argentina,0.826,0.157,0.016,0.001,0.983,7.55,6.0
J,Austria,0.159,0.583,0.249,0.009,0.742,5.17,1.15
J,Algeria,0.013,0.237,0.525,0.225,0.25,3.3,-2.11
J,Jordan,0.002,0.023,0.209,0.765,0.026,1.07,-5.04
K,Colombia,0.52,0.347,0.126,0.007,0.867,6.24,2.77
K,Portugal,0.412,0.408,0.146,0.033,0.82,5.16,2.43
K,DR Congo,0.062,0.2,0.475,0.264,0.262,3.24,-0.79
K,Uzbekistan,0.007,0.045,0.253,0.696,0.051,1.45,-4.41
L,England,0.914,0.07,0.013,0.002,0.985,7.87,5.62
L,Ghana,0.048,0.303,0.571,0.079,0.351,4.13,-1.79
L,Croatia,0.033,0.576,0.27,0.12,0.61,4.09,-0.02
L,Panama,0.004,0.05,0.146,0.8,0.055,1.12,-3.81
