group,team,P1,P2,P3,P4,qualify,xPts,xGD
A,Mexico,0.617,0.256,0.116,0.01,0.874,6.43,3.03
A,South Korea,0.316,0.46,0.187,0.037,0.776,5.69,0.92
A,Czech Republic,0.055,0.19,0.455,0.301,0.244,2.81,-0.91
A,South Africa,0.012,0.094,0.242,0.652,0.106,1.95,-3.03
B,Switzerland,0.43,0.274,0.216,0.08,0.704,4.63,1.33
B,Canada,0.373,0.317,0.207,0.103,0.69,4.47,1.23
B,Bosnia and Herzegovina,0.139,0.256,0.325,0.28,0.395,3.41,-0.52
B,Qatar,0.058,0.153,0.252,0.537,0.211,2.51,-2.04
C,Brazil,0.575,0.281,0.128,0.017,0.856,5.82,3.82
C,Morocco,0.269,0.46,0.228,0.043,0.729,5.19,2.18
C,Scotland,0.153,0.251,0.573,0.023,0.404,4.54,-0.75
C,Haiti,0.003,0.009,0.071,0.917,0.012,0.64,-5.25
D,United States,0.516,0.301,0.161,0.022,0.817,5.7,2.94
D,Australia,0.415,0.398,0.161,0.026,0.813,5.74,2.06
D,Turkey,0.046,0.18,0.37,0.404,0.227,2.85,-1.83
D,Paraguay,0.023,0.12,0.308,0.549,0.144,2.55,-3.17
E,Germany,0.65,0.232,0.117,0.001,0.882,6.33,6.89
E,Ivory Coast,0.323,0.513,0.161,0.003,0.836,6.28,1.91
E,Ecuador,0.026,0.247,0.667,0.06,0.273,3.72,0.66
E,Curaçao,0.001,0.009,0.055,0.936,0.009,0.74,-9.46
F,Netherlands,0.392,0.34,0.202,0.066,0.732,5.04,1.99
F,Sweden,0.327,0.269,0.374,0.029,0.596,4.9,2.62
F,Japan,0.266,0.361,0.272,0.101,0.627,4.61,1.26
F,Tunisia,0.014,0.03,0.152,0.804,0.044,1.46,-5.87
G,Belgium,0.604,0.245,0.112,0.038,0.85,6.19,3.22
G,Iran,0.21,0.34,0.291,0.158,0.551,4.29,0.26
G,Egypt,0.149,0.299,0.346,0.206,0.448,3.84,-0.31
G,New Zealand,0.036,0.116,0.251,0.598,0.152,2.08,-3.17
H,Spain,0.701,0.238,0.05,0.011,0.939,6.87,4.6
H,Uruguay,0.25,0.509,0.179,0.062,0.759,5.12,1.41
H,Saudi Arabia,0.025,0.13,0.395,0.45,0.155,2.3,-2.88
H,Cape Verde,0.024,0.123,0.376,0.477,0.147,2.22,-3.14
I,France,0.481,0.297,0.171,0.051,0.778,5.73,2.45
I,Norway,0.301,0.333,0.266,0.1,0.634,4.85,1.13
I,Senegal,0.195,0.295,0.354,0.156,0.49,4.18,0.1
I,Iraq,0.023,0.075,0.21,0.692,0.098,1.71,-3.68
J,Argentina,0.66,0.235,0.089,0.016,0.895,6.63,3.95
J,Austria,0.171,0.36,0.343,0.125,0.531,4.3,0.45
J,Algeria,0.153,0.336,0.367,0.143,0.49,4.12,0.16
J,Jordan,0.015,0.069,0.201,0.715,0.084,1.54,-4.56
K,Portugal,0.461,0.342,0.141,0.056,0.803,5.67,2.29
K,Colombia,0.431,0.357,0.151,0.061,0.788,5.55,2.07
K,DR Congo,0.061,0.168,0.379,0.391,0.229,2.73,-1.81
K,Uzbekistan,0.046,0.134,0.329,0.491,0.18,2.38,-2.54
L,England,0.624,0.286,0.073,0.017,0.91,6.6,3.92
L,Croatia,0.31,0.462,0.17,0.058,0.772,5.34,1.96
L,Ghana,0.04,0.147,0.416,0.397,0.187,2.56,-2.41
L,Panama,0.026,0.105,0.341,0.528,0.13,2.1,-3.47
