group,team,P1,P2,P3,P4,qualify,xPts,xGD
A,Mexico,0.893,0.107,0.0,0.0,1.0,7.63,3.38
A,South Korea,0.107,0.665,0.181,0.048,0.772,5.0,0.93
A,South Africa,0.0,0.128,0.192,0.68,0.128,1.75,-2.93
A,Czech Republic,0.0,0.1,0.628,0.272,0.1,2.1,-1.38
B,Canada,0.607,0.391,0.002,0.0,0.998,5.2,5.81
B,Switzerland,0.393,0.584,0.024,0.0,0.976,5.49,3.19
B,Bosnia and Herzegovina,0.0,0.025,0.84,0.134,0.025,3.21,-1.66
B,Qatar,0.0,0.0,0.134,0.866,0.0,1.6,-7.34
C,Brazil,0.578,0.285,0.122,0.015,0.863,5.91,4.13
C,Morocco,0.29,0.473,0.196,0.041,0.763,5.36,2.55
C,Scotland,0.128,0.234,0.606,0.031,0.363,4.38,-1.18
C,Haiti,0.004,0.008,0.076,0.913,0.011,0.63,-5.5
D,United States,0.731,0.176,0.082,0.01,0.907,6.47,4.14
D,Australia,0.203,0.444,0.282,0.071,0.647,4.87,0.64
D,Turkey,0.046,0.206,0.375,0.373,0.252,2.97,-1.67
D,Paraguay,0.02,0.174,0.261,0.546,0.194,2.64,-3.12
E,Germany,0.743,0.19,0.067,0.0,0.933,7.01,7.95
E,Ivory Coast,0.242,0.634,0.122,0.001,0.876,6.35,2.24
E,Ecuador,0.015,0.172,0.772,0.041,0.187,3.53,0.83
E,Curaçao,0.0,0.004,0.039,0.957,0.004,0.46,-11.03
F,Netherlands,0.416,0.339,0.197,0.047,0.755,5.25,2.4
F,Sweden,0.319,0.277,0.388,0.015,0.596,4.98,2.86
F,Japan,0.257,0.365,0.295,0.083,0.622,4.73,1.46
F,Tunisia,0.008,0.019,0.119,0.854,0.027,1.12,-6.72
G,Belgium,0.625,0.26,0.083,0.033,0.884,5.7,3.21
G,Egypt,0.254,0.472,0.172,0.102,0.726,4.68,1.39
G,Iran,0.079,0.158,0.442,0.32,0.237,2.62,-1.73
G,New Zealand,0.042,0.111,0.302,0.545,0.153,2.11,-2.86
H,Spain,0.714,0.198,0.071,0.017,0.912,5.78,3.67
H,Uruguay,0.198,0.389,0.294,0.12,0.586,3.89,0.14
H,Cape Verde,0.046,0.239,0.311,0.404,0.285,2.88,-1.33
H,Saudi Arabia,0.042,0.175,0.324,0.459,0.217,2.65,-2.48
I,France,0.739,0.24,0.021,0.001,0.979,7.57,5.42
I,Norway,0.244,0.503,0.251,0.002,0.747,5.42,2.53
I,Senegal,0.017,0.253,0.641,0.089,0.269,3.56,-0.66
I,Iraq,0.0,0.005,0.087,0.908,0.005,0.65,-7.29
J,Argentina,0.825,0.158,0.016,0.001,0.983,7.54,5.95
J,Austria,0.159,0.586,0.246,0.009,0.746,5.17,1.17
J,Algeria,0.013,0.233,0.527,0.227,0.246,3.29,-2.12
J,Jordan,0.002,0.023,0.211,0.763,0.026,1.07,-5.0
K,Colombia,0.519,0.345,0.128,0.008,0.864,6.23,2.76
K,Portugal,0.41,0.408,0.149,0.034,0.818,5.16,2.42
K,DR Congo,0.064,0.202,0.467,0.267,0.266,3.24,-0.78
K,Uzbekistan,0.007,0.045,0.257,0.691,0.052,1.46,-4.4
L,England,0.921,0.065,0.012,0.002,0.986,7.92,5.74
L,Ghana,0.044,0.299,0.579,0.077,0.343,4.1,-1.86
L,Croatia,0.031,0.588,0.267,0.114,0.619,4.11,-0.0
L,Panama,0.004,0.048,0.141,0.807,0.052,1.08,-3.88
