group,team,P1,P2,P3,P4,qualify,xPts,xGD
A,Mexico,0.899,0.101,0.0,0.0,1.0,7.68,3.45
A,South Korea,0.101,0.677,0.177,0.044,0.779,5.02,0.94
A,South Africa,0.0,0.127,0.196,0.677,0.127,1.74,-2.94
A,Czech Republic,0.0,0.095,0.627,0.278,0.095,2.06,-1.45
B,Canada,0.609,0.39,0.002,0.0,0.998,5.2,5.82
B,Switzerland,0.391,0.587,0.022,0.0,0.978,5.49,3.18
B,Bosnia and Herzegovina,0.0,0.023,0.837,0.14,0.023,3.19,-1.69
B,Qatar,0.0,0.0,0.14,0.86,0.0,1.61,-7.31
C,Brazil,0.639,0.25,0.111,0.0,0.889,6.27,4.43
C,Morocco,0.337,0.65,0.013,0.0,0.987,6.53,2.97
C,Scotland,0.024,0.1,0.859,0.017,0.124,3.54,-1.43
C,Haiti,0.0,0.0,0.017,0.983,0.0,0.33,-5.97
D,United States,0.997,0.003,0.0,0.0,1.0,7.59,5.33
D,Australia,0.002,0.65,0.297,0.051,0.652,4.15,-0.16
D,Paraguay,0.0,0.348,0.576,0.076,0.348,4.45,-1.84
D,Turkey,0.0,0.0,0.127,0.873,0.0,1.16,-3.33
E,Germany,0.755,0.181,0.063,0.0,0.937,7.05,7.99
E,Ivory Coast,0.231,0.647,0.12,0.001,0.878,6.32,2.16
E,Ecuador,0.013,0.168,0.773,0.047,0.18,3.49,0.66
E,Curaçao,0.0,0.004,0.044,0.952,0.005,0.48,-10.8
F,Netherlands,0.431,0.334,0.189,0.046,0.765,5.29,2.44
F,Sweden,0.316,0.28,0.388,0.016,0.596,4.96,2.84
F,Japan,0.244,0.367,0.3,0.089,0.611,4.68,1.35
F,Tunisia,0.009,0.019,0.123,0.849,0.028,1.15,-6.63
G,Belgium,0.618,0.264,0.084,0.033,0.882,5.68,3.15
G,Egypt,0.259,0.468,0.171,0.101,0.727,4.7,1.4
G,Iran,0.081,0.157,0.443,0.319,0.238,2.62,-1.7
G,New Zealand,0.042,0.11,0.301,0.547,0.152,2.11,-2.84
H,Spain,0.718,0.197,0.069,0.016,0.915,5.79,3.68
H,Uruguay,0.198,0.395,0.292,0.115,0.593,3.91,0.16
H,Cape Verde,0.044,0.236,0.314,0.406,0.28,2.86,-1.33
H,Saudi Arabia,0.04,0.172,0.324,0.463,0.212,2.64,-2.51
I,France,0.738,0.241,0.02,0.001,0.979,7.57,5.36
I,Norway,0.245,0.502,0.251,0.002,0.748,5.43,2.55
I,Senegal,0.017,0.252,0.645,0.086,0.269,3.58,-0.63
I,Iraq,0.0,0.004,0.084,0.911,0.005,0.63,-7.28
J,Argentina,0.828,0.156,0.015,0.001,0.984,7.56,5.96
J,Austria,0.157,0.59,0.245,0.008,0.747,5.17,1.16
J,Algeria,0.012,0.232,0.53,0.225,0.244,3.29,-2.13
J,Jordan,0.002,0.023,0.21,0.765,0.025,1.06,-4.98
K,Colombia,0.512,0.35,0.13,0.007,0.862,6.21,2.72
K,Portugal,0.418,0.405,0.145,0.033,0.823,5.19,2.43
K,DR Congo,0.064,0.202,0.476,0.258,0.266,3.26,-0.76
K,Uzbekistan,0.006,0.043,0.248,0.702,0.049,1.43,-4.39
L,England,0.923,0.064,0.011,0.002,0.987,7.94,5.73
L,Ghana,0.043,0.299,0.581,0.076,0.342,4.09,-1.84
L,Croatia,0.03,0.59,0.267,0.113,0.62,4.12,-0.02
L,Panama,0.004,0.047,0.14,0.809,0.051,1.07,-3.88
