group,team,P1,P2,P3,P4,qualify,xPts,xGD
A,Mexico,0.62,0.255,0.115,0.011,0.875,6.43,3.03
A,South Korea,0.313,0.458,0.191,0.038,0.772,5.66,0.88
A,Czech Republic,0.055,0.19,0.45,0.305,0.244,2.8,-0.92
A,South Africa,0.012,0.097,0.244,0.646,0.11,1.98,-2.99
B,Switzerland,0.432,0.273,0.215,0.08,0.705,4.64,1.33
B,Canada,0.37,0.317,0.208,0.104,0.688,4.46,1.21
B,Bosnia and Herzegovina,0.139,0.256,0.323,0.282,0.395,3.41,-0.52
B,Qatar,0.059,0.153,0.254,0.534,0.212,2.51,-2.02
C,Brazil,0.575,0.28,0.128,0.016,0.856,5.82,3.82
C,Morocco,0.269,0.461,0.228,0.043,0.73,5.19,2.19
C,Scotland,0.152,0.251,0.575,0.022,0.403,4.53,-0.75
C,Haiti,0.003,0.008,0.07,0.919,0.012,0.63,-5.27
D,United States,0.515,0.3,0.163,0.022,0.815,5.7,2.93
D,Australia,0.415,0.399,0.161,0.026,0.814,5.73,2.05
D,Turkey,0.046,0.18,0.368,0.406,0.226,2.85,-1.83
D,Paraguay,0.024,0.121,0.308,0.547,0.145,2.56,-3.15
E,Germany,0.647,0.233,0.119,0.001,0.881,6.32,6.87
E,Ivory Coast,0.326,0.512,0.159,0.003,0.838,6.3,1.94
E,Ecuador,0.026,0.247,0.669,0.058,0.273,3.73,0.69
E,Curaçao,0.001,0.008,0.053,0.938,0.009,0.73,-9.51
F,Netherlands,0.392,0.339,0.202,0.066,0.731,5.04,1.98
F,Sweden,0.33,0.27,0.371,0.03,0.6,4.91,2.64
F,Japan,0.263,0.36,0.273,0.103,0.623,4.59,1.22
F,Tunisia,0.015,0.031,0.154,0.8,0.045,1.48,-5.84
G,Belgium,0.579,0.246,0.119,0.056,0.825,5.3,2.5
G,Egypt,0.19,0.383,0.247,0.18,0.573,4.05,0.49
G,Iran,0.172,0.235,0.357,0.235,0.408,3.25,-0.73
G,New Zealand,0.058,0.136,0.276,0.53,0.194,2.33,-2.25
H,Spain,0.594,0.246,0.12,0.041,0.839,5.27,2.41
H,Uruguay,0.273,0.343,0.266,0.117,0.617,3.99,0.38
H,Cape Verde,0.07,0.235,0.313,0.382,0.305,3.0,-0.91
H,Saudi Arabia,0.063,0.176,0.301,0.46,0.239,2.65,-1.89
I,France,0.611,0.346,0.041,0.002,0.957,7.04,4.06
I,Norway,0.368,0.451,0.178,0.004,0.818,5.71,2.96
I,Senegal,0.02,0.188,0.625,0.167,0.208,3.18,-1.39
I,Iraq,0.002,0.015,0.157,0.826,0.017,1.09,-5.63
J,Argentina,0.84,0.149,0.01,0.0,0.99,7.63,6.11
J,Austria,0.146,0.59,0.259,0.005,0.736,5.18,1.28
J,Algeria,0.013,0.247,0.544,0.196,0.26,3.38,-1.96
J,Jordan,0.001,0.013,0.187,0.798,0.015,0.9,-5.43
K,Colombia,0.628,0.264,0.099,0.008,0.892,6.39,2.91
K,Portugal,0.301,0.426,0.201,0.072,0.727,4.58,1.29
K,DR Congo,0.061,0.223,0.451,0.264,0.284,3.13,-0.76
K,Uzbekistan,0.01,0.086,0.249,0.655,0.096,1.75,-3.44
L,England,0.914,0.073,0.012,0.001,0.987,7.9,5.51
L,Ghana,0.046,0.287,0.616,0.051,0.333,4.12,-1.54
L,Croatia,0.038,0.608,0.267,0.087,0.646,4.32,0.43
L,Panama,0.002,0.032,0.105,0.861,0.034,0.86,-4.4
