group,team,P1,P2,P3,P4,qualify,xPts,xGD
A,Mexico,0.463,0.273,0.17,0.094,0.736,5.4,1.91
A,Czech Republic,0.254,0.292,0.26,0.194,0.546,4.3,0.29
A,South Korea,0.196,0.265,0.29,0.25,0.46,3.88,-0.33
A,South Africa,0.086,0.171,0.281,0.462,0.257,2.76,-1.86
B,Switzerland,0.54,0.314,0.116,0.03,0.854,6.19,3.46
B,Canada,0.359,0.401,0.183,0.058,0.759,5.45,2.14
B,Bosnia and Herzegovina,0.079,0.205,0.439,0.277,0.284,3.19,-1.41
B,Qatar,0.022,0.081,0.262,0.635,0.103,1.82,-4.2
C,Brazil,0.595,0.285,0.105,0.015,0.88,6.44,4.3
C,Morocco,0.302,0.434,0.219,0.046,0.736,5.35,1.99
C,Scotland,0.094,0.237,0.489,0.18,0.331,3.58,-0.71
C,Haiti,0.009,0.044,0.188,0.759,0.053,1.3,-5.57
D,Turkey,0.294,0.256,0.232,0.218,0.55,4.31,0.34
D,Paraguay,0.25,0.262,0.256,0.232,0.511,4.14,0.14
D,United States,0.243,0.24,0.247,0.269,0.483,3.96,-0.2
D,Australia,0.213,0.243,0.264,0.28,0.456,3.84,-0.29
E,Germany,0.508,0.303,0.169,0.019,0.812,6.0,3.71
E,Ecuador,0.327,0.382,0.255,0.037,0.708,5.36,2.01
E,Ivory Coast,0.16,0.29,0.456,0.094,0.45,4.23,0.4
E,Curaçao,0.005,0.025,0.119,0.85,0.03,0.99,-6.12
F,Netherlands,0.479,0.283,0.158,0.08,0.762,5.55,2.18
F,Japan,0.309,0.325,0.228,0.138,0.634,4.75,0.93
F,Sweden,0.133,0.221,0.313,0.334,0.353,3.33,-1.26
F,Tunisia,0.079,0.172,0.301,0.448,0.251,2.76,-1.84
G,Belgium,0.607,0.244,0.112,0.037,0.851,6.2,3.24
G,Iran,0.207,0.34,0.293,0.161,0.547,4.27,0.23
G,Egypt,0.15,0.3,0.345,0.205,0.45,3.84,-0.3
G,New Zealand,0.036,0.116,0.25,0.597,0.152,2.08,-3.17
H,Spain,0.701,0.239,0.049,0.011,0.94,6.88,4.64
H,Uruguay,0.252,0.512,0.177,0.059,0.764,5.14,1.45
H,Saudi Arabia,0.024,0.128,0.394,0.455,0.152,2.27,-2.94
H,Cape Verde,0.023,0.121,0.38,0.475,0.145,2.22,-3.15
I,France,0.48,0.296,0.173,0.051,0.776,5.73,2.46
I,Norway,0.298,0.332,0.269,0.101,0.63,4.84,1.1
I,Senegal,0.199,0.298,0.35,0.153,0.497,4.22,0.16
I,Iraq,0.023,0.074,0.208,0.695,0.097,1.69,-3.72
J,Argentina,0.662,0.234,0.088,0.016,0.896,6.64,3.98
J,Austria,0.169,0.361,0.345,0.125,0.53,4.29,0.44
J,Algeria,0.154,0.338,0.368,0.139,0.493,4.14,0.19
J,Jordan,0.014,0.067,0.199,0.72,0.081,1.51,-4.6
K,Portugal,0.455,0.346,0.142,0.057,0.8,5.64,2.24
K,Colombia,0.437,0.353,0.149,0.06,0.79,5.57,2.1
K,DR Congo,0.062,0.168,0.379,0.39,0.23,2.74,-1.8
K,Uzbekistan,0.046,0.133,0.329,0.492,0.179,2.38,-2.54
L,England,0.625,0.286,0.073,0.017,0.91,6.61,3.93
L,Croatia,0.31,0.463,0.169,0.057,0.773,5.34,1.97
L,Ghana,0.04,0.146,0.416,0.398,0.186,2.56,-2.43
L,Panama,0.025,0.105,0.342,0.527,0.13,2.11,-3.47
