group,team,P1,P2,P3,P4,qualify,xPts,xGD
A,Mexico,0.608,0.281,0.106,0.005,0.889,6.58,3.19
A,South Korea,0.342,0.492,0.143,0.023,0.834,5.99,1.42
A,Czech Republic,0.043,0.161,0.528,0.269,0.204,2.77,-0.93
A,South Africa,0.007,0.065,0.224,0.704,0.073,1.62,-3.68
B,Switzerland,0.437,0.269,0.232,0.062,0.706,4.69,1.4
B,Canada,0.355,0.337,0.22,0.088,0.692,4.51,1.32
B,Bosnia and Herzegovina,0.177,0.29,0.337,0.196,0.467,3.77,-0.0
B,Qatar,0.031,0.104,0.211,0.654,0.135,2.11,-2.72
C,Brazil,0.573,0.285,0.125,0.017,0.858,5.87,3.94
C,Morocco,0.281,0.457,0.213,0.049,0.738,5.25,2.33
C,Scotland,0.142,0.248,0.577,0.033,0.39,4.46,-1.04
C,Haiti,0.004,0.01,0.085,0.901,0.014,0.69,-5.23
D,United States,0.734,0.175,0.082,0.01,0.908,6.46,4.09
D,Australia,0.2,0.451,0.28,0.069,0.65,4.86,0.68
D,Turkey,0.047,0.205,0.377,0.371,0.252,2.98,-1.65
D,Paraguay,0.02,0.17,0.26,0.55,0.19,2.63,-3.12
E,Germany,0.742,0.187,0.071,0.0,0.929,6.97,7.85
E,Ivory Coast,0.241,0.623,0.135,0.002,0.864,6.28,2.1
E,Ecuador,0.017,0.185,0.753,0.045,0.202,3.54,0.84
E,Curaçao,0.0,0.005,0.042,0.953,0.005,0.52,-10.79
F,Netherlands,0.419,0.339,0.192,0.05,0.758,5.25,2.34
F,Sweden,0.31,0.276,0.397,0.018,0.586,4.91,2.76
F,Japan,0.262,0.365,0.288,0.085,0.627,4.73,1.45
F,Tunisia,0.009,0.02,0.123,0.847,0.029,1.18,-6.56
G,Belgium,0.69,0.206,0.077,0.026,0.897,6.64,3.96
G,Egypt,0.171,0.378,0.286,0.165,0.549,4.21,0.11
G,Iran,0.098,0.275,0.363,0.264,0.374,3.45,-1.06
G,New Zealand,0.041,0.14,0.273,0.546,0.181,2.23,-3.0
H,Spain,0.777,0.192,0.026,0.004,0.969,7.42,6.43
H,Uruguay,0.195,0.581,0.171,0.053,0.776,5.18,1.58
H,Cape Verde,0.014,0.114,0.402,0.471,0.128,2.16,-4.18
H,Saudi Arabia,0.014,0.113,0.401,0.472,0.127,2.12,-3.84
I,France,0.62,0.268,0.1,0.013,0.887,6.66,4.25
I,Norway,0.259,0.415,0.274,0.051,0.675,5.08,1.82
I,Senegal,0.115,0.283,0.474,0.129,0.398,3.94,-0.28
I,Iraq,0.006,0.034,0.152,0.808,0.04,1.11,-5.79
J,Argentina,0.68,0.225,0.078,0.017,0.905,6.79,4.29
J,Austria,0.204,0.419,0.287,0.09,0.623,4.69,1.0
J,Algeria,0.101,0.29,0.436,0.173,0.391,3.74,-0.56
J,Jordan,0.015,0.066,0.199,0.72,0.081,1.49,-4.72
K,Portugal,0.591,0.304,0.082,0.022,0.896,6.49,3.91
K,Colombia,0.343,0.455,0.154,0.049,0.797,5.54,2.19
K,DR Congo,0.039,0.138,0.417,0.406,0.177,2.54,-2.67
K,Uzbekistan,0.027,0.103,0.346,0.524,0.13,2.11,-3.43
L,England,0.667,0.234,0.076,0.023,0.901,6.66,4.1
L,Croatia,0.24,0.447,0.219,0.094,0.687,4.89,1.09
L,Ghana,0.057,0.189,0.392,0.362,0.246,2.85,-2.1
L,Panama,0.036,0.13,0.313,0.521,0.166,2.24,-3.09
