group,team,P1,P2,P3,P4,qualify,xPts,xGD
A,Mexico,0.608,0.281,0.106,0.005,0.889,6.57,3.18
A,South Korea,0.342,0.492,0.143,0.023,0.834,5.99,1.41
A,Czech Republic,0.042,0.162,0.527,0.268,0.205,2.77,-0.93
A,South Africa,0.008,0.065,0.223,0.704,0.072,1.62,-3.67
B,Switzerland,0.436,0.269,0.232,0.062,0.706,4.69,1.39
B,Canada,0.355,0.336,0.22,0.088,0.692,4.51,1.32
B,Bosnia and Herzegovina,0.177,0.291,0.337,0.196,0.467,3.77,-0.0
B,Qatar,0.032,0.104,0.211,0.654,0.135,2.11,-2.7
C,Brazil,0.573,0.286,0.124,0.017,0.858,5.86,3.92
C,Morocco,0.281,0.458,0.213,0.048,0.739,5.25,2.33
C,Scotland,0.142,0.247,0.578,0.033,0.389,4.46,-1.04
C,Haiti,0.004,0.009,0.085,0.902,0.014,0.69,-5.21
D,United States,0.734,0.175,0.081,0.01,0.909,6.46,4.09
D,Australia,0.2,0.451,0.28,0.069,0.651,4.86,0.68
D,Turkey,0.047,0.204,0.378,0.371,0.251,2.98,-1.66
D,Paraguay,0.019,0.17,0.261,0.55,0.189,2.63,-3.12
E,Germany,0.743,0.187,0.07,0.0,0.929,6.97,7.84
E,Ivory Coast,0.24,0.623,0.135,0.002,0.863,6.28,2.09
E,Ecuador,0.017,0.185,0.752,0.046,0.202,3.54,0.83
E,Curaçao,0.0,0.005,0.042,0.952,0.005,0.52,-10.76
F,Netherlands,0.419,0.339,0.191,0.05,0.759,5.25,2.34
F,Sweden,0.31,0.275,0.397,0.018,0.586,4.91,2.77
F,Japan,0.261,0.366,0.288,0.085,0.627,4.73,1.45
F,Tunisia,0.009,0.02,0.124,0.847,0.029,1.18,-6.55
G,Belgium,0.69,0.206,0.077,0.026,0.897,6.64,3.94
G,Egypt,0.17,0.379,0.286,0.165,0.549,4.21,0.1
G,Iran,0.099,0.274,0.364,0.262,0.373,3.45,-1.06
G,New Zealand,0.041,0.14,0.273,0.546,0.181,2.23,-2.98
H,Spain,0.778,0.192,0.026,0.004,0.97,7.43,6.41
H,Uruguay,0.195,0.581,0.172,0.052,0.776,5.18,1.57
H,Saudi Arabia,0.014,0.114,0.401,0.471,0.128,2.12,-3.82
H,Cape Verde,0.014,0.113,0.4,0.473,0.127,2.16,-4.17
I,France,0.622,0.266,0.099,0.013,0.888,6.66,4.24
I,Norway,0.258,0.416,0.275,0.051,0.674,5.08,1.81
I,Senegal,0.114,0.284,0.474,0.128,0.398,3.94,-0.28
I,Iraq,0.006,0.034,0.152,0.808,0.04,1.11,-5.77
J,Argentina,0.681,0.224,0.078,0.017,0.905,6.79,4.27
J,Austria,0.203,0.42,0.286,0.09,0.624,4.68,0.99
J,Algeria,0.1,0.291,0.437,0.172,0.391,3.74,-0.56
J,Jordan,0.015,0.065,0.199,0.721,0.08,1.49,-4.7
K,Portugal,0.591,0.304,0.082,0.022,0.896,6.49,3.9
K,Colombia,0.343,0.454,0.154,0.049,0.797,5.54,2.19
K,DR Congo,0.039,0.138,0.417,0.405,0.177,2.54,-2.66
K,Uzbekistan,0.027,0.103,0.346,0.524,0.13,2.11,-3.42
L,England,0.667,0.234,0.075,0.023,0.901,6.66,4.09
L,Croatia,0.239,0.448,0.22,0.093,0.687,4.88,1.09
L,Ghana,0.058,0.188,0.392,0.362,0.246,2.85,-2.09
L,Panama,0.037,0.13,0.313,0.521,0.166,2.24,-3.08
