group,team,P1,P2,P3,P4,qualify,xPts,xGD
A,Mexico,0.904,0.096,0.0,0.0,1.0,7.72,3.54
A,South Korea,0.096,0.67,0.188,0.046,0.766,4.97,0.88
A,South Africa,0.0,0.136,0.214,0.65,0.136,1.78,-2.88
A,Czech Republic,0.0,0.098,0.598,0.304,0.098,2.03,-1.54
B,Canada,0.591,0.407,0.003,0.0,0.997,5.16,5.75
B,Switzerland,0.409,0.564,0.026,0.0,0.974,5.53,3.25
B,Bosnia and Herzegovina,0.0,0.029,0.843,0.129,0.029,3.25,-1.55
B,Qatar,0.0,0.0,0.129,0.871,0.0,1.57,-7.45
C,Brazil,0.65,0.253,0.096,0.0,0.904,6.35,4.62
C,Morocco,0.331,0.659,0.01,0.0,0.99,6.57,3.15
C,Scotland,0.019,0.088,0.876,0.018,0.107,3.48,-1.62
C,Haiti,0.0,0.0,0.018,0.982,0.0,0.3,-6.15
D,United States,0.998,0.002,0.0,0.0,1.0,7.74,5.57
D,Australia,0.002,0.67,0.287,0.042,0.672,4.15,-0.14
D,Paraguay,0.0,0.328,0.608,0.064,0.328,4.42,-1.86
D,Turkey,0.0,0.0,0.105,0.895,0.0,1.03,-3.57
E,Germany,0.988,0.012,0.0,0.0,1.0,7.77,7.62
E,Ivory Coast,0.012,0.922,0.054,0.012,0.934,5.61,2.27
E,Curaçao,0.0,0.037,0.075,0.888,0.037,1.27,-8.27
E,Ecuador,0.0,0.029,0.872,0.1,0.029,1.99,-1.62
F,Netherlands,0.779,0.219,0.002,0.0,0.998,6.65,6.35
F,Japan,0.187,0.594,0.219,0.0,0.781,5.78,4.59
F,Sweden,0.034,0.187,0.779,0.0,0.221,3.94,-0.59
F,Tunisia,0.0,0.0,0.0,1.0,0.0,0.24,-10.35
G,Egypt,0.594,0.203,0.204,0.0,0.796,5.53,2.25
G,Belgium,0.303,0.569,0.075,0.052,0.872,4.54,2.1
G,Iran,0.103,0.178,0.688,0.031,0.281,3.11,-0.25
G,New Zealand,0.0,0.05,0.033,0.916,0.05,1.33,-4.1
H,Spain,0.859,0.087,0.054,0.0,0.946,6.14,5.15
H,Uruguay,0.111,0.073,0.698,0.117,0.184,2.63,-1.15
H,Cape Verde,0.03,0.555,0.194,0.221,0.585,3.46,0.14
H,Saudi Arabia,0.0,0.285,0.054,0.661,0.285,2.26,-4.14
I,France,0.796,0.204,0.0,0.0,1.0,7.95,5.91
I,Norway,0.204,0.796,0.0,0.0,1.0,6.83,3.09
I,Senegal,0.0,0.0,0.926,0.074,0.0,2.49,-1.04
I,Iraq,0.0,0.0,0.074,0.926,0.0,0.37,-7.96
J,Argentina,0.999,0.001,0.0,0.0,1.0,8.54,7.08
J,Austria,0.001,0.754,0.239,0.007,0.755,4.43,0.15
J,Algeria,0.0,0.245,0.733,0.022,0.245,4.15,-2.15
J,Jordan,0.0,0.0,0.028,0.972,0.0,0.33,-5.08
K,Colombia,0.5,0.5,0.0,0.0,1.0,6.98,2.42
K,Portugal,0.5,0.494,0.005,0.0,0.995,5.76,5.58
K,DR Congo,0.0,0.005,0.76,0.235,0.005,2.82,-0.32
K,Uzbekistan,0.0,0.0,0.235,0.765,0.0,0.94,-7.68
L,England,0.847,0.151,0.002,0.0,0.998,6.57,4.25
L,Croatia,0.101,0.446,0.442,0.011,0.547,4.92,-0.24
L,Ghana,0.052,0.403,0.545,0.0,0.455,4.8,0.24
L,Panama,0.0,0.0,0.011,0.989,0.0,0.31,-4.25
