date,home_team,away_team,odds_1,odds_X,odds_2
2019-01-14,India,Bahrain,3.8,3.6,1.9
2019-01-14,United Arab Emirates,Thailand,1.55,3.75,7.0
2019-01-15,Australia,Syria,1.5,4.2,6.25
2019-01-15,Iceland,Estonia,2.2,3.1,3.5
2019-01-15,Palestine,Jordan,3.6,3.3,2.05
2019-01-16,Iran,Iraq,1.66,3.3,6.0
2019-01-16,Kyrgyzstan,Philippines,1.9,4.0,3.5
2019-01-16,South Korea,China,1.45,3.8,7.5
2019-01-16,Vietnam,Yemen,1.45,4.33,7.0
2019-01-17,Japan,Uzbekistan,1.72,3.5,5.0
2019-01-17,Lebanon,North Korea,1.33,5.5,7.5
2019-01-17,Oman,Turkmenistan,1.36,4.75,8.5
2019-01-17,Saudi Arabia,Qatar,2.8,3.0,2.6
2019-01-20,Iran,Oman,1.33,4.75,10.0
2019-01-20,Jordan,Vietnam,1.8,3.4,4.75
2019-01-20,Thailand,China,5.0,3.6,1.7
2019-01-21,Australia,Uzbekistan,1.61,3.75,5.5
2019-01-21,Japan,Saudi Arabia,1.61,3.75,5.75
2019-01-21,United Arab Emirates,Kyrgyzstan,1.4,4.0,9.0
2019-01-22,Qatar,Iraq,2.2,3.1,3.5
2019-01-22,South Korea,Bahrain,1.25,5.0,15.0
2019-01-24,China,Iran,9.0,4.2,1.4
2019-01-24,Vietnam,Japan,11.0,4.75,1.33
2019-01-25,South Korea,Qatar,2.0,3.1,4.33
2019-01-25,United Arab Emirates,Australia,6.0,3.6,1.61
2019-01-28,Iran,Japan,2.37,2.8,3.6
2019-01-28,United States,Panama,1.44,4.0,8.5
2019-01-29,Qatar,United Arab Emirates,2.1,3.0,4.0
2019-02-01,Japan,Qatar,2.1,3.0,4.0
2019-02-02,United States,Costa Rica,1.6,3.5,6.5
2019-02-21,Kazakhstan,Moldova,2.3,3.0,3.0
2019-02-27,Cuba,Bermuda,1.7,3.5,4.2
2019-03-03,Bolivia,Nicaragua,1.2,5.25,15.0
2019-03-09,Cambodia,Bangladesh,1.53,3.8,5.5
2019-03-20,Germany,Serbia,1.36,4.5,7.5
2019-03-20,Iraq,Syria,2.1,3.1,3.4
2019-03-20,Malaysia,Singapore,1.8,3.8,3.8
2019-03-20,Oman,Afghanistan,1.25,5.25,9.5
2019-03-20,Wales,Trinidad and Tobago,1.2,5.75,17.0
2019-03-21,China,Thailand,1.6,3.6,6.0
2019-03-21,Kosovo,Denmark,5.25,3.4,1.72
2019-03-21,Kuwait,Nepal,1.12,9.0,15.0
2019-03-21,United Arab Emirates,Saudi Arabia,2.45,3.0,3.1
2019-03-22,Argentina,Venezuela,1.33,5.0,9.0
2019-03-22,Japan,Colombia,2.87,3.4,2.37
2019-03-22,South Korea,Bolivia,1.4,4.33,8.5
2019-03-22,United States,Ecuador,2.37,3.3,2.9
2019-03-22,Uzbekistan,Uruguay,10.0,5.0,1.3
2019-03-23,Afghanistan,Malaysia,4.75,3.6,1.61
2019-03-23,Brazil,Panama,1.09,9.5,23.0
2019-03-23,Guatemala,Costa Rica,4.5,3.75,1.72
2019-03-23,Jordan,Syria,2.62,3.1,2.8
2019-03-23,Mexico,Chile,2.45,3.2,2.9
2019-03-23,Oman,Singapore,1.25,5.25,9.0
2019-03-23,Peru,Paraguay,2.4,3.1,3.1
2019-03-25,Azerbaijan,Lithuania,1.85,3.4,4.33
2019-03-25,Catalunya,Venezuela,1.9,3.6,3.6
2019-03-25,China,Uzbekistan,2.9,3.1,2.5
2019-03-25,Kuwait,Nepal,1.12,7.5,13.0
2019-03-25,Myanmar,Indonesia,3.4,3.25,2.15
2019-03-25,Saudi Arabia,Equatorial Guinea,1.7,3.6,4.33
2019-03-25,Thailand,Uruguay,17.0,9.0,1.1
2019-03-26,Algeria,Tunisia,2.15,3.0,3.8
2019-03-26,Czech Republic,Brazil,9.0,4.5,1.36
2019-03-26,Gibraltar,Estonia,6.5,4.0,1.5
2019-03-26,Ivory Coast,Liberia,1.25,5.5,8.5
2019-03-26,Japan,Bolivia,1.36,4.75,8.0
2019-03-26,Morocco,Argentina,2.55,3.1,2.87
2019-03-26,Nigeria,Egypt,1.95,3.0,4.5
2019-03-26,South Korea,Colombia,3.25,3.1,2.3
2019-03-26,United States,Chile,3.2,3.3,2.25
2019-03-27,Costa Rica,Jamaica,1.5,4.0,6.5
2019-03-27,Ecuador,Honduras,1.95,3.3,4.0
2019-03-27,Mexico,Paraguay,1.83,3.2,4.75
2019-03-27,Nicaragua,Guatemala,2.3,3.3,2.8
2019-03-27,Peru,El Salvador,1.3,4.75,12.0
2019-05-28,Laos,Sri Lanka,1.53,4.2,5.0
2019-05-30,Turkey,Greece,1.85,3.3,4.5
2019-05-31,Laos,Sri Lanka,1.45,4.5,5.5
2019-06-02,El Salvador,Haiti,2.25,3.25,2.9
2019-06-02,France,Bolivia,1.06,11.0,34.0
2019-06-02,Luxembourg,Madagascar,1.85,3.4,4.5
2019-06-02,Malaysia,Nepal,1.4,4.2,7.0
2019-06-02,Turkey,Uzbekistan,1.4,4.2,9.0
2019-06-02,Venezuela,Ecuador,3.25,3.2,2.2
2019-06-03,Colombia,Panama,1.16,7.0,15.0
2019-06-05,Japan,Trinidad and Tobago,1.18,6.5,17.0
2019-06-05,Paraguay,Honduras,1.65,3.6,5.5
2019-06-05,Portugal,Switzerland,1.8,3.6,5.25
2019-06-05,United States,Jamaica,1.44,4.0,6.5
2019-06-06,Bhutan,Guam,3.3,4.0,1.85
2019-06-06,Brazil,Qatar,1.12,8.5,17.0
2019-06-06,Cambodia,Pakistan,3.4,3.6,1.9
2019-06-06,Chile,Haiti,1.08,11.0,21.0
2019-06-06,Iran,Syria,1.36,4.33,9.5
2019-06-06,Laos,Bangladesh,3.2,3.25,2.25
2019-06-06,Macau,Sri Lanka,2.8,3.4,2.25
2019-06-06,Mexico,Venezuela,1.95,3.4,4.0
2019-06-06,Mongolia,Brunei Darussalam,1.16,6.5,12.0
2019-06-06,Netherlands,England,3.25,3.3,2.4
2019-06-06,Peru,Costa Rica,1.55,4.0,5.75
2019-06-06,Taiwan,Nepal,1.57,3.6,6.5
2019-06-07,China,Philippines,1.18,6.5,17.0
2019-06-07,Ivory Coast,Comoros,1.2,6.0,13.0
2019-06-07,Kenya,Madagascar,2.5,3.0,3.0
2019-06-07,Malaysia,East Timor,1.05,11.0,21.0
2019-06-07,Slovakia,Jordan,1.57,3.6,6.5
2019-06-07,South Korea,Australia,1.55,4.0,5.75
2019-06-07,Tajikistan,Afghanistan,1.53,4.0,5.75
2019-06-07,Tunisia,Iraq,1.5,4.0,7.5
2019-06-07,Uruguay,Panama,1.2,6.5,13.0
2019-06-07,Uzbekistan,North Korea,1.14,6.0,15.0
2019-06-08,Angola,Guinea-Bissau,1.85,3.4,3.6
2019-06-08,Argentina,Nicaragua,1.02,21.0,41.0
2019-06-08,Singapore,Solomon Islands,1.85,3.9,3.5
2019-06-09,Brazil,Honduras,1.12,8.0,19.0
2019-06-09,Cameroon,Zambia,1.75,3.2,5.0
2019-06-09,DR Congo,Burkina Faso,1.9,3.1,3.8
2019-06-09,Ghana,Namibia,1.4,3.75,7.5
2019-06-09,Japan,El Salvador,1.36,4.6,9.0
2019-06-09,Mexico,Ecuador,1.9,3.6,3.8
2019-06-09,Paraguay,Guatemala,1.18,7.5,11.0
2019-06-09,Peru,Colombia,3.2,3.0,2.37
2019-06-09,Portugal,Netherlands,2.3,3.4,3.4
2019-06-09,Switzerland,England,4.0,3.6,2.0
2019-06-09,United States,Venezuela,2.15,3.3,3.4
2019-06-10,Denmark U20,Norway U21,1.83,3.6,3.6
