date,home_team,away_team,home_xg,away_xg
2025-10-11,Estonia,Italy,0.97,2.31
2025-10-11,Hungary,Armenia,1.73,0.46
2025-10-11,Latvia,Andorra,1.21,0.54
2025-10-11,Norway,Israel,2.26,0.15
2025-10-11,Portugal,Republic of Ireland,2.97,0.09
2025-10-11,Serbia,Albania,1.56,0.69
2025-10-11,Spain,Georgia,3.83,0.0
2025-10-12,Croatia,Gibraltar,3.71,0.05
2025-10-12,Denmark,Greece,1.23,1.74
2025-10-12,Faroe Islands,Czech Republic,0.68,1.67
2025-10-12,Lithuania,Poland,0.21,1.11
2025-10-12,Netherlands,Finland,2.51,0.64
2025-10-12,Romania,Austria,0.45,0.16
2025-10-12,San Marino,Cyprus,1.05,3.49
2025-10-12,Scotland,Belarus,1.22,1.28
2025-10-13,Iceland,France,1.12,1.96
2025-10-13,North Macedonia,Kazakhstan,1.85,1.37
2025-10-13,Northern Ireland,Germany,0.6,1.12
2025-10-13,Slovakia,Luxembourg,0.97,0.77
2025-10-13,Slovenia,Switzerland,0.41,0.63
2025-10-13,Sweden,Kosovo,1.14,1.15
2025-10-13,Ukraine,Azerbaijan,2.72,1.1
2025-10-13,Wales,Belgium,0.85,3.09
2025-10-14,Andorra,Serbia,0.41,2.26
2025-10-14,Costa Rica,Nicaragua,2.51,0.2
2025-10-14,Curacao,Trinidad and Tobago,0.83,1.86
2025-10-14,Estonia,Moldova,0.87,0.85
2025-10-14,Honduras,Haiti,1.85,0.42
2025-10-14,Italy,Israel,2.11,0.78
2025-10-14,Latvia,England,0.41,2.4
2025-10-14,Portugal,Hungary,2.5,1.88
2025-10-14,Republic of Ireland,Armenia,2.46,0.23
2025-10-14,Spain,Bulgaria,3.96,0.38
2025-10-14,Turkey,Georgia,1.95,1.07
2025-10-15,El Salvador,Guatemala,0.29,0.19
2025-10-15,Jamaica,Bermuda,3.74,0.48
2025-10-15,Panama,Suriname,3.08,1.53
2025-11-13,Andorra,Albania,0.12,1.4
2025-11-13,Armenia,Hungary,0.71,1.19
2025-11-13,Azerbaijan,Iceland,0.33,1.88
2025-11-13,England,Serbia,1.2,0.39
2025-11-13,France,Ukraine,3.81,0.04
2025-11-13,Moldova,Italy,0.41,2.6
2025-11-13,Norway,Estonia,2.03,0.7
2025-11-13,Republic of Ireland,Portugal,2.02,1.6
2025-11-13,Suriname,El Salvador,3.05,0.62
2025-11-14,Bermuda,Curacao,0.14,3.68
2025-11-14,Croatia,Faroe Islands,2.68,0.45
2025-11-14,Finland,Malta,2.31,0.14
2025-11-14,Gibraltar,Montenegro,0.56,3.36
2025-11-14,Guatemala,Panama,2.87,0.4
2025-11-14,Haiti,Costa Rica,1.33,1.21
2025-11-14,Luxembourg,Germany,0.79,1.65
2025-11-14,Nicaragua,Honduras,0.91,0.96
2025-11-14,Poland,Netherlands,1.57,0.82
2025-11-14,Slovakia,Northern Ireland,1.18,0.37
2025-11-14,Trinidad and Tobago,Jamaica,1.48,0.46
2025-11-15,Bosnia and Herzegovina,Romania,1.79,1.5
2025-11-15,Cyprus,Austria,0.37,2.51
2025-11-15,Denmark,Belarus,2.88,0.84
2025-11-15,Georgia,Spain,0.28,3.52
2025-11-15,Greece,Scotland,1.93,2.36
2025-11-15,Kazakhstan,Belgium,0.34,2.87
2025-11-15,Liechtenstein,Wales,0.28,2.85
2025-11-15,Slovenia,Kosovo,0.3,0.96
2025-11-15,Switzerland,Sweden,1.7,0.65
2025-11-15,Turkey,Bulgaria,2.56,0.39
2025-11-16,Albania,England,0.49,1.86
2025-11-16,Azerbaijan,France,0.15,2.7
2025-11-16,Hungary,Republic of Ireland,1.34,1.72
2025-11-16,Israel,Moldova,3.86,0.41
2025-11-16,Italy,Norway,1.31,1.59
2025-11-16,Portugal,Armenia,5.69,0.75
2025-11-16,Serbia,Latvia,1.96,1.27
2025-11-16,Ukraine,Iceland,1.53,0.79
2025-11-17,Czech Republic,Gibraltar,4.29,0.0
2025-11-17,Germany,Slovakia,4.02,0.38
2025-11-17,Malta,Poland,2.37,1.79
2025-11-17,Montenegro,Croatia,0.98,2.7
2025-11-17,Netherlands,Lithuania,3.16,0.67
2025-11-17,Northern Ireland,Luxembourg,1.21,0.79
2025-11-18,Austria,Bosnia and Herzegovina,1.19,0.8
2025-11-18,Belarus,Greece,0.7,0.75
2025-11-18,Belgium,Liechtenstein,3.08,0.04
2025-11-18,Bulgaria,Georgia,0.71,1.84
2025-11-18,Kosovo,Switzerland,0.61,0.91
2025-11-18,Romania,San Marino,4.87,0.24
2025-11-18,Scotland,Denmark,1.76,2.2
2025-11-18,Spain,Turkey,2.58,1.13
2025-11-18,Sweden,Slovenia,0.64,2.14
2025-11-18,Wales,North Macedonia,3.61,0.63
2025-11-19,Costa Rica,Honduras,0.58,0.77
2025-11-19,Guatemala,Suriname,2.96,0.41
2025-11-19,Haiti,Nicaragua,1.65,0.4
2025-11-19,Jamaica,Curacao,1.04,0.85
2025-11-19,Panama,El Salvador,3.41,0.52
2025-11-19,Trinidad and Tobago,Bermuda,1.94,1.84
2025-12-21,Morocco,Comoros,1.94,0.3
2025-12-22,Egypt,Zimbabwe,2.93,0.35
2025-12-22,Mali,Zambia,2.14,0.65
2025-12-22,South Africa,Angola,0.44,0.89
2025-12-23,DR Congo,Benin,1.49,0.49
2025-12-23,Nigeria,Tanzania,1.62,0.82
2025-12-23,Senegal,Botswana,3.66,0.17
2025-12-23,Tunisia,Uganda,1.43,0.55
2025-12-24,Algeria,Sudan,2.2,0.31
2025-12-24,Burkina Faso,Equatorial Guinea,2.3,0.26
2025-12-24,Cameroon,Gabon,0.97,0.69
2025-12-24,Ivory Coast,Mozambique,1.3,0.24
2025-12-26,Angola,Zimbabwe,1.2,1.44
2025-12-26,Egypt,South Africa,1.02,0.75
2025-12-26,Morocco,Mali,2.81,0.91
2025-12-26,Zambia,Comoros,0.38,0.49
2025-12-27,Benin,Botswana,1.25,0.43
2025-12-27,Nigeria,Tunisia,2.12,1.07
2025-12-27,Senegal,DR Congo,2.01,0.95
2025-12-27,Uganda,Tanzania,1.49,1.5
2025-12-28,Algeria,Burkina Faso,2.01,1.02
2025-12-28,Equatorial Guinea,Sudan,2.02,0.72
2025-12-28,Gabon,Mozambique,2.64,2.64
2025-12-28,Ivory Coast,Cameroon,0.98,0.62
2025-12-29,Angola,Egypt,0.76,0.62
2025-12-29,Comoros,Mali,0.12,0.95
2025-12-29,Zambia,Morocco,0.23,1.96
2025-12-29,Zimbabwe,South Africa,1.3,1.52
2025-12-30,Benin,Senegal,0.76,1.94
2025-12-30,Botswana,DR Congo,0.27,4.02
2025-12-30,Tanzania,Tunisia,0.18,1.0
2025-12-30,Uganda,Nigeria,0.71,2.87
2025-12-31,Equatorial Guinea,Algeria,0.49,1.9
2025-12-31,Gabon,Ivory Coast,0.87,1.84
2025-12-31,Mozambique,Cameroon,1.07,2.35
2025-12-31,Sudan,Burkina Faso,1.65,1.22
2026-01-03,Mali,Tunisia,1.15,1.11
2026-01-03,Senegal,Sudan,1.49,0.49
2026-01-04,Morocco,Tanzania,1.01,0.73
2026-01-04,South Africa,Cameroon,2.08,1.36
2026-01-05,Egypt,Benin,1.19,1.22
2026-01-05,Nigeria,Mozambique,2.82,0.1
2026-01-06,Algeria,DR Congo,0.7,0.16
2026-01-06,Ivory Coast,Burkina Faso,2.02,0.41
2026-01-09,Cameroon,Morocco,0.46,1.43
2026-01-09,Mali,Senegal,1.12,1.88
2026-01-10,Algeria,Nigeria,0.13,3.36
2026-01-10,Egypt,Ivory Coast,0.78,1.17
2026-01-14,Nigeria,Morocco,0.08,0.86
2026-01-14,Senegal,Egypt,0.33,0.12
2026-01-17,Egypt,Nigeria,0.29,0.2
2026-01-18,Senegal,Morocco,1.71,2.18
2026-03-26,Czech Republic,Republic of Ireland,1.45,1.28
2026-03-26,Denmark,North Macedonia,2.85,0.15
2026-03-26,Italy,Northern Ireland,1.59,0.51
2026-03-26,Poland,Albania,0.89,1.11
2026-03-26,Slovakia,Kosovo,1.75,1.13
2026-03-26,Turkey,Romania,1.4,0.48
2026-03-26,Ukraine,Sweden,0.76,2.39
2026-03-26,Wales,Bosnia and Herzegovina,1.34,1.1
2026-03-31,Bosnia and Herzegovina,Italy,1.9,0.86
2026-03-31,Czech Republic,Denmark,1.22,1.35
2026-03-31,Kosovo,Turkey,0.88,1.76
2026-03-31,Sweden,Poland,1.65,1.53
2026-06-11,Mexico,South Africa,1.46,0.07
2026-06-12,Canada,Bosnia and Herzegovina,1.23,0.96
2026-06-12,South Korea,Czech Republic,2.3,0.83
2026-06-13,Brazil,Morocco,1.26,1.37
2026-06-13,Qatar,Switzerland,0.6,3.2
2026-06-13,United States,Paraguay,1.42,0.54
2026-06-14,Australia,Turkey,1.18,1.36
2026-06-14,Germany,Curacao,4.22,0.41
2026-06-14,Haiti,Scotland,1.05,1.05
2026-06-14,Ivory Coast,Ecuador,1.52,1.01
2026-06-14,Netherlands,Japan,0.78,0.59
2026-06-15,Belgium,Egypt,1.35,1.08
2026-06-15,Saudi Arabia,Uruguay,0.66,1.72
2026-06-15,Spain,Cape Verde,2.1,0.2
2026-06-15,Sweden,Tunisia,1.33,0.28
2026-06-16,France,Senegal,1.79,0.53
2026-06-16,Iran,New Zealand,1.5,1.24
2026-06-16,Iraq,Norway,0.8,2.52
2026-06-17,Argentina,Algeria,1.26,0.32
2026-06-17,Austria,Jordan,1.69,0.46
2026-06-17,England,Croatia,3.2,0.7
2026-06-17,Ghana,Panama,1.25,0.73
2026-06-17,Portugal,DR Congo,0.65,0.87
2026-06-18,Canada,Qatar,4.6,0.22
2026-06-18,Czech Republic,South Africa,1.02,1.38
2026-06-18,Switzerland,Bosnia and Herzegovina,2.06,0.23
2026-06-18,Uzbekistan,Colombia,1.16,1.61
2026-06-19,Mexico,South Korea,0.53,0.91
2026-06-19,Scotland,Morocco,0.51,0.99
2026-06-19,United States,Australia,1.08,0.35
2026-06-20,Brazil,Haiti,1.75,0.23
2026-06-20,Germany,Ivory Coast,1.89,1.22
2026-06-20,Netherlands,Sweden,2.61,1.01
2026-06-20,Turkey,Paraguay,2.17,0.32
2026-06-21,Belgium,Iran,1.79,0.62
2026-06-21,Ecuador,Curacao,2.84,0.5
2026-06-21,Spain,Saudi Arabia,2.3,0.14
2026-06-21,Tunisia,Japan,0.05,2.13
2026-06-21,Uruguay,Cape Verde,2.32,0.88
2026-06-22,Argentina,Austria,2.36,0.53
2026-06-22,France,Iraq,2.67,0.63
2026-06-22,New Zealand,Egypt,1.24,1.87
2026-06-23,England,Ghana,1.36,0.17
2026-06-23,Jordan,Algeria,0.63,1.89
2026-06-23,Norway,Senegal,2.2,1.72
2026-06-23,Panama,Croatia,0.55,1.65
2026-06-23,Portugal,Uzbekistan,2.61,0.24
2026-06-24,Bosnia and Herzegovina,Qatar,0.68,0.77
2026-06-24,Colombia,DR Congo,0.98,0.37
2026-06-24,Morocco,Haiti,3.76,1.22
2026-06-24,Scotland,Brazil,1.04,4.33
2026-06-24,Switzerland,Canada,1.11,1.66
2026-06-25,Curacao,Ivory Coast,0.5,1.31
2026-06-25,Czech Republic,Mexico,0.53,1.74
2026-06-25,Ecuador,Germany,1.27,0.65
2026-06-25,Japan,Sweden,1.21,0.64
2026-06-25,South Africa,South Korea,1.16,0.9
2026-06-25,Tunisia,Netherlands,0.62,1.85
2026-06-26,Norway,France,1.7,1.5
2026-06-26,Paraguay,Australia,0.24,0.55
2026-06-26,Senegal,Iraq,3.01,0.14
2026-06-26,Turkey,United States,3.05,2.13
2026-06-27,Cape Verde,Saudi Arabia,1.39,0.39
2026-06-27,Colombia,Portugal,1.7,0.93
2026-06-27,Croatia,Ghana,0.42,0.64
2026-06-27,DR Congo,Uzbekistan,2.18,0.2
2026-06-27,Egypt,Iran,0.84,1.97
2026-06-27,New Zealand,Belgium,0.24,3.64
2026-06-27,Panama,England,0.66,1.56
2026-06-27,Uruguay,Spain,0.2,0.86
2026-06-28,Algeria,Austria,1.67,1.49
2026-06-28,Jordan,Argentina,0.76,2.13
2026-06-28,South Africa,Canada,0.14,1.38
2026-06-29,Brazil,Japan,2.07,0.33
2026-06-29,Germany,Paraguay,1.57,0.35
2026-06-30,France,Sweden,3.24,0.7
2026-06-30,Ivory Coast,Norway,1.49,1.9
2026-06-30,Netherlands,Morocco,0.24,1.38
2026-07-01,Belgium,Senegal,1.74,3.58
2026-07-01,England,DR Congo,2.16,0.77
2026-07-01,Mexico,Ecuador,1.05,0.75
2026-07-02,Portugal,Croatia,2.2,1.34
2026-07-02,Spain,Austria,2.8,0.32
2026-07-02,United States,Bosnia and Herzegovina,0.88,0.25
2026-07-03,Argentina,Cape Verde,2.26,0.47
2026-07-03,Australia,Egypt,0.84,1.32
2026-07-03,Switzerland,Algeria,2.45,0.74
2026-07-04,Canada,Morocco,0.84,0.82
2026-07-04,Colombia,Ghana,2.04,0.27
2026-07-04,Paraguay,France,0.13,1.45
